?Accept Date,Land Class Code,Land Category Code Desc,State,County Code Desc,FIPS Code,Agency State Region Code Desc,Revenue Type,Mineral Production Code Desc,Commodity,Product Code Desc,Revenue
5/1/2021,Federal,Offshore,,,,PACIFIC OCS,Royalties,Oil & Gas,Oil & Gas,Other,"($574,088.96)"
5/1/2021,Federal,Offshore,,,,PACIFIC OCS,Royalties,Oil & Gas,Sulfur,Sulfur,$16.10 
5/1/2021,Federal,Offshore,,,,,Inspection Fees,,,,"$2,415,126.73 "
5/1/2021,Federal,Offshore,,,,,Rents,Oil & Gas,Oil & Gas,,$675.00 
5/1/2021,Federal,Onshore,AK,Harrison Bay,2185,ALASKA,Other Revenues,Oil & Gas,Oil,Oil,"$8,369.14 "
5/1/2021,Federal,Onshore,AK,Harrison Bay,2185,ALASKA,Royalties,Oil & Gas,Gas,Unprocessed Gas,$94.78 
5/1/2021,Federal,Onshore,AK,Harrison Bay,2185,ALASKA,Royalties,Oil & Gas,Oil,Drip or Scrubber Condensate,"$1,640.67 "
5/1/2021,Federal,Onshore,AK,Harrison Bay,2185,ALASKA,Royalties,Oil & Gas,Oil,Oil,"$369,558.34 "
5/1/2021,Federal,Onshore,AK,Kenai (Post),2122,ALASKA,Rents,Geothermal,Geothermal,,"$7,680.00 "
5/1/2021,Federal,Onshore,AK,Kenai (Pre),2122,ALASKA,Royalties,Oil & Gas,Gas,Unprocessed Gas,"$375,682.50 "
5/1/2021,Federal,Onshore,AK,Kenai (Pre),2122,ALASKA,Royalties,Oil & Gas,Oil,Oil,"$218,378.56 "
5/1/2021,Federal,Onshore,AL,Baldwin,1003,EAST STATES,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,$887.99 
5/1/2021,Federal,Onshore,AL,Baldwin,1003,EAST STATES,Royalties,Oil & Gas,NGL,Gas Plant Products,$49.76 
5/1/2021,Federal,Onshore,AL,Baldwin,1003,EAST STATES,Royalties,Oil & Gas,Oil,Other Liquid Hydrocarbons,$3.73 
5/1/2021,Federal,Onshore,AL,Baldwin,1003,EAST STATES,Royalties,Oil & Gas,Sulfur,Sulfur,$67.24 
5/1/2021,Federal,Onshore,AL,Conecuh,1035,EAST STATES,Royalties,Oil & Gas,Oil,Oil,"$1,785.74 "
5/1/2021,Federal,Onshore,AL,Escambia,1053,EAST STATES,Royalties,Oil & Gas,Oil,Oil,"$5,111.11 "
5/1/2021,Federal,Onshore,AL,Jefferson,1073,EAST STATES,Royalties,Coal,Coal,Coal,$0.00 
5/1/2021,Federal,Onshore,AL,Lamar,1075,EAST STATES,Royalties,Oil & Gas,Oil,Oil,$100.84 
5/1/2021,Federal,Onshore,AL,Mobile,1097,EAST STATES,Other Revenues,Oil & Gas,Oil & Gas,,$1.04 
5/1/2021,Federal,Onshore,AL,Mobile,1097,EAST STATES,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$2,665.45 "
5/1/2021,Federal,Onshore,AL,Mobile,1097,EAST STATES,Royalties,Oil & Gas,NGL,Gas Plant Products,$149.40 
5/1/2021,Federal,Onshore,AL,Mobile,1097,EAST STATES,Royalties,Oil & Gas,Oil,Oil,$546.85 
5/1/2021,Federal,Onshore,AL,Mobile,1097,EAST STATES,Royalties,Oil & Gas,Oil,Other Liquid Hydrocarbons,$11.22 
5/1/2021,Federal,Onshore,AL,Mobile,1097,EAST STATES,Royalties,Oil & Gas,Sulfur,Sulfur,$201.83 
5/1/2021,Federal,Onshore,AL,Mobile Offshore,1097,EAST STATES,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,$72.14 
5/1/2021,Federal,Onshore,AL,Mobile Offshore,1097,EAST STATES,Royalties,Oil & Gas,NGL,Gas Plant Products,$11.59 
5/1/2021,Federal,Onshore,AL,Mobile Offshore,1097,EAST STATES,Royalties,Oil & Gas,Oil,Oil,$0.30 
5/1/2021,Federal,Onshore,AL,Mobile Offshore,1097,EAST STATES,Royalties,Oil & Gas,Sulfur,Sulfur,$0.06 
5/1/2021,Federal,Onshore,AL,Tuscaloosa,1125,EAST STATES,Royalties,Oil & Gas,Gas,Coal Bed Methane,"$2,136.66 "
5/1/2021,Federal,Onshore,AL,Tuscaloosa,1125,EAST STATES,Royalties,Oil & Gas,Gas,Pipeline Fuel/Loss,$172.61 
5/1/2021,Federal,Onshore,AL,Tuscaloosa,1125,EAST STATES,Royalties,Oil & Gas,Gas,Unprocessed Gas,"$2,331.44 "
5/1/2021,Federal,Onshore,AR,Cleburne,5023,EAST STATES,Royalties,Oil & Gas,Gas,Pipeline Fuel/Loss,$856.73 
5/1/2021,Federal,Onshore,AR,Cleburne,5023,EAST STATES,Royalties,Oil & Gas,Gas,Unprocessed Gas,"$10,508.97 "
5/1/2021,Federal,Onshore,AR,Columbia,5027,EAST STATES,Royalties,Oil & Gas,Gas,Pipeline Fuel/Loss,$1.81 
5/1/2021,Federal,Onshore,AR,Columbia,5027,EAST STATES,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,$4.77 
5/1/2021,Federal,Onshore,AR,Columbia,5027,EAST STATES,Royalties,Oil & Gas,Gas,Unprocessed Gas,$18.15 
5/1/2021,Federal,Onshore,AR,Columbia,5027,EAST STATES,Royalties,Oil & Gas,NGL,Gas Plant Products,$14.68 
5/1/2021,Federal,Onshore,AR,Conway,5029,EAST STATES,Other Revenues,Oil & Gas,Oil & Gas,,$1.09 
5/1/2021,Federal,Onshore,AR,Conway,5029,EAST STATES,Royalties,Oil & Gas,Gas,Pipeline Fuel/Loss,$828.52 
5/1/2021,Federal,Onshore,AR,Conway,5029,EAST STATES,Royalties,Oil & Gas,Gas,Unprocessed Gas,"$19,459.94 "
5/1/2021,Federal,Onshore,AR,Crawford,5033,EAST STATES,Other Revenues,Oil & Gas,Oil & Gas,,$25.13 
5/1/2021,Federal,Onshore,AR,Crawford,5033,EAST STATES,Royalties,Oil & Gas,Gas,Unprocessed Gas,"$3,800.63 "
5/1/2021,Federal,Onshore,AR,Faulkner,5045,EAST STATES,Other Revenues,Oil & Gas,Oil & Gas,,$0.16 
5/1/2021,Federal,Onshore,AR,Faulkner,5045,EAST STATES,Rents,Oil & Gas,Oil & Gas,,$160.00 
5/1/2021,Federal,Onshore,AR,Faulkner,5045,EAST STATES,Royalties,Oil & Gas,Gas,Unprocessed Gas,$599.34 
5/1/2021,Federal,Onshore,AR,Franklin,5047,EAST STATES,Other Revenues,Oil & Gas,Oil & Gas,,$10.74 
5/1/2021,Federal,Onshore,AR,Franklin,5047,EAST STATES,Other Revenues,Oil & Gas,Oil & Gas,,$0.44 
5/1/2021,Federal,Onshore,AR,Franklin,5047,EAST STATES,Royalties,Oil & Gas,Gas,Unprocessed Gas,"$1,121.54 "
5/1/2021,Federal,Onshore,AR,Johnson,5071,EAST STATES,Other Revenues,Oil & Gas,Oil & Gas,,"$1,511.01 "
5/1/2021,Federal,Onshore,AR,Johnson,5071,EAST STATES,Royalties,Oil & Gas,Gas,Unprocessed Gas,"$5,502.71 "
5/1/2021,Federal,Onshore,AR,Logan,5083,EAST STATES,Other Revenues,Oil & Gas,Oil & Gas,,$109.94 
5/1/2021,Federal,Onshore,AR,Logan,5083,EAST STATES,Royalties,Oil & Gas,Gas,Pipeline Fuel/Loss,"$2,882.45 "
5/1/2021,Federal,Onshore,AR,Logan,5083,EAST STATES,Royalties,Oil & Gas,Gas,Unprocessed Gas,"$163,109.62 "
5/1/2021,Federal,Onshore,AR,Montgomery,5097,EAST STATES,Other Revenues,Hardrock,Hardrock,,($12.15)
5/1/2021,Federal,Onshore,AR,Montgomery,5097,EAST STATES,Royalties,Hardrock,Quartz,Quartz Crystal,$12.15 
5/1/2021,Federal,Onshore,AR,Pope,5115,EAST STATES,Other Revenues,Oil & Gas,Oil & Gas,,$0.10 
5/1/2021,Federal,Onshore,AR,Pope,5115,EAST STATES,Royalties,Oil & Gas,Gas,Unprocessed Gas,$201.21 
5/1/2021,Federal,Onshore,AR,Scott,5127,EAST STATES,Rents,Oil & Gas,Oil & Gas,,$240.00 
5/1/2021,Federal,Onshore,AR,Scott,5127,EAST STATES,Royalties,Oil & Gas,Gas,Coal Bed Methane,$6.62 
5/1/2021,Federal,Onshore,AR,Scott,5127,EAST STATES,Royalties,Oil & Gas,Gas,Pipeline Fuel/Loss,$0.13 
5/1/2021,Federal,Onshore,AR,Sebastian,5131,EAST STATES,Other Revenues,Oil & Gas,Oil & Gas,,$329.71 
5/1/2021,Federal,Onshore,AR,Sebastian,5131,EAST STATES,Rents,Oil & Gas,Oil & Gas,,$162.00 
5/1/2021,Federal,Onshore,AR,Sebastian,5131,EAST STATES,Royalties,Oil & Gas,Gas,Coal Bed Methane,$350.34 
5/1/2021,Federal,Onshore,AR,Sebastian,5131,EAST STATES,Royalties,Oil & Gas,Gas,Pipeline Fuel/Loss,$132.15 
5/1/2021,Federal,Onshore,AR,Sebastian,5131,EAST STATES,Royalties,Oil & Gas,Gas,Unprocessed Gas,"$53,496.10 "
5/1/2021,Federal,Onshore,AR,Van Buren,5141,EAST STATES,Other Revenues,Oil & Gas,Oil & Gas,,$0.19 
5/1/2021,Federal,Onshore,AR,Van Buren,5141,EAST STATES,Royalties,Oil & Gas,Gas,Pipeline Fuel/Loss,$618.44 
5/1/2021,Federal,Onshore,AR,Van Buren,5141,EAST STATES,Royalties,Oil & Gas,Gas,Unprocessed Gas,"$10,647.03 "
5/1/2021,Federal,Onshore,AR,White,5145,EAST STATES,Royalties,Oil & Gas,Gas,Pipeline Fuel/Loss,$243.12 
5/1/2021,Federal,Onshore,AR,White,5145,EAST STATES,Royalties,Oil & Gas,Gas,Unprocessed Gas,"$5,356.66 "
5/1/2021,Federal,Onshore,AR,Yell,5149,EAST STATES,Other Revenues,Oil & Gas,Oil & Gas,,$4.42 
5/1/2021,Federal,Onshore,AR,Yell,5149,EAST STATES,Royalties,Oil & Gas,Gas,Pipeline Fuel/Loss,"$2,201.70 "
5/1/2021,Federal,Onshore,AR,Yell,5149,EAST STATES,Royalties,Oil & Gas,Gas,Unprocessed Gas,"$26,491.87 "
5/1/2021,Federal,Onshore,AZ,Maricopa,4013,ARIZONA,Royalties,Sodium,Sodium,Salt,$0.00 
5/1/2021,Federal,Onshore,CA,Fresno,6019,CALIFORNIA,Other Revenues,Oil & Gas,Oil & Gas,,$902.00 
5/1/2021,Federal,Onshore,CA,Fresno,6019,CALIFORNIA,Other Revenues,Oil & Gas,Oil & Gas,,$0.07 
5/1/2021,Federal,Onshore,CA,Fresno,6019,CALIFORNIA,Royalties,Oil & Gas,Gas,Unprocessed Gas,$733.32 
5/1/2021,Federal,Onshore,CA,Fresno,6019,CALIFORNIA,Royalties,Oil & Gas,NGL,Gas Plant Products,$312.11 
5/1/2021,Federal,Onshore,CA,Fresno,6019,CALIFORNIA,Royalties,Oil & Gas,Oil,Oil,"$13,273.53 "
5/1/2021,Federal,Onshore,CA,Glenn,6021,CALIFORNIA,Royalties,Oil & Gas,Gas,Unprocessed Gas,$17.54 
5/1/2021,Federal,Onshore,CA,Imperial,6025,CALIFORNIA,Other Revenues,Geothermal,Geothermal,,$116.29 
5/1/2021,Federal,Onshore,CA,Imperial,6025,CALIFORNIA,Royalties,Geothermal,Geothermal,"Geothermal - Electrical Generation, Kilowatt Hours",$48.90 
5/1/2021,Federal,Onshore,CA,Inyo,6027,CALIFORNIA,Royalties,Geothermal,Geothermal,"Geothermal - Electrical Generation, Kilowatt Hours","$9,957.96 "
5/1/2021,Federal,Onshore,CA,Kern,6029,CALIFORNIA,Other Revenues,Oil & Gas,Oil & Gas,,$863.00 
5/1/2021,Federal,Onshore,CA,Kern,6029,CALIFORNIA,Other Revenues,Oil & Gas,Oil & Gas,,"$5,302.61 "
5/1/2021,Federal,Onshore,CA,Kern,6029,CALIFORNIA,Rents,Oil & Gas,Oil & Gas,,"$1,245.00 "
5/1/2021,Federal,Onshore,CA,Kern,6029,CALIFORNIA,Royalties,Oil & Gas,Gas,Gas Lost - Flared or Vented,$300.00 
5/1/2021,Federal,Onshore,CA,Kern,6029,CALIFORNIA,Royalties,Oil & Gas,Gas,Pipeline Fuel/Loss,"$1,437.65 "
5/1/2021,Federal,Onshore,CA,Kern,6029,CALIFORNIA,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$223,563.87 "
5/1/2021,Federal,Onshore,CA,Kern,6029,CALIFORNIA,Royalties,Oil & Gas,Gas,Unprocessed Gas,"$12,748.32 "
5/1/2021,Federal,Onshore,CA,Kern,6029,CALIFORNIA,Royalties,Oil & Gas,NGL,Gas Plant Products,"$153,203.60 "
5/1/2021,Federal,Onshore,CA,Kern,6029,CALIFORNIA,Royalties,Oil & Gas,Oil,Condensate,"$3,465.00 "
5/1/2021,Federal,Onshore,CA,Kern,6029,CALIFORNIA,Royalties,Oil & Gas,Oil,Oil,"$4,702,007.33 "
5/1/2021,Federal,Onshore,CA,Kings,6031,CALIFORNIA,Royalties,Oil & Gas,Gas,Unprocessed Gas,$964.79 
5/1/2021,Federal,Onshore,CA,Kings,6031,CALIFORNIA,Royalties,Oil & Gas,NGL,Gas Plant Products,$412.15 
5/1/2021,Federal,Onshore,CA,Kings,6031,CALIFORNIA,Royalties,Oil & Gas,Oil,Oil,"$27,056.13 "
5/1/2021,Federal,Onshore,CA,Lake,6033,CALIFORNIA,Royalties,Geothermal,Geothermal,"Geothermal - Electrical Generation, Thousands of Pounds","$250,720.97 "
5/1/2021,Federal,Onshore,CA,Lassen,6035,CALIFORNIA,Royalties,Geothermal,Geothermal,"Geothermal - Direct Utilization, Millions of BTUs","$6,430.35 "
5/1/2021,Federal,Onshore,CA,Los Angeles,6037,CALIFORNIA,Other Revenues,Oil & Gas,Oil & Gas,,$160.00 
5/1/2021,Federal,Onshore,CA,Los Angeles,6037,CALIFORNIA,Other Revenues,Oil & Gas,Oil & Gas,,$93.14 
5/1/2021,Federal,Onshore,CA,Los Angeles,6037,CALIFORNIA,Royalties,Oil & Gas,Gas,Unprocessed Gas,"$2,852.81 "
5/1/2021,Federal,Onshore,CA,Los Angeles,6037,CALIFORNIA,Royalties,Oil & Gas,Oil,Oil,"$125,222.09 "
5/1/2021,Federal,Onshore,CA,Mono,6051,CALIFORNIA,Royalties,Geothermal,Geothermal,"Geothermal - Electrical Generation, Kilowatt Hours","$35,816.39 "
5/1/2021,Federal,Onshore,CA,Monterey,6053,CALIFORNIA,Royalties,Oil & Gas,Oil,Oil,"$6,408.14 "
5/1/2021,Federal,Onshore,CA,Sacramento,6067,CALIFORNIA,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$1,339.96 "
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Other Revenues,Potassium,Potassium,,($546.00)
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Rents,Sodium,Sodium,,"($1,299.00)"
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Royalties,Potassium,Phosphate,Potassium Sulphate-Standard,"$4,096.25 "
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Royalties,Potassium,Soda Ash,Soda Ash,"$108,897.48 "
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Royalties,Potassium,Sodium,Anhydrous Sodium Sulfate,"$13,445.50 "
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Royalties,Potassium,Sodium,Borax-Anhydrous,$0.00 
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Royalties,Potassium,Sodium,Borax-Decahydrate,"$27,164.04 "
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Royalties,Potassium,Sodium,Borax-Pentahydrate,"$60,999.76 "
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Royalties,Potassium,Sodium,Boric Acid,"$33,309.16 "
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Royalties,Potassium,Sodium,Salt,"$14,584.73 "
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Royalties,Potassium,Sodium,Sodium Bi-Carbonate,"$3,930.35 "
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Royalties,Sodium,Phosphate,Potassium Sulphate-Standard,"$2,587.10 "
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Royalties,Sodium,Soda Ash,Soda Ash,"$58,596.13 "
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Royalties,Sodium,Sodium,Anhydrous Sodium Sulfate,"$8,626.27 "
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Royalties,Sodium,Sodium,Borax-Anhydrous,$0.00 
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Royalties,Sodium,Sodium,Borax-Decahydrate,"$17,005.92 "
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Royalties,Sodium,Sodium,Borax-Pentahydrate,"$38,257.34 "
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Royalties,Sodium,Sodium,Boric Acid,"$20,942.35 "
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Royalties,Sodium,Sodium,Calcium Chloride,$0.00 
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Royalties,Sodium,Sodium,Salt,"$28,113.60 "
5/1/2021,Federal,Onshore,CA,San Bernardino,6071,CALIFORNIA,Royalties,Sodium,Sodium,Sodium Bi-Carbonate,"$2,036.64 "
5/1/2021,Federal,Onshore,CA,San Joaquin,6077,CALIFORNIA,Royalties,Oil & Gas,Gas,Unprocessed Gas,$25.71 
5/1/2021,Federal,Onshore,CA,San Luis Obispo,6079,CALIFORNIA,Other Revenues,Oil & Gas,Oil & Gas,,$0.80 
5/1/2021,Federal,Onshore,CA,Santa Barbar,6083,CALIFORNIA,Other Revenues,Oil & Gas,Oil & Gas,,$26.62 
5/1/2021,Federal,Onshore,CA,Santa Barbar,6083,CALIFORNIA,Royalties,Oil & Gas,Oil,Oil,"$2,530.73 "
5/1/2021,Federal,Onshore,CA,Siskiyou,6093,CALIFORNIA,Rents,Geothermal,Geothermal,,"$12,800.00 "
5/1/2021,Federal,Onshore,CA,Solano,6095,CALIFORNIA,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$6,133.49 "
5/1/2021,Federal,Onshore,CA,Sonoma,6097,CALIFORNIA,Royalties,Geothermal,Geothermal,"Geothermal - Electrical Generation, Thousands of Pounds","$378,311.82 "
5/1/2021,Federal,Onshore,CA,Ventura,6111,CALIFORNIA,Royalties,Oil & Gas,Gas,Gas Lost - Flared or Vented,"$2,922.56 "
5/1/2021,Federal,Onshore,CA,Ventura,6111,CALIFORNIA,Royalties,Oil & Gas,Gas,Pipeline Fuel/Loss,"$1,468.72 "
5/1/2021,Federal,Onshore,CA,Ventura,6111,CALIFORNIA,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$6,306.27 "
5/1/2021,Federal,Onshore,CA,Ventura,6111,CALIFORNIA,Royalties,Oil & Gas,NGL,Gas Plant Products,"$4,973.51 "
5/1/2021,Federal,Onshore,CA,Ventura,6111,CALIFORNIA,Royalties,Oil & Gas,Oil,Oil,"$146,211.90 "
5/1/2021,Federal,Onshore,CO,Adams,8001,COLORADO,Other Revenues,Oil & Gas,Oil & Gas,,$107.64 
5/1/2021,Federal,Onshore,CO,Adams,8001,COLORADO,Royalties,Oil & Gas,Gas,Pipeline Fuel/Loss,$133.96 
5/1/2021,Federal,Onshore,CO,Adams,8001,COLORADO,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$6,586.98 "
5/1/2021,Federal,Onshore,CO,Adams,8001,COLORADO,Royalties,Oil & Gas,NGL,Gas Plant Products,"$8,247.11 "
5/1/2021,Federal,Onshore,CO,Adams,8001,COLORADO,Royalties,Oil & Gas,Oil,Condensate,"$7,274.88 "
5/1/2021,Federal,Onshore,CO,Adams,8001,COLORADO,Royalties,Oil & Gas,Oil,Oil,"$33,932.31 "
5/1/2021,Federal,Onshore,CO,Arapahoe,8005,COLORADO,Other Revenues,Oil & Gas,Oil & Gas,,$68.00 
5/1/2021,Federal,Onshore,CO,Arapahoe,8005,COLORADO,Royalties,Oil & Gas,Gas,Pipeline Fuel/Loss,$64.01 
5/1/2021,Federal,Onshore,CO,Arapahoe,8005,COLORADO,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,$277.40 
5/1/2021,Federal,Onshore,CO,Arapahoe,8005,COLORADO,Royalties,Oil & Gas,NGL,Gas Plant Products,$374.44 
5/1/2021,Federal,Onshore,CO,Arapahoe,8005,COLORADO,Royalties,Oil & Gas,Oil,Condensate,"$3,020.56 "
5/1/2021,Federal,Onshore,CO,Archuleta,8007,COLORADO,Other Revenues,Oil & Gas,Oil & Gas,,$0.01 
5/1/2021,Federal,Onshore,CO,Archuleta,8007,COLORADO,Rents,Oil & Gas,Oil & Gas,,$160.00 
5/1/2021,Federal,Onshore,CO,Archuleta,8007,COLORADO,Rents,Oil & Gas,Oil & Gas,,"$3,616.67 "
5/1/2021,Federal,Onshore,CO,Archuleta,8007,COLORADO,Royalties,Oil & Gas,Gas,Coal Bed Methane,"$370,686.90 "
5/1/2021,Federal,Onshore,CO,Broomfield,8014,COLORADO,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,$77.98 
5/1/2021,Federal,Onshore,CO,Broomfield,8014,COLORADO,Royalties,Oil & Gas,NGL,Gas Plant Products,$0.77 
5/1/2021,Federal,Onshore,CO,Broomfield,8014,COLORADO,Royalties,Oil & Gas,Oil,Condensate,$211.29 
5/1/2021,Federal,Onshore,CO,Cheyenne,8017,COLORADO,Other Revenues,Oil & Gas,Oil & Gas,,$190.87 
5/1/2021,Federal,Onshore,CO,Cheyenne,8017,COLORADO,Other Revenues,Oil & Gas,Oil & Gas,,($0.80)
5/1/2021,Federal,Onshore,CO,Cheyenne,8017,COLORADO,Royalties,Oil & Gas,Oil,Oil,$909.54 
5/1/2021,Federal,Onshore,CO,Delta,8029,COLORADO,Other Revenues,Oil & Gas,Oil & Gas,,"$3,139.70 "
5/1/2021,Federal,Onshore,CO,Delta,8029,COLORADO,Royalties,Oil & Gas,Gas,Unprocessed Gas,"$1,483.55 "
5/1/2021,Federal,Onshore,CO,Dolores,8033,COLORADO,Other Revenues,Oil & Gas,Oil & Gas,,$18.40 
5/1/2021,Federal,Onshore,CO,Dolores,8033,COLORADO,Royalties,Oil & Gas,Carbon Dioxide,Carbon Dioxide Gas (CO2),"$95,870.07 "
5/1/2021,Federal,Onshore,CO,Dolores,8033,COLORADO,Royalties,Oil & Gas,Oil,Oil,$428.98 
5/1/2021,Federal,Onshore,CO,Garfield,8045,COLORADO,Other Revenues,Oil & Gas,Oil & Gas,,"($2,465,521.56)"
