period,calendar_year,fiscal_year,month,month_long,fiscal_month,period_date,location_name,fips_code,state,state_name,county,land_class,land_category,land_type,region_type,district_type,offshore_region,commodity,product,revenue,duplicate_no,row_number
Monthly,2010,2010,2,February,5,2010-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gypsum,"",15,0,1342
Monthly,2010,2010,2,February,5,2010-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",92360.03,0,1343
Monthly,2010,2010,2,February,5,2010-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Sand & Gravel,"",541.66,0,1344
Monthly,2010,2010,2,February,5,2010-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",6255579.9,0,1345
Monthly,2010,2010,2,February,5,2010-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",12773633.47,0,1346
Monthly,2010,2010,2,February,5,2010-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",986170.52,0,1347
Monthly,2010,2010,2,February,5,2010-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",8224690.99,0,1348
Monthly,2010,2010,2,February,5,2010-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Other Products,"",-2696547.63,0,1349
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Not tied to a commodity,"",416000,0,1350
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Gas,"",16153.99,0,1351
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",NGL,"",5771.51,0,1352
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil,"",-2160783.4,0,1353
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil & Gas,"",9287764.05,0,1354
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil & Gas,"",5835307.24,0,1355
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,"",178892338.05,0,1356
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",NGL,"",20862683.02,0,1357
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,"",453452492.78,0,1358
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Other Products,"",1932.23,0,1359
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",396564,0,1360
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",4646266,0,1361
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Coal,"",2515814.3,0,1362
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Gas,"",-52222.71,0,1363
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Geothermal,"",45751,0,1364
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Hardrock,"",19949.43,0,1365
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Oil & Gas,"",13908041.38,0,1366
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Phosphate,"",5646,0,1367
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Potassium,"",-34894.67,0,1368
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Sodium,"",23382.72,0,1369
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Asphalt,"",-699,0,1370
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",187162.36,0,1371
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Geothermal,"",45342,0,1372
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Hardrock,"",6930.97,0,1373
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",2708799.36,0,1374
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Phosphate,"",-3141,0,1375
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Potassium,"",-6238,0,1376
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Sodium,"",3390,0,1377
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",60739515.92,0,1378
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,"",198921953.54,0,1379
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",NGL,"",20872045.23,0,1380
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,"",83105350.35,0,1381
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Other Products,"",9581752.68,0,1382
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",116626.56,0,1383
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",7598.66,0,1384
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Copper,"",296742.58,0,1385
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",9979.42,0,1386
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gypsum,"",-23192.72,0,1387
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",4082.98,0,1388
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",-10031.83,0,1389
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",2659596.92,0,1390
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Other Products,"",-3.91,0,1391
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Sand & Gravel,"",-8352.96,0,1392
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gypsum,"",1040,0,1393
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",65948.79,0,1394
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Sand & Gravel,"",541.66,0,1395
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",4868189.2,0,1396
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",14691737.47,0,1397
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",1237295.12,0,1398
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",12273643.19,0,1399
Monthly,2010,2010,3,March,6,2010-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Other Products,"",1078367.11,0,1400
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Not tied to a commodity,"",25000,0,1401
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Gas,"",55626.38,0,1402
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",NGL,"",7565.59,0,1403
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil,"",192092.14,0,1404
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil & Gas,"",27176546.66,0,1405
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Sulfur,"",12623.24,0,1406
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil & Gas,"",15429669.46,0,1407
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,"",104556639.4,0,1408
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",NGL,"",21619330.93,0,1409
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,"",403363244.99,0,1410
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Other Products,"",-676.94,0,1411
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",45727684.8,0,1412
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Geothermal,"",233462,0,1413
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",28812569,0,1414
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Coal,"",-288264.36,0,1415
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Gas,"",5257.96,0,1416
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Geothermal,"",31903.76,0,1417
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Hardrock,"",19347.59,0,1418
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Oil & Gas,"",-1273039.75,0,1419
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Oil Shale,"",674473.6,0,1420
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Phosphate,"",12661,0,1421
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Potassium,"",-33060.48,0,1422
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Sodium,"",7479.55,0,1423
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Asphalt,"",219.5,0,1424
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",67457.3,0,1425
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Geothermal,"",197034,0,1426
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Hardrock,"",2234.5,0,1427
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",4131219.12,0,1428
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil Shale,"",-96681,0,1429
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Phosphate,"",1625,0,1430
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Sodium,"",-8432.31,0,1431
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",67662847.87,0,1432
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,"",155761133.99,0,1433
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",NGL,"",17894154.99,0,1434
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,"",74698782.94,0,1435
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",,0,1436
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Other Products,"",9824128.42,0,1437
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",1628302,0,1438
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",5256.24,0,1439
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",1013996.54,0,1440
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Copper,"",-49786.97,0,1441
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",6761.7,0,1442
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",2647.72,0,1443
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",-11866.36,0,1444
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",-716739.57,0,1445
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Sand & Gravel,"",-13884.36,0,1446
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",4190,0,1447
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",109385.05,0,1448
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Sand & Gravel,"",541.66,0,1449
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",4881197.91,0,1450
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",16369521.41,0,1451
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",1319610.28,0,1452
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",11828681.72,0,1453
Monthly,2010,2010,4,April,7,2010-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Other Products,"",3252981.85,0,1454
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil & Gas,"",93559764,0,1455
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Not tied to a commodity,"",16250,0,1456
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Gas,"",11885.34,0,1457
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",NGL,"",3719.59,0,1458
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil,"",66777252.01,0,1459
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil & Gas,"",-7364242.05,0,1460
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil & Gas,"",32251415.01,0,1461
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,"",-4853730.44,0,1462
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",NGL,"",15431059.66,0,1463
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,"",215686165.62,0,1464
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Other Products,"",4439.78,0,1465
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",113080,0,1466
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Geothermal,"",-2800,0,1467
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",271862.5,0,1468
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Asphalt,"",479.5,0,1469
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Coal,"",-331410.22,0,1470
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Gas,"",5128.46,0,1471
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Geothermal,"",14782.21,0,1472
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Hardrock,"",20695.25,0,1473
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Oil & Gas,"",173460.77,0,1474
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Phosphate,"",18573,0,1475
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Potassium,"",-6869.65,0,1476
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Sodium,"",42511.51,0,1477
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",34897.56,0,1478
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Geothermal,"",52181,0,1479
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Hardrock,"",-9400,0,1480
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",3127713.47,0,1481
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Phosphate,"",4210,0,1482
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Sodium,"",-1320,0,1483
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",62666953.36,0,1484
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,"",112280336.81,0,1485
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",NGL,"",16217602.99,0,1486
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,"",71952452.59,0,1487
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",-11.03,0,1488
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Other Products,"",9853148.35,0,1489
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",93284.11,0,1490
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",1550.97,0,1491
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Copper,"",150000,0,1492
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",1114.41,0,1493
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gypsum,"",224745.8,0,1494
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",1579.39,0,1495
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",-9965.39,0,1496
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",1875624.54,0,1497
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Sand & Gravel,"",-10234.47,0,1498
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",14745.92,0,1499
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",95600.89,0,1500
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Sand & Gravel,"",541.66,0,1501
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",5208855.34,0,1502
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",13738883.04,0,1503
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",850979.2,0,1504
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",11141931.1,0,1505
Monthly,2010,2010,5,May,8,2010-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Other Products,"",3855409.61,0,1506
Monthly,2010,2010,6,June,9,2010-06-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil & Gas,"",166664695.44,0,1507
Monthly,2010,2010,6,June,9,2010-06-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Not tied to a commodity,"",-23500,0,1508
Monthly,2010,2010,6,June,9,2010-06-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Gas,"",25351.45,0,1509
Monthly,2010,2010,6,June,9,2010-06-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",NGL,"",7887.5,0,1510
Monthly,2010,2010,6,June,9,2010-06-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil,"",490932.6,0,1511
Monthly,2010,2010,6,June,9,2010-06-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil & Gas,"",6243201.61,0,1512
Monthly,2010,2010,6,June,9,2010-06-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil & Gas,"",40945771.65,0,1513
Monthly,2010,2010,6,June,9,2010-06-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,"",95584427.22,0,1514
Monthly,2010,2010,6,June,9,2010-06-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",NGL,"",21867557.16,0,1515
Monthly,2010,2010,6,June,9,2010-06-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,"",395725314.93,0,1516
Monthly,2010,2010,6,June,9,2010-06-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Other Products,"",-869.4,0,1517
Monthly,2010,2010,6,June,9,2010-06-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",295320,0,1518
Monthly,2010,2010,6,June,9,2010-06-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",193389,0,1519
