period,calendar_year,fiscal_year,month,month_long,fiscal_month,period_date,location_name,fips_code,state,state_name,county,land_class,land_category,land_type,region_type,district_type,offshore_region,commodity,product,revenue,duplicate_no,row_number
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Hardrock,"",-34996,0,6993
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",2348166.68,0,6994
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Phosphate,"",-12929,0,6995
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Potassium,"",-137474.5,0,6996
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Sodium,"",-44672.78,0,6997
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",48750144.61,0,6998
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,"",66038239.95,0,6999
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",NGL,"",13171856.79,0,7000
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,"",53645742.69,0,7001
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Other Products,"",7784454.09,0,7002
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",18750.28,0,7003
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"",Not tied to a location,"","",Federal,"",Federal - not tied to a location,"","","",Oil & Gas,"",1134,0,7004
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"",Not tied to a location,"","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",30138.96,0,7005
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",72.75,0,7006
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Copper,"",100000,0,7007
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",-221.56,0,7008
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Limestone,"",9054.22,0,7009
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Mining-Unspecified,"",-1000,0,7010
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",-9.96,0,7011
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",-5536.3,0,7012
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",1325421.32,0,7013
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Sand & Gravel,"",15000,0,7014
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",30860.06,0,7015
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",217163.74,0,7016
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",12664870.37,0,7017
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",8349423.96,0,7018
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Mining-Unspecified,"",8530,0,7019
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",768325.11,0,7020
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",29330035.46,0,7021
Monthly,2019,2019,2,February,5,2019-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Other Products,"",213205.47,0,7022
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Not tied to a commodity,"",13932439.36,0,7023
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Gas,"",13465.45,0,7024
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",NGL,"",11741.3,0,7025
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil,"",102275.46,0,7026
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil & Gas,"",-5325041.73,0,7027
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil & Gas,"",884826,0,7028
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Wind,"",1031499,0,7029
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,"",33055317.77,0,7030
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",NGL,"",11840102.43,0,7031
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,"",381000319.73,0,7032
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",2464000,0,7033
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",1606666.4,0,7034
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Other Products,"",4589716,0,7035
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Coal,"",3458.28,0,7036
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Geothermal,"",11091.16,0,7037
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",NGL,"",-1.5,0,7038
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Oil,"",60609.45,0,7039
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Oil & Gas,"",1990725.41,0,7040
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Other Products,"",-16038.96,0,7041
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Phosphate,"",4227,0,7042
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Sodium,"",2.69,0,7043
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",6327,0,7044
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Geothermal,"",2553.66,0,7045
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",4078456.87,0,7046
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil Shale,"",314,0,7047
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Other Products,"",190741,0,7048
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Phosphate,"",120,0,7049
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Sodium,"",305.89,0,7050
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",34167254,0,7051
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,"",102720275.35,0,7052
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",NGL,"",24906577.15,0,7053
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,"",184082375.88,0,7054
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Other Products,"",14952494.95,0,7055
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",135183.29,0,7056
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",18001.26,0,7057
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",0.01,0,7058
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",1994.15,0,7059
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",-8.41,0,7060
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",-3614,0,7061
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",4524060.92,0,7062
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Other Products,"",253750,0,7063
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",-15430.03,0,7064
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",210538.46,0,7065
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Other Products,"",5390,0,7066
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",7703623,0,7067
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",15294960.88,0,7068
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Mining-Unspecified,"",8480,0,7069
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",1719381.19,0,7070
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",82066059.25,0,7071
Monthly,2019,2019,3,March,6,2019-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Other Products,"",354705.86,0,7072
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Wind,"",405100000,0,7073
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Not tied to a commodity,"",1665610.04,0,7074
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Gas,"",4850.87,0,7075
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",NGL,"",705.5,0,7076
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil,"",5171575.9,0,7077
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil & Gas,"",10093023.07,0,7078
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil & Gas,"",2325393,0,7079
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Wind,"",2228934,0,7080
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,"",17717732.49,0,7081
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",NGL,"",8552312.89,0,7082
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,"",298311922.71,0,7083
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",415850,0,7084
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",4249063,0,7085
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Coal,"",39267.52,0,7086
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Geothermal,"",521.21,0,7087
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Gilsonite,"",-1434,0,7088
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Hardrock,"",120.8,0,7089
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Oil,"",92539.84,0,7090
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Oil & Gas,"",2354783.1,0,7091
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Phosphate,"",5399,0,7092
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Potassium,"",29.31,0,7093
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Sodium,"",-5225.19,0,7094
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",113407.6,0,7095
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Geothermal,"",32739.66,0,7096
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gilsonite,"",-239,0,7097
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Hardrock,"",42,0,7098
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",1835087.03,0,7099
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil Shale,"",1853.5,0,7100
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Phosphate,"",136,0,7101
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Potassium,"",0.03,0,7102
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Sodium,"",-24877,0,7103
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",30856187.7,0,7104
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,"",49806920.2,0,7105
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",NGL,"",11338770.77,0,7106
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,"",94166227.27,0,7107
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Other Products,"",9554503.84,0,7108
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",193106.77,0,7109
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,"",Federal - not tied to a location,"","","",Oil & Gas,"",176.25,0,7110
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",32290.55,0,7111
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",675703.77,0,7112
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Copper,"",100000,0,7113
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",6108.32,0,7114
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gypsum,"",408410.3,0,7115
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",-10.81,0,7116
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",-5425.19,0,7117
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",6763587.43,0,7118
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Sand & Gravel,"",-5000,0,7119
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",262977.03,0,7120
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",7027051.08,0,7121
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",11687254.51,0,7122
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Mining-Unspecified,"",8785,0,7123
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",604108.35,0,7124
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",65295254.25,0,7125
Monthly,2019,2019,4,April,7,2019-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Other Products,"",539784.33,0,7126
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Not tied to a commodity,"",3116468.92,0,7127
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Gas,"",18493.15,0,7128
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",NGL,"",-1585.36,0,7129
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil,"",-533720.12,0,7130
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil & Gas,"",13568850.89,0,7131
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Wind,"",423.5,0,7132
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil & Gas,"",16479262.12,0,7133
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,"",30407237.58,0,7134
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",NGL,"",12421270.09,0,7135
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,"",583574815.52,0,7136
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",108960,0,7137
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Coal,"",13990.62,0,7138
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Geothermal,"",1978.08,0,7139
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Gilsonite,"",1806,0,7140
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Gold,"",1953,0,7141
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Hardrock,"",48297.65,0,7142
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Oil,"",98447.12,0,7143
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Oil & Gas,"",467681.73,0,7144
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Other Products,"",-21746.58,0,7145
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Phosphate,"",37701,0,7146
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Potassium,"",-10868.5,0,7147
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Sodium,"",-13534.52,0,7148
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",31509,0,7149
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Geothermal,"",32609.66,0,7150
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gilsonite,"",301,0,7151
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gold,"",651,0,7152
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Hardrock,"",1080,0,7153
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",1088937.01,0,7154
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Phosphate,"",12915,0,7155
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Sodium,"",-742.87,0,7156
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",40696721.28,0,7157
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,"",99743795.46,0,7158
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",NGL,"",20999867.83,0,7159
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,"",240412042.74,0,7160
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Other Products,"",12765182.82,0,7161
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",21530.03,0,7162
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,"",Federal - not tied to a location,"","","",Clay,"",110.94,0,7163
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,"",Federal - not tied to a location,"","","",Oil & Gas,"",195.84,0,7164
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"",Not tied to a location,"","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",25855.98,0,7165
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Copper,"",100000,0,7166
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",-233.95,0,7167
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gypsum,"",-53250.15,0,7168
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Limestone,"",9054.22,0,7169
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",-10.91,0,7170
Monthly,2019,2019,5,May,8,2019-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",-9821.11,0,7171
