period,calendar_year,fiscal_year,month,month_long,fiscal_month,period_date,location_name,fips_code,state,state_name,county,land_class,land_category,land_type,region_type,district_type,offshore_region,commodity,product,volume,duplicate_no,row_number
Monthly,2011,2011,8,August,11,2011-08-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),156609359,0,826
Monthly,2011,2011,8,August,11,2011-08-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),41365977,0,827
Monthly,2011,2011,8,August,11,2011-08-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),37915804,0,828
Monthly,2011,2011,8,August,11,2011-08-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),310819503,0,829
Monthly,2011,2011,8,August,11,2011-08-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),9830293,0,830
Monthly,2011,2011,8,August,11,2011-08-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1454592,0,831
Monthly,2011,2011,8,August,11,2011-08-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),26251569,0,832
Monthly,2011,2011,8,August,11,2011-08-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),2174650,0,833
Monthly,2011,2011,9,September,12,2011-09-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),130107201,0,834
Monthly,2011,2011,9,September,12,2011-09-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),34587957,0,835
Monthly,2011,2011,9,September,12,2011-09-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),37324003,0,836
Monthly,2011,2011,9,September,12,2011-09-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),314866481,0,837
Monthly,2011,2011,9,September,12,2011-09-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),9554068,0,838
Monthly,2011,2011,9,September,12,2011-09-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1698967,0,839
Monthly,2011,2011,9,September,12,2011-09-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),25055375,0,840
Monthly,2011,2011,9,September,12,2011-09-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),2084019,0,841
Monthly,2011,2012,10,October,1,2011-10-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),148435373,0,842
Monthly,2011,2012,10,October,1,2011-10-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),41942961,0,843
Monthly,2011,2012,10,October,1,2011-10-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),40660412,0,844
Monthly,2011,2012,10,October,1,2011-10-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),332942490,0,845
Monthly,2011,2012,10,October,1,2011-10-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),10032894,0,846
Monthly,2011,2012,10,October,1,2011-10-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2034208,0,847
Monthly,2011,2012,10,October,1,2011-10-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),26151125,0,848
Monthly,2011,2012,10,October,1,2011-10-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),2385648,0,849
Monthly,2011,2012,11,November,2,2011-11-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),144154179,0,850
Monthly,2011,2012,11,November,2,2011-11-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),40078448,0,851
Monthly,2011,2012,11,November,2,2011-11-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),40681394,0,852
Monthly,2011,2012,11,November,2,2011-11-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),323950352,0,853
Monthly,2011,2012,11,November,2,2011-11-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),9927087,0,854
Monthly,2011,2012,11,November,2,2011-11-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1886110,0,855
Monthly,2011,2012,11,November,2,2011-11-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),25579045,0,856
Monthly,2011,2012,11,November,2,2011-11-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),2477766,0,857
Monthly,2011,2012,12,December,3,2011-12-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),149275347,0,858
Monthly,2011,2012,12,December,3,2011-12-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),40799822,0,859
Monthly,2011,2012,12,December,3,2011-12-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),41213622,0,860
Monthly,2011,2012,12,December,3,2011-12-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),329473011,0,861
Monthly,2011,2012,12,December,3,2011-12-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),10168231,0,862
Monthly,2011,2012,12,December,3,2011-12-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1235289,0,863
Monthly,2011,2012,12,December,3,2011-12-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),25941062,0,864
Monthly,2011,2012,12,December,3,2011-12-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),2536835,0,865
Monthly,2012,2012,1,January,4,2012-01-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),146861324,0,866
Monthly,2012,2012,1,January,4,2012-01-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),42371736,0,867
Monthly,2012,2012,1,January,4,2012-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),39621589,0,868
Monthly,2012,2012,1,January,4,2012-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),332748388,0,869
Monthly,2012,2012,1,January,4,2012-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),10289364,0,870
Monthly,2012,2012,1,January,4,2012-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1981835,0,871
Monthly,2012,2012,1,January,4,2012-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),26448288,0,872
Monthly,2012,2012,1,January,4,2012-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),2679755,0,873
Monthly,2012,2012,2,February,5,2012-02-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),135190043,0,874
Monthly,2012,2012,2,February,5,2012-02-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),40147713,0,875
Monthly,2012,2012,2,February,5,2012-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),36249605,0,876
Monthly,2012,2012,2,February,5,2012-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),309190015,0,877
Monthly,2012,2012,2,February,5,2012-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),9754014,0,878
Monthly,2012,2012,2,February,5,2012-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1848570,0,879
Monthly,2012,2012,2,February,5,2012-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),24909738,0,880
Monthly,2012,2012,2,February,5,2012-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),2546997,0,881
Monthly,2012,2012,3,March,6,2012-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),145920326,0,882
Monthly,2012,2012,3,March,6,2012-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),43613539,0,883
Monthly,2012,2012,3,March,6,2012-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),32908329,0,884
Monthly,2012,2012,3,March,6,2012-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),328741017,0,885
Monthly,2012,2012,3,March,6,2012-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),10545322,0,886
Monthly,2012,2012,3,March,6,2012-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1930970,0,887
Monthly,2012,2012,3,March,6,2012-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),26480916,0,888
Monthly,2012,2012,3,March,6,2012-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),2786183,0,889
Monthly,2012,2012,4,April,7,2012-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),137363217,0,890
Monthly,2012,2012,4,April,7,2012-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),39320652,0,891
Monthly,2012,2012,4,April,7,2012-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),29041032,0,892
Monthly,2012,2012,4,April,7,2012-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),313820537,0,893
Monthly,2012,2012,4,April,7,2012-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),10041056,0,894
Monthly,2012,2012,4,April,7,2012-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1386877,0,895
Monthly,2012,2012,4,April,7,2012-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),25579646,0,896
Monthly,2012,2012,4,April,7,2012-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),2793406,0,897
Monthly,2012,2012,5,May,8,2012-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),135941669,0,898
Monthly,2012,2012,5,May,8,2012-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),38822550,0,899
Monthly,2012,2012,5,May,8,2012-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),31329856,0,900
Monthly,2012,2012,5,May,8,2012-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),320213172,0,901
Monthly,2012,2012,5,May,8,2012-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),10437639,0,902
Monthly,2012,2012,5,May,8,2012-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1625737,0,903
Monthly,2012,2012,5,May,8,2012-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),26420201,0,904
Monthly,2012,2012,5,May,8,2012-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),2816004,0,905
Monthly,2012,2012,6,June,9,2012-06-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),123805587,0,906
Monthly,2012,2012,6,June,9,2012-06-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),35147763,0,907
Monthly,2012,2012,6,June,9,2012-06-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),32317862,0,908
Monthly,2012,2012,6,June,9,2012-06-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),308104796,0,909
Monthly,2012,2012,6,June,9,2012-06-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),10132805,0,910
Monthly,2012,2012,6,June,9,2012-06-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1568194,0,911
Monthly,2012,2012,6,June,9,2012-06-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),25310850,0,912
Monthly,2012,2012,6,June,9,2012-06-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),2854859,0,913
Monthly,2012,2012,7,July,10,2012-07-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),133566112,0,914
Monthly,2012,2012,7,July,10,2012-07-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),40555621,0,915
Monthly,2012,2012,7,July,10,2012-07-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),39360710,0,916
Monthly,2012,2012,7,July,10,2012-07-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),317485202,0,917
Monthly,2012,2012,7,July,10,2012-07-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),10681847,0,918
Monthly,2012,2012,7,July,10,2012-07-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1447117,0,919
Monthly,2012,2012,7,July,10,2012-07-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),26137290,0,920
Monthly,2012,2012,7,July,10,2012-07-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),3072202,0,921
Monthly,2012,2012,8,August,11,2012-08-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),114346842,0,922
Monthly,2012,2012,8,August,11,2012-08-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),35705207,0,923
Monthly,2012,2012,8,August,11,2012-08-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),40126533,0,924
Monthly,2012,2012,8,August,11,2012-08-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),311333365,0,925
Monthly,2012,2012,8,August,11,2012-08-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),10780298,0,926
Monthly,2012,2012,8,August,11,2012-08-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1468942,0,927
Monthly,2012,2012,8,August,11,2012-08-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),26322631,0,928
Monthly,2012,2012,8,August,11,2012-08-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),3155542,0,929
Monthly,2012,2012,9,September,12,2012-09-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),116053324,0,930
Monthly,2012,2012,9,September,12,2012-09-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),37032672,0,931
Monthly,2012,2012,9,September,12,2012-09-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),37476124,0,932
Monthly,2012,2012,9,September,12,2012-09-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),300242716,0,933
Monthly,2012,2012,9,September,12,2012-09-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),10597071,0,934
Monthly,2012,2012,9,September,12,2012-09-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1427953,0,935
Monthly,2012,2012,9,September,12,2012-09-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),25711672,0,936
Monthly,2012,2012,9,September,12,2012-09-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),3269759,0,937
Monthly,2012,2013,10,October,1,2012-10-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),132738479,0,938
Monthly,2012,2013,10,October,1,2012-10-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),42876250,0,939
Monthly,2012,2013,10,October,1,2012-10-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),35275148,0,940
Monthly,2012,2013,10,October,1,2012-10-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),311255145,0,941
Monthly,2012,2013,10,October,1,2012-10-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),11217334,0,942
Monthly,2012,2013,10,October,1,2012-10-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1746130,0,943
Monthly,2012,2013,10,October,1,2012-10-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),27019925,0,944
Monthly,2012,2013,10,October,1,2012-10-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),3739690,0,945
Monthly,2012,2013,11,November,2,2012-11-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),130674717,0,946
Monthly,2012,2013,11,November,2,2012-11-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),42989707,0,947
Monthly,2012,2013,11,November,2,2012-11-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),36099698,0,948
Monthly,2012,2013,11,November,2,2012-11-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),301194925,0,949
Monthly,2012,2013,11,November,2,2012-11-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),10890324,0,950
Monthly,2012,2013,11,November,2,2012-11-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1340397,0,951
Monthly,2012,2013,11,November,2,2012-11-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),25906837,0,952
Monthly,2012,2013,11,November,2,2012-11-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),3697392,0,953
Monthly,2012,2013,12,December,3,2012-12-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),132157661,0,954
Monthly,2012,2013,12,December,3,2012-12-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),44284810,0,955
Monthly,2012,2013,12,December,3,2012-12-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),32703305,0,956
Monthly,2012,2013,12,December,3,2012-12-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),304790819,0,957
Monthly,2012,2013,12,December,3,2012-12-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),11229202,0,958
Monthly,2012,2013,12,December,3,2012-12-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1058533,0,959
Monthly,2012,2013,12,December,3,2012-12-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),26208766,0,960
Monthly,2012,2013,12,December,3,2012-12-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),3830821,0,961
Monthly,2013,2013,1,January,4,2013-01-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),128828876,0,962
Monthly,2013,2013,1,January,4,2013-01-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),43030409,0,963
Monthly,2013,2013,1,January,4,2013-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),33492410,0,964
Monthly,2013,2013,1,January,4,2013-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),296408816,0,965
Monthly,2013,2013,1,January,4,2013-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),11014393,0,966
Monthly,2013,2013,1,January,4,2013-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1414729,0,967
Monthly,2013,2013,1,January,4,2013-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),24740704,0,968
Monthly,2013,2013,1,January,4,2013-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),3561907,0,969
Monthly,2013,2013,2,February,5,2013-02-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),113767780,0,970
Monthly,2013,2013,2,February,5,2013-02-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),38447937,0,971
Monthly,2013,2013,2,February,5,2013-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),30481388,0,972
Monthly,2013,2013,2,February,5,2013-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),273293969,0,973
Monthly,2013,2013,2,February,5,2013-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),10153907,0,974
Monthly,2013,2013,2,February,5,2013-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1722483,0,975
Monthly,2013,2013,2,February,5,2013-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),23501482,0,976
Monthly,2013,2013,2,February,5,2013-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),3507337,0,977
Monthly,2013,2013,3,March,6,2013-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),123165415,0,978
Monthly,2013,2013,3,March,6,2013-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),40558691,0,979
Monthly,2013,2013,3,March,6,2013-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),31554258,0,980
Monthly,2013,2013,3,March,6,2013-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),302698751,0,981
Monthly,2013,2013,3,March,6,2013-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),11502055,0,982
Monthly,2013,2013,3,March,6,2013-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1601392,0,983
Monthly,2013,2013,3,March,6,2013-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),26517420,0,984
Monthly,2013,2013,3,March,6,2013-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),4193813,0,985
Monthly,2013,2013,4,April,7,2013-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),120833683,0,986
Monthly,2013,2013,4,April,7,2013-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),41774973,0,987
Monthly,2013,2013,4,April,7,2013-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),30641951,0,988
Monthly,2013,2013,4,April,7,2013-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),294447276,0,989
Monthly,2013,2013,4,April,7,2013-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),11263858,0,990
Monthly,2013,2013,4,April,7,2013-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1775937,0,991
Monthly,2013,2013,4,April,7,2013-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),25982466,0,992
Monthly,2013,2013,4,April,7,2013-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),4035312,0,993
Monthly,2013,2013,5,May,8,2013-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),118972888,0,994
Monthly,2013,2013,5,May,8,2013-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),38906640,0,995
Monthly,2013,2013,5,May,8,2013-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),32892522,0,996
Monthly,2013,2013,5,May,8,2013-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),297593717,0,997
Monthly,2013,2013,5,May,8,2013-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),11515278,0,998
Monthly,2013,2013,5,May,8,2013-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1231695,0,999
Monthly,2013,2013,5,May,8,2013-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),26660343,0,1000
Monthly,2013,2013,5,May,8,2013-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),4242566,0,1001
Monthly,2013,2013,6,June,9,2013-06-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),109159743,0,1002
