Date,Fund Type,Local Recipient,Recipient,Source,Land Category,State,County,FIPS Code,Revenue Type,Disbursement
01/01/2020,State,State,State and local governments,Onshore,Onshore,Mississippi,"","",Sequestration,-2029.55
01/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Mineral,"32021",Rents & Bonuses,-18.42
01/01/2020,U.S. TreasuryAI,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Royalties,2044.98
01/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Royalties,10803564.58
01/01/2020,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,58372.82
01/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Royalties,13990.21
01/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,15819438.05
01/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Rents & Bonuses,31214.00
01/01/2020,State,County,State and local governments,Onshore,Onshore,California,Imperial,"06025",Sequestration,-222.52
01/01/2020,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Rents & Bonuses,15259.50
01/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Royalties,-69141.03
01/01/2020,State,County,State and local governments,Onshore,Onshore,California,Imperial,"06025",Royalties,3771.58
01/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,12815.94
01/01/2020,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Royalties,293487.89
01/01/2020,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Other Distributions,59.14
01/01/2020,State,County,State and local governments,Onshore,Onshore,Utah,Beaver,"49001",Sequestration,-398.73
01/01/2020,State,County,State and local governments,Onshore,Onshore,Utah,Beaver,"49001",Royalties,6758.16
01/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,3954859.62
01/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Rents & Bonuses,16836.64
01/01/2020,State,State,State and local governments,Onshore,Onshore,Alaska,"","",Sequestration,-105976.41
01/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Alaska,"","",Other Distributions,-34.59
01/01/2020,State,State,State and local governments,Onshore,Onshore,Pennsylvania,"","",Other Distributions,1183.15
01/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,223346.89
01/01/2020,State,State,State and local governments,Onshore,Onshore,Pennsylvania,"","",Royalties,166.59
01/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Alaska,"","",Royalties,98456.81
01/01/2020,State,State,State and local governments,Onshore,Onshore,Alaska,"","",Royalties,-12490.30
01/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Other Distributions,-156.34
01/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Rents & Bonuses,621395.14
01/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Sequestration,-97316.74
01/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Royalties,151705.79
01/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Royalties,-33659.78
01/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,9864.10
01/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,2466.02
01/01/2020,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,2125.50
01/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Other Distributions,107.19
01/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Royalties,921601.97
01/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Rents & Bonuses,60
01/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Sequestration,-199886.86
01/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Sequestration,-3888149.02
01/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Lander,"32015",Sequestration,-2201.60
01/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Lander,"32015",Royalties,36686.28
01/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Royalties,604127.02
01/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Royalties,-34.14
01/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Other Distributions,42369.71
01/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Rents & Bonuses,30164.00
01/01/2020,State,State,State and local governments,Onshore,Onshore,Nebraska,"","",Royalties,879.47
01/01/2020,State,State,State and local governments,Onshore,Onshore,Nebraska,"","",Royalties,-17.59
01/01/2020,State,State,State and local governments,Onshore,Onshore,Nebraska,"","",Sequestration,-50.85
01/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,-1344890.43
01/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Other Distributions,1199.41
01/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,301338.22
01/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Other Distributions,1486.83
01/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,54088284.46
01/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Royalties,84700.45
01/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Royalties,143347.72
01/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Rents & Bonuses,7730.00
01/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Other Distributions,312.49
01/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,35091.87
01/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Other Distributions,-253809.29
01/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Sequestration,-68363.57
01/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Royalties,-21891.49
01/01/2020,U.S. TreasuryAI,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Other Distributions,4.75
01/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Other Distributions,15616605.86
01/01/2020,State,County,State and local governments,Onshore,Onshore,California,Inyo,"06027",Sequestration,-49.18
01/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Lander,"32015",Rents & Bonuses,629
01/01/2020,State,County,State and local governments,Onshore,Onshore,California,Inyo,"06027",Royalties,833.64
01/01/2020,State,State,State and local governments,Onshore,Onshore,Florida,"","",Sequestration,-3179.21
01/01/2020,State,State,State and local governments,Onshore,Onshore,Florida,"","",Royalties,-1099.69
01/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Other Distributions,6.56
01/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Royalties,496453.74
01/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Other Distributions,-5483.09
01/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Rents & Bonuses,3339.59
01/01/2020,State,State,State and local governments,Onshore,Onshore,North Carolina,"","",Other Distributions,-39.5
01/01/2020,State,State,State and local governments,Onshore,Onshore,North Carolina,"","",Rents & Bonuses,39.5
01/01/2020,U.S. TreasuryAI,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Royalties,1496.37
01/01/2020,State,State,State and local governments,Onshore,Onshore,Louisiana,"","",Royalties,162913.66
01/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Other Distributions,23219.88
01/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Royalties,88726598.65
01/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Churchill,"32001",Rents & Bonuses,2745.82
01/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Rents & Bonuses,-3737.24
01/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,162645.22
01/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Other Distributions,265843.50
01/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Rents & Bonuses,90038.50
01/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,41197.00
01/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,12511577.13
01/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,4253.04
01/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Churchill,"32001",Other Distributions,29.56
01/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Churchill,"32001",Royalties,91426.19
01/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Other Distributions,-5723.04
01/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Rents & Bonuses,0
01/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,13516.38
01/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,1265272.65
01/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,283.2
01/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,1615.72
01/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,300219.41
01/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Alabama,"","",Other Distributions,5543.97
01/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Royalties,4563995.04
01/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,348922.73
01/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Royalties,77384.62
01/01/2020,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Royalties,30213.90
01/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Rents & Bonuses,4929.12
01/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Texas,"","",Royalties,205855.42
01/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Texas,"","",Other Distributions,-0.01
01/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Texas,"","",Royalties,26.95
01/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Texas,"","",Other Distributions,726.43
01/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Texas,"","",Royalties,5750.47
01/01/2020,State,County,State and local governments,Onshore,Onshore,New Mexico,Hidalgo,"35023",Royalties,2126.51
01/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Other Distributions,1730195.56
01/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Other Distributions,2286294.07
01/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Royalties,-434368.21
01/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Other Distributions,9139.79
01/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Sequestration,-24805.57
01/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Other Distributions,168.75
01/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Royalties,135436.54
01/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Royalties,39836.07
01/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Royalties,-8579.77
01/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Other Distributions,3.61
01/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Other Distributions,370.15
01/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Other Distributions,31.5
01/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Rents & Bonuses,-10.5
01/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Royalties,381168.86
01/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Other Distributions,12330.12
01/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Rents & Bonuses,2125.50
01/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Other Distributions,25404.00
01/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Rents & Bonuses,7590.00
01/01/2020,State,County,State and local governments,Onshore,Onshore,New Mexico,Hidalgo,"35023",Sequestration,-125.46
01/01/2020,Bureau of Land Management,"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,18080.00
01/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Rents & Bonuses,165412.00
01/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Eureka,"32011",Sequestration,-10.99
01/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Eureka,"32011",Royalties,186.24
02/01/2020,State,State,State and local governments,Onshore,Onshore,Alaska,"","",Royalties,-12246.13
02/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Rents & Bonuses,-56750.00
02/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,35327.02
02/01/2020,State,State,State and local governments,Onshore,Onshore,North Carolina,"","",Other Distributions,39.5
02/01/2020,State,State,State and local governments,Onshore,Onshore,Arizona,"","",Royalties,16
02/01/2020,State,State,State and local governments,Onshore,Onshore,Arizona,"","",Other Distributions,-6
02/01/2020,State,State,State and local governments,Onshore,Onshore,Arizona,"","",Rents & Bonuses,-10
02/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,12574927.46
02/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,2490.85
02/01/2020,State,State,State and local governments,Onshore,Onshore,Missouri,"","",Sequestration,-11310.88
02/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Rents & Bonuses,6252.50
02/01/2020,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Rents & Bonuses,4938.64
02/01/2020,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Other Distributions,-2796.24
02/01/2020,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Royalties,211877.45
02/01/2020,State,State,State and local governments,8(g) offshore,Offshore,California,"","",Royalties,2723.12
02/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Royalties,114784.31
02/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Other Distributions,-11908.30
02/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Royalties,201404.28
02/01/2020,U.S. TreasuryAI,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Royalties,2377.72
02/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Royalties,14272538.61
02/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Other Distributions,-167.24
02/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Rents & Bonuses,307430.11
02/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Royalties,156411.49
02/01/2020,U.S. TreasuryAI,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Other Distributions,1983.37
02/01/2020,State,State,State and local governments,Onshore,Onshore,Virginia,"","",Sequestration,-86.25
02/01/2020,State,State,State and local governments,Onshore,Onshore,Virginia,"","",Other Distributions,1240.80
02/01/2020,State,State,State and local governments,Onshore,Onshore,Virginia,"","",Royalties,221.08
02/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Other Distributions,-758.84
02/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Other Distributions,784265.81
02/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Alaska,"","",Royalties,117672.68
02/01/2020,State,State,State and local governments,8(g) offshore,Offshore,California,"","",Royalties,1.29
02/01/2020,State,State,State and local governments,8(g) offshore,Offshore,California,"","",Royalties,221448.56
02/01/2020,U.S. TreasuryAI,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Royalties,1256.49
02/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Royalties,95548735.54
02/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Other Distributions,-6130.41
02/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Rents & Bonuses,15430.03
02/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Royalties,2565304.08
02/01/2020,U.S. TreasuryAI,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Rents & Bonuses,21102.77
02/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Other Distributions,5388380.85
02/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Louisiana,"","",Royalties,-124665.00
02/01/2020,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Rents & Bonuses,28750.50
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Lyon,"32019",Sequestration,-67.26
02/01/2020,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Other Distributions,78.53
02/01/2020,State,State,State and local governments,Onshore,Onshore,Nevada,"","",Royalties,61133.19
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Lyon,"32019",Rents & Bonuses,1140.00
02/01/2020,State,State,State and local governments,Onshore,Onshore,Missouri,"","",Royalties,134149.70
02/01/2020,State,State,State and local governments,Onshore,Onshore,Missouri,"","",Rents & Bonuses,8408.00
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Lander,"32015",Royalties,2942.26
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Lander,"32015",Rents & Bonuses,-42.5
02/01/2020,State,County,State and local governments,Onshore,Onshore,California,Sonoma,"06097",Royalties,58677.83
02/01/2020,State,County,State and local governments,Onshore,Onshore,California,Sonoma,"06097",Sequestration,-3461.99
02/01/2020,State,County,State and local governments,Onshore,Onshore,California,Lake,"06033",Royalties,23526.20
02/01/2020,State,County,State and local governments,Onshore,Onshore,California,Lake,"06033",Sequestration,-1388.05
02/01/2020,State,State,State and local governments,Onshore,Onshore,Michigan,"","",Royalties,5495.93
02/01/2020,State,State,State and local governments,Onshore,Onshore,Michigan,"","",Other Distributions,389.62
02/01/2020,State,County,State and local governments,Onshore,Onshore,California,Mono,"06051",Royalties,685.07
02/01/2020,State,County,State and local governments,Onshore,Onshore,California,Mono,"06051",Sequestration,-40.42
02/01/2020,State,State,State and local governments,Onshore,Onshore,Louisiana,"","",Royalties,211664.54
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Mineral,"32021",Sequestration,-291.38
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Mineral,"32021",Royalties,4993.86
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Mineral,"32021",Rents & Bonuses,-55.24
02/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Sequestration,-95642.00
02/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Royalties,-33075.37
02/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Other Distributions,357.72
02/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Royalties,1082367.57
02/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Alaska,"","",Other Distributions,3452.11
02/01/2020,State,State,State and local governments,Onshore,Onshore,Louisiana,"","",Other Distributions,548.21
02/01/2020,State,State,State and local governments,Onshore,Onshore,Louisiana,"","",Rents & Bonuses,60187.86
02/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Royalties,517458.20
02/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Other Distributions,227.93
02/01/2020,State,State,State and local governments,Onshore,Onshore,Montana,"","",Rents & Bonuses,-4435.03
02/01/2020,State,County,State and local governments,Onshore,Onshore,Washington,Whatcom,"53073",Rents & Bonuses,2109.25
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Churchill,"32001",Rents & Bonuses,392.07
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Churchill,"32001",Other Distributions,35.87
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Churchill,"32001",Royalties,84971.13
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Churchill,"32001",Sequestration,-5038.55
02/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Alabama,"","",Royalties,-161068.03
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Eureka,"32011",Sequestration,-10.33
02/01/2020,State,County,State and local governments,Onshore,Onshore,Oregon,Deschutes,"41017",Rents & Bonuses,3122.50
02/01/2020,State,County,State and local governments,Onshore,Onshore,Washington,Whatcom,"53073",Sequestration,-124.45
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Esmeralda,"32009",Sequestration,-13.28
02/01/2020,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Sequestration,-467.65
02/01/2020,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Royalties,-61.45
02/01/2020,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Royalties,-1478.30
02/01/2020,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Rents & Bonuses,2415.00
02/01/2020,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Royalties,4332.46
02/01/2020,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Royalties,2.26
02/01/2020,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Other Distributions,500.53
02/01/2020,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Rents & Bonuses,125
02/01/2020,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Royalties,2090.66
02/01/2020,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Sequestration,-562556.39
02/01/2020,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Royalties,-37402.15
02/01/2020,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Other Distributions,547.06
02/01/2020,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Royalties,-1920916.97
02/01/2020,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Rents & Bonuses,1861.50
02/01/2020,State,State,State and local governments,Onshore,Onshore,Ohio,"","",Royalties,10389.93
02/01/2020,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Royalties,22952.93
02/01/2020,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Rents & Bonuses,-18652.00
02/01/2020,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Other Distributions,-213.93
02/01/2020,State,State,State and local governments,Onshore,Onshore,Ohio,"","",Rents & Bonuses,40576.89
02/01/2020,State,State,State and local governments,Onshore,Onshore,Ohio,"","",Other Distributions,2429.52
02/01/2020,State,State,State and local governments,Onshore,Onshore,Ohio,"","",Royalties,4773.92
02/01/2020,State,State,State and local governments,Onshore,Onshore,Ohio,"","",Royalties,-0.5
02/01/2020,State,State,State and local governments,Onshore,Onshore,Ohio,"","",Sequestration,-3432.01
02/01/2020,State,County,State and local governments,Onshore,Onshore,Oregon,Deschutes,"41017",Sequestration,-184.23
02/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Alabama,"","",Royalties,157255.86
02/01/2020,State,State,State and local governments,Onshore,Onshore,West Virginia,"","",Royalties,207.47
02/01/2020,State,State,State and local governments,Onshore,Onshore,West Virginia,"","",Other Distributions,4946.44
02/01/2020,State,State,State and local governments,Onshore,Onshore,West Virginia,"","",Sequestration,-304.08
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Washoe,"32031",Royalties,1943.69
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Washoe,"32031",Sequestration,-114.68
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Eureka,"32011",Royalties,175.13
02/01/2020,State,County,State and local governments,Onshore,Onshore,California,Lassen,"06035",Sequestration,-163.5
02/01/2020,State,County,State and local governments,Onshore,Onshore,California,Lassen,"06035",Royalties,2771.26
02/01/2020,State,State,State and local governments,Onshore,Onshore,Kentucky,"","",Sequestration,-527.85
02/01/2020,State,State,State and local governments,Onshore,Onshore,Kentucky,"","",Other Distributions,8620.57
02/01/2020,State,State,State and local governments,Onshore,Onshore,Kentucky,"","",Royalties,326.13
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Esmeralda,"32009",Other Distributions,0
02/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Esmeralda,"32009",Rents & Bonuses,225
02/01/2020,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Sequestration,-1767.94
02/01/2020,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Royalties,-611.53
02/01/2020,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Royalties,30256.68
02/01/2020,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Other Distributions,320
02/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,30167.72
02/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,1358327.13
02/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,207.54
02/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,2614.14
02/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Rents & Bonuses,108633.42
02/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Other Distributions,170402.96
02/01/2020,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Royalties,-506.5
02/01/2020,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Sequestration,-2599.69
02/01/2020,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Royalties,-0.02
02/01/2020,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Royalties,21451.98
02/01/2020,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Other Distributions,0.59
02/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,2292.52
02/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Rents & Bonuses,20
02/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Other Distributions,120
02/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,81993.09
02/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,2342741.83
02/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Rents & Bonuses,1247214.50
02/01/2020,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Royalties,2.87
02/01/2020,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Royalties,43780.28
02/01/2020,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Other Distributions,-2.87
02/01/2020,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Rents & Bonuses,459
02/01/2020,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Other Distributions,329.85
02/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Other Distributions,159.52
02/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,923428.21
