Date,Fund Type,Local Recipient,Recipient,Source,Land Category,State,County,FIPS Code,Revenue Type,Disbursement
07/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,375803.01
07/01/2020,State,County,State and local governments,Onshore,Onshore,California,Lassen,"06035",Royalties,2701.39
07/01/2020,State,County,State and local governments,Onshore,Onshore,California,Lassen,"06035",Sequestration,-159.38
07/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Royalties,2159021.53
07/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Other Distributions,-177.82
07/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Royalties,2117002.70
07/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Other Distributions,1000079.09
07/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Rents & Bonuses,1812827.90
07/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Royalties,1093367.84
07/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Royalties,12653252.11
07/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Other Distributions,-0.06
07/01/2020,State,State,State and local governments,Onshore,Onshore,Nebraska,"","",Other Distributions,0
08/01/2020,U.S. TreasuryAI,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Royalties,1065.80
08/01/2020,Bureau of Safety & Environmental Enforcement,"",Other funds,Offshore,Offshore,"","","",Other Distributions,1015365.10
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Offshore,Offshore,"","","",Other Distributions,0
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Offshore,Offshore,"","","",Royalties,134628936.52
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,GOMESA offshore,Offshore,"","","",Royalties,10451267.95
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Offshore,Offshore,"","","",Other Distributions,726324.41
08/01/2020,Land & Water Conservation Fund,Land and Water Conservation Fund,Land and Water Conservation Fund,GOMESA offshore,Offshore,"","","",Royalties,2612816.42
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,GOMESA offshore,Offshore,"","","",Rents & Bonuses,1911289.17
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Offshore,Offshore,"","","",Royalties,6.55
08/01/2020,Bureau of Ocean Energy Management,"",Other funds,Offshore,Offshore,"","","",Rents & Bonuses,2239643.76
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,GOMESA offshore,Offshore,"","","",Royalties,2649930.78
08/01/2020,Land & Water Conservation Fund,Land and Water Conservation Fund,Land and Water Conservation Fund,GOMESA offshore,Offshore,"","","",Rents & Bonuses,477824.28
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Offshore,Offshore,"","","",Other Distributions,3951105.58
08/01/2020,Bureau of Safety & Environmental Enforcement,"",Other funds,Offshore,Offshore,"","","",Rents & Bonuses,959859.29
08/01/2020,Land & Water Conservation Fund,Land and Water Conservation Fund,Land and Water Conservation Fund,GOMESA offshore,Offshore,"","","",Royalties,662482.63
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Offshore,Offshore,"","","",Rents & Bonuses,196107.98
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Offshore,Offshore,"","","",Royalties,7808779.67
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,GOMESA offshore,Offshore,"","","",Royalties,1031655.36
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Offshore,Offshore,"","","",Other Distributions,4353.10
08/01/2020,Land & Water Conservation Fund,Land and Water Conservation Fund,Land and Water Conservation Fund,GOMESA offshore,Offshore,"","","",Royalties,257913.04
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,1400053.91
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,-55216.72
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,204.26
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,2207114.56
08/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,8828457.93
08/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Royalties,3945.56
08/01/2020,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,32663.33
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,-587711.01
08/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,-2350844.23
08/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Royalties,59411.85
08/01/2020,Fish & Wildlife,"",Other funds,Onshore,Onshore,"","","",Royalties,32100.34
08/01/2020,Bureau of Land Management,"",Other funds,Onshore,Onshore,"","","",Royalties,26675.75
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,7874748.62
08/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,26765739.57
08/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Royalties,3785545.36
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,8175.71
08/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,283.86
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,7563.11
08/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,30252.46
08/01/2020,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,129.5
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,151.8
08/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,607.2
08/01/2020,Fish & Wildlife,"",Other funds,Onshore,Onshore,"","","",Other Distributions,278.03
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,217370.28
08/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,173958.00
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Rents & Bonuses,1193256.44
08/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,869398.21
08/01/2020,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,262613.44
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,-509981.46
08/01/2020,Bureau of Land Management,"",Other funds,Onshore,Onshore,"","","",Other Distributions,5031.83
08/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,-2093815.77
08/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Rents & Bonuses,4654293.60
08/01/2020,Bureau of Land Management,"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,680
08/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Other Distributions,-42737.62
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,60710.75
08/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,242477.67
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,-678.86
08/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,-2345.45
08/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,120
08/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Other Distributions,444.26
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,294318.33
08/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,1177266.59
08/01/2020,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,-649.5
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,-389.7
08/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,-1558.80
08/01/2020,Fish & Wildlife,"",Other funds,Onshore,Onshore,"","","",Royalties,12197.63
08/01/2020,Bureau of Land Management,"",Other funds,Onshore,Onshore,"","","",Royalties,9319.37
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,4171272.00
08/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,14083383.60
08/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Royalties,1781008.82
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,114.84
08/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,459.29
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,65513.21
08/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,262052.83
08/01/2020,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,-3420.50
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,1923.49
08/01/2020,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,7693.93
08/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Royalties,350205.49
08/01/2020,Forest Service,"",Other funds,Onshore,Onshore,"","","",Royalties,5.74
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,369780.72
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Rents & Bonuses,11895.57
08/01/2020,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,-248.24
08/01/2020,State,County,State and local governments,Onshore,Onshore,California,Imperial,"06025",Sequestration,-27.66
08/01/2020,State,County,State and local governments,Onshore,Onshore,California,Imperial,"06025",Royalties,468.84
08/01/2020,State,County,State and local governments,Onshore,Onshore,California,Lake,"06033",Sequestration,-3733.80
08/01/2020,State,County,State and local governments,Onshore,Onshore,California,Lake,"06033",Royalties,63200.37
08/01/2020,State,County,State and local governments,Onshore,Onshore,California,Lake,"06033",Other Distributions,84.46
08/01/2020,State,County,State and local governments,Onshore,Onshore,California,Lassen,"06035",Sequestration,-151.35
08/01/2020,State,County,State and local governments,Onshore,Onshore,California,Lassen,"06035",Royalties,2565.24
08/01/2020,State,County,State and local governments,Onshore,Onshore,California,Mono,"06051",Sequestration,-665.91
08/01/2020,State,County,State and local governments,Onshore,Onshore,California,Mono,"06051",Royalties,11286.67
08/01/2020,State,County,State and local governments,Onshore,Onshore,California,Sonoma,"06097",Sequestration,-5606.17
08/01/2020,State,County,State and local governments,Onshore,Onshore,California,Sonoma,"06097",Royalties,94958.98
08/01/2020,State,County,State and local governments,Onshore,Onshore,California,Sonoma,"06097",Other Distributions,60.88
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Churchill,"32001",Sequestration,-7407.54
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Churchill,"32001",Royalties,125561.68
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Churchill,"32001",Other Distributions,74.54
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Churchill,"32001",Rents & Bonuses,-84.68
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Esmeralda,"32009",Other Distributions,0
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Eureka,"32011",Sequestration,-8.95
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Eureka,"32011",Royalties,151.73
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Humboldt,"32013",Sequestration,-277.82
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Humboldt,"32013",Royalties,4708.89
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Lander,"32015",Sequestration,-1762.59
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Lander,"32015",Royalties,28604.37
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Lander,"32015",Rents & Bonuses,1270.10
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Lyon,"32019",Sequestration,-18.17
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Lyon,"32019",Royalties,307.97
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Mineral,"32021",Sequestration,-363.28
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Mineral,"32021",Royalties,6212.51
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Mineral,"32021",Rents & Bonuses,-55.24
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Pershing,"32027",Sequestration,-591.85
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Pershing,"32027",Royalties,65.93
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Pershing,"32027",Rents & Bonuses,9965.40
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Washoe,"32031",Sequestration,-490.11
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,Washoe,"32031",Royalties,8306.94
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,White Pine,"32033",Sequestration,-47.2
08/01/2020,State,County,State and local governments,Onshore,Onshore,Nevada,White Pine,"32033",Rents & Bonuses,800
08/01/2020,State,County,State and local governments,Onshore,Onshore,Utah,Beaver,"49001",Sequestration,-808.69
08/01/2020,State,County,State and local governments,Onshore,Onshore,Utah,Beaver,"49001",Royalties,13706.64
08/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Other Distributions,1129549.84
08/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Other Distributions,238341.98
08/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Royalties,2312995.29
08/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Other Distributions,-1902.20
08/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Royalties,34107343.03
08/01/2020,U.S. TreasuryAI,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Royalties,713.96
08/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Other Distributions,4708002.10
08/01/2020,U.S. TreasuryAI,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Other Distributions,0.8
08/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Royalties,156445.45
08/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Rents & Bonuses,127163.47
08/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Other Distributions,-92.55
08/01/2020,Native American Tribes & Allottees,Native American tribes and individuals,Native American tribes and individuals,Onshore,Onshore,"","","",Royalties,8918922.17
08/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Sequestration,-23021.83
08/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Royalties,-7036.73
08/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Other Distributions,0.13
08/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Royalties,63341.77
08/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Other Distributions,4439.68
08/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Rents & Bonuses,214
08/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Other Distributions,29.39
08/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Rents & Bonuses,7.94
08/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Royalties,329203.85
08/01/2020,State,State,State and local governments,Onshore,Onshore,Oklahoma,"","",Royalties,0.38
08/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Sequestration,-258883.23
08/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Royalties,-89540.41
08/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Other Distributions,371.03
08/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Royalties,743186.04
08/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Other Distributions,645.5
08/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Rents & Bonuses,1497.83
08/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Royalties,668506.32
08/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Royalties,1018613.46
08/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Other Distributions,-70865.40
08/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Rents & Bonuses,58261.85
08/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Royalties,89738.92
08/01/2020,State,State,State and local governments,Onshore,Onshore,Colorado,"","",Royalties,1967436.28
08/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Sequestration,-1964168.16
08/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,-679364.02
08/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Other Distributions,6043.29
08/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,312946.34
08/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Other Distributions,1426.58
08/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Rents & Bonuses,2947.50
08/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,24209635.03
08/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Other Distributions,1184.32
08/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,539.24
08/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Other Distributions,-3138039.16
08/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Rents & Bonuses,4939151.40
08/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,298489.64
08/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,32417.44
08/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Royalties,7303026.06
08/01/2020,State,State,State and local governments,Onshore,Onshore,New Mexico,"","",Other Distributions,582.2
08/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Sequestration,-1325430.83
08/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Royalties,-458465.86
08/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Other Distributions,102.22
08/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Royalties,9302757.03
08/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Other Distributions,834.4
08/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Rents & Bonuses,6451.50
08/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Royalties,4693279.01
08/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Other Distributions,-830.43
08/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Royalties,66439.86
08/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Other Distributions,389865.55
08/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Rents & Bonuses,1099395.09
08/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Royalties,1061046.60
08/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Royalties,6304062.42
08/01/2020,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Other Distributions,-8.11
08/01/2020,State,State,State and local governments,Onshore,Onshore,Virginia,"","",Sequestration,-87.65
08/01/2020,State,State,State and local governments,Onshore,Onshore,Virginia,"","",Other Distributions,294
08/01/2020,State,State,State and local governments,Onshore,Onshore,Virginia,"","",Royalties,1191.56
08/01/2020,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Royalties,-13418.86
08/01/2020,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Other Distributions,-697.7
08/01/2020,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Royalties,9891.72
08/01/2020,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Royalties,1496.51
08/01/2020,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Other Distributions,697.7
08/01/2020,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Royalties,2030.63
08/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Sequestration,-19298.96
08/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Royalties,-6675.51
08/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Other Distributions,0.9
08/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Other Distributions,12.64
08/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Royalties,327566.06
08/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Other Distributions,9617.44
08/01/2020,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Rents & Bonuses,-3420.50
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Texas,"","",Royalties,110717.41
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Texas,"","",Other Distributions,-254.24
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,Texas,"","",Royalties,254.24
08/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Sequestration,-143011.63
08/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,-48663.82
08/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Other Distributions,31.91
08/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,183166.66
08/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Other Distributions,96.24
08/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Rents & Bonuses,19081.51
08/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,638198.19
08/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,37815.59
08/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Other Distributions,759
08/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Rents & Bonuses,129.5
08/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,990.8
08/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Other Distributions,152431.57
08/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Rents & Bonuses,23255.51
08/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,25576.29
08/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Other Distributions,-209.14
08/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Rents & Bonuses,0
08/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,414.41
08/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,1363438.30
08/01/2020,State,State,State and local governments,Onshore,Onshore,Utah,"","",Royalties,27413.31
08/01/2020,State,State,State and local governments,Onshore,Onshore,Kentucky,"","",Sequestration,-152.83
08/01/2020,State,State,State and local governments,Onshore,Onshore,Kentucky,"","",Royalties,259.75
08/01/2020,State,State,State and local governments,Onshore,Onshore,Kentucky,"","",Other Distributions,1696.15
08/01/2020,State,State,State and local governments,Onshore,Onshore,Kentucky,"","",Royalties,634.49
08/01/2020,State,State,State and local governments,Onshore,Onshore,Missouri,"","",Sequestration,-9612.79
08/01/2020,State,State,State and local governments,Onshore,Onshore,Missouri,"","",Royalties,19803.94
08/01/2020,State,State,State and local governments,Onshore,Onshore,Missouri,"","",Other Distributions,26389.50
08/01/2020,State,State,State and local governments,Onshore,Onshore,Missouri,"","",Royalties,116735.19
08/01/2020,State,State,State and local governments,Onshore,Onshore,Texas,"","",Royalties,-14782.43
08/01/2020,State,State,State and local governments,Onshore,Onshore,Texas,"","",Royalties,170.98
08/01/2020,State,State,State and local governments,Onshore,Onshore,Texas,"","",Other Distributions,-10856.26
08/01/2020,State,State,State and local governments,Onshore,Onshore,Texas,"","",Rents & Bonuses,0
08/01/2020,State,State,State and local governments,Onshore,Onshore,Texas,"","",Royalties,25467.71
08/01/2020,State,State,State and local governments,Onshore,Onshore,Ohio,"","",Sequestration,-7842.71
08/01/2020,State,State,State and local governments,Onshore,Onshore,Ohio,"","",Royalties,-0.31
08/01/2020,State,State,State and local governments,Onshore,Onshore,Ohio,"","",Royalties,1162.95
08/01/2020,State,State,State and local governments,Onshore,Onshore,Ohio,"","",Other Distributions,7310.06
08/01/2020,State,State,State and local governments,Onshore,Onshore,Ohio,"","",Rents & Bonuses,15
08/01/2020,State,State,State and local governments,Onshore,Onshore,Ohio,"","",Royalties,124439.59
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,California,"","",Royalties,55620.14
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,California,"","",Other Distributions,2263.67
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,California,"","",Royalties,1.3
08/01/2020,State,State,State and local governments,8(g) offshore,Offshore,California,"","",Royalties,1177.96
08/01/2020,State,State,State and local governments,Onshore,Onshore,Mississippi,"","",Sequestration,-2733.16
08/01/2020,State,State,State and local governments,Onshore,Onshore,Mississippi,"","",Royalties,-11.86
08/01/2020,State,State,State and local governments,Onshore,Onshore,Mississippi,"","",Royalties,20940.27
08/01/2020,State,State,State and local governments,Onshore,Onshore,Mississippi,"","",Other Distributions,748.25
08/01/2020,State,State,State and local governments,Onshore,Onshore,Mississippi,"","",Rents & Bonuses,24150.50
08/01/2020,State,State,State and local governments,Onshore,Onshore,Mississippi,"","",Royalties,497.5
08/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Sequestration,-133427.82
08/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Royalties,-46152.80
08/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Other Distributions,1.76
08/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Royalties,1642937.58
08/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Other Distributions,1071.77
08/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Rents & Bonuses,1065.25
08/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Royalties,1715.98
08/01/2020,State,State,State and local governments,Onshore,Onshore,California,"","",Royalties,288342.01
