Fiscal Year,Fund Type,Source,State,Disbursement
1994,State and local governments,Onshore,Kentucky,"$69,588.00 "
1994,State and local governments,Offshore,Louisiana,"$20,591,546.00 "
1994,State and local governments,Onshore,Louisiana,"$531,530.00 "
1994,State and local governments,Onshore,Michigan,"$753,638.00 "
1994,State and local governments,Onshore,Minnesota,"$24,058.00 "
1994,State and local governments,Offshore,Mississippi,"$451,946.00 "
1994,State and local governments,Onshore,Mississippi,"$486,494.00 "
1994,State and local governments,Onshore,Missouri,"$598,910.00 "
1994,State and local governments,Onshore,Montana,"$23,995,355.00 "
1994,State and local governments,Onshore,Nebraska,"$5,607.00 "
1994,State and local governments,Onshore,Nevada,"$7,541,578.00 "
1994,State and local governments,Onshore,New Mexico,"$143,174,535.00 "
1994,State and local governments,Onshore,North Carolina,"$1,068.00 "
1994,State and local governments,Onshore,North Dakota,"$2,504,498.00 "
1994,State and local governments,Onshore,Ohio,"$207,172.00 "
1994,State and local governments,Onshore,Oklahoma,"$1,970,192.00 "
1994,State and local governments,Onshore,Oregon,"$55,766.00 "
1994,State and local governments,Onshore,Pennsylvania,"$18,055.00 "
1994,State and local governments,Onshore,South Carolina,"$1,103.00 "
1994,State and local governments,Onshore,South Dakota,"$348,240.00 "
1994,State and local governments,Onshore,Tennessee,$67.00 
1994,State and local governments,Offshore,Texas,"$20,114,479.00 "
1994,State and local governments,Onshore,Texas,"$516,031.00 "
1994,State and local governments,Onshore,Utah,"$31,073,804.00 "
1994,State and local governments,Onshore,Virginia,"$116,841.00 "
1994,State and local governments,Onshore,Washington,"$122,899.00 "
1994,State and local governments,Onshore,West Virginia,"$261,108.00 "
1994,State and local governments,Onshore,Wisconsin,$354.00 
1994,State and local governments,Onshore,Wyoming,"$242,066,110.00 "
1994,U.S. Treasury & Other Government Agencies,,,"$2,141,755,000.00 "
1995,Historic Preservation Fund,Offshore,,"$150,000,000.00 "
1995,Land and Water Conservation Fund,Offshore,,"$896,987,000.00 "
1995,Native American tribes and individuals,Onshore,,"$153,319,000.00 "
1995,Reclamation Fund,Onshore,,"$367,284,000.00 "
1995,State and local governments,Offshore,Alabama,"$7,324,250.00 "
1995,State and local governments,Onshore,Alabama,"$442,090.00 "
1995,State and local governments,Offshore,Alaska,"$9,444,493.00 "
1995,State and local governments,Onshore,Alaska,"$4,583,659.00 "
1995,State and local governments,Onshore,Arizona,"$112,885.00 "
1995,State and local governments,Onshore,Arkansas,"$831,412.00 "
1995,State and local governments,Offshore,California,"$25,391,954.00 "
1995,State and local governments,Onshore,California,"$25,465,603.00 "
1995,State and local governments,Onshore,Colorado,"$35,575,492.00 "
1995,State and local governments,Offshore,Florida,"$11,194.00 "
1995,State and local governments,Onshore,Florida,"$86,472.00 "
1995,State and local governments,Onshore,Idaho,"$2,362,105.00 "
1995,State and local governments,Onshore,Illinois,"$94,571.00 "
1995,State and local governments,Onshore,Indiana,$99.00 
1995,State and local governments,Onshore,Kansas,"$870,559.00 "
1995,State and local governments,Onshore,Kentucky,"$72,535.00 "
1995,State and local governments,Offshore,Louisiana,"$15,037,933.00 "
1995,State and local governments,Onshore,Louisiana,"$727,418.00 "
1995,State and local governments,Onshore,Michigan,"$884,684.00 "
1995,State and local governments,Onshore,Minnesota,"$16,758.00 "
1995,State and local governments,Offshore,Mississippi,"$245,632.00 "
1995,State and local governments,Onshore,Mississippi,"$577,144.00 "
1995,State and local governments,Onshore,Missouri,"$1,013,270.00 "
1995,State and local governments,Onshore,Montana,"$24,623,133.00 "
1995,State and local governments,Onshore,Nebraska,"$13,663.00 "
1995,State and local governments,Onshore,Nevada,"$8,135,134.00 "
1995,State and local governments,Onshore,New Mexico,"$119,203,937.00 "
1995,State and local governments,Onshore,North Carolina,$744.00 
1995,State and local governments,Onshore,North Dakota,"$2,489,778.00 "
1995,State and local governments,Onshore,Ohio,"$242,862.00 "
1995,State and local governments,Onshore,Oklahoma,"$1,842,685.00 "
1995,State and local governments,Onshore,Oregon,"$47,939.00 "
1995,State and local governments,Onshore,Pennsylvania,"$22,613.00 "
1995,State and local governments,Onshore,South Carolina,"$1,959.00 "
1995,State and local governments,Onshore,South Dakota,"$800,074.00 "
1995,State and local governments,Onshore,Tennessee,$63.00 
1995,State and local governments,Offshore,Texas,"$18,012,284.00 "
1995,State and local governments,Onshore,Texas,"$455,109.00 "
1995,State and local governments,Onshore,Utah,"$31,106,612.00 "
1995,State and local governments,Onshore,Virginia,"$89,040.00 "
1995,State and local governments,Onshore,Washington,"$371,241.00 "
1995,State and local governments,Onshore,West Virginia,"$197,050.00 "
1995,State and local governments,Onshore,Wisconsin,"$1,004.00 "
1995,State and local governments,Onshore,Wyoming,"$214,182,986.00 "
1995,U.S. Treasury & Other Government Agencies,,,"$1,541,048,000.00 "
1996,Historic Preservation Fund,Offshore,,"$150,000,000.00 "
1996,Land and Water Conservation Fund,Offshore,,"$896,906,000.00 "
1996,Native American tribes and individuals,Onshore,,"$145,791,000.00 "
1996,Reclamation Fund,Onshore,,"$350,264,000.00 "
1996,State and local governments,Offshore,Alabama,"$10,813,499.00 "
1996,State and local governments,Onshore,Alabama,"$196,702.00 "
1996,State and local governments,Offshore,Alaska,"$9,528,054.00 "
1996,State and local governments,Onshore,Alaska,"$4,670,065.00 "
1996,State and local governments,Onshore,Arizona,"$40,760.00 "
1996,State and local governments,Onshore,Arkansas,"$919,945.00 "
1996,State and local governments,Offshore,California,"$24,965,521.00 "
1996,State and local governments,Onshore,California,"$26,014,733.00 "
1996,State and local governments,Onshore,Colorado,"$34,563,025.00 "
1996,State and local governments,Offshore,Florida,"$10,194.00 "
1996,State and local governments,Onshore,Florida,"$26,959.00 "
1996,State and local governments,Onshore,Idaho,"$2,158,546.00 "
1996,State and local governments,Onshore,Illinois,"$79,496.00 "
1996,State and local governments,Onshore,Indiana,$104.00 
1996,State and local governments,Onshore,Kansas,"$1,093,588.00 "
1996,State and local governments,Onshore,Kentucky,"$112,280.00 "
1996,State and local governments,Offshore,Louisiana,"$23,122,240.00 "
1996,State and local governments,Onshore,Louisiana,"$943,209.00 "
1996,State and local governments,Onshore,Michigan,"$702,327.00 "
1996,State and local governments,Onshore,Minnesota,"$6,125.00 "
1996,State and local governments,Offshore,Mississippi,"$545,821.00 "
1996,State and local governments,Onshore,Mississippi,"$550,856.00 "
1996,State and local governments,Onshore,Missouri,"$1,205,497.00 "
1996,State and local governments,Onshore,Montana,"$20,271,080.00 "
1996,State and local governments,Onshore,Nebraska,"$14,258.00 "
1996,State and local governments,Onshore,Nevada,"$5,759,276.00 "
1996,State and local governments,Onshore,New Mexico,"$118,595,998.00 "
1996,State and local governments,Onshore,North Carolina,$104.00 
1996,State and local governments,Onshore,North Dakota,"$2,369,595.00 "
1996,State and local governments,Onshore,Ohio,"$165,489.00 "
1996,State and local governments,Onshore,Oklahoma,"$1,719,532.00 "
1996,State and local governments,Onshore,Oregon,"$65,795.00 "
1996,State and local governments,Onshore,Pennsylvania,"$21,588.00 "
1996,State and local governments,Onshore,South Carolina,$139.00 
1996,State and local governments,Onshore,South Dakota,"$634,331.00 "
1996,State and local governments,Onshore,Tennessee,$76.00 
1996,State and local governments,Offshore,Texas,"$20,885,297.00 "
1996,State and local governments,Onshore,Texas,"$647,554.00 "
1996,State and local governments,Onshore,Utah,"$34,116,427.00 "
1996,State and local governments,Onshore,Virginia,"$90,023.00 "
1996,State and local governments,Onshore,Washington,"$468,400.00 "
1996,State and local governments,Onshore,West Virginia,"$197,052.00 "
1996,State and local governments,Onshore,Wisconsin,$898.00 
1996,State and local governments,Onshore,Wyoming,"$199,332,807.00 "
1996,U.S. Treasury & Other Government Agencies,,,"$2,866,509,000.00 "
1997,Historic Preservation Fund,Offshore,,"$150,000,000.00 "
1997,Land and Water Conservation Fund,Offshore,,"$896,979,000.00 "
1997,Native American tribes and individuals,Onshore,,"$196,462,000.00 "
1997,Reclamation Fund,Onshore,,"$442,834,000.00 "
1997,State and local governments,Offshore,Alabama,"$13,438,521.00 "
1997,State and local governments,Onshore,Alabama,"$598,902.00 "
1997,State and local governments,Offshore,Alaska,"$17,330,950.00 "
1997,State and local governments,Onshore,Alaska,"$5,515,383.00 "
1997,State and local governments,Onshore,Arizona,"$69,288.00 "
1997,State and local governments,Onshore,Arkansas,"$999,872.00 "
1997,State and local governments,Offshore,California,"$32,595,644.00 "
1997,State and local governments,Onshore,California,"$20,335,518.00 "
1997,State and local governments,Onshore,Colorado,"$37,423,600.00 "
1997,State and local governments,Offshore,Florida,"$11,962.00 "
1997,State and local governments,Onshore,Florida,"$4,370.00 "
1997,State and local governments,Onshore,Georgia,$109.00 
1997,State and local governments,Onshore,Idaho,"$2,210,700.00 "
1997,State and local governments,Onshore,Illinois,"$67,928.00 "
1997,State and local governments,Onshore,Kansas,"$1,329,082.00 "
1997,State and local governments,Onshore,Kentucky,"$122,640.00 "
1997,State and local governments,Offshore,Louisiana,"$26,631,194.00 "
1997,State and local governments,Onshore,Louisiana,"$817,329.00 "
1997,State and local governments,Onshore,Michigan,"$712,015.00 "
1997,State and local governments,Onshore,Minnesota,"$13,152.00 "
1997,State and local governments,Offshore,Mississippi,"$723,215.00 "
1997,State and local governments,Onshore,Mississippi,"$952,407.00 "
1997,State and local governments,Onshore,Missouri,"$1,273,368.00 "
1997,State and local governments,Onshore,Montana,"$20,378,532.00 "
1997,State and local governments,Onshore,Nebraska,"$15,909.00 "
1997,State and local governments,Onshore,Nevada,"$5,706,586.00 "
1997,State and local governments,Onshore,New Mexico,"$188,840,424.00 "
1997,State and local governments,Onshore,North Carolina,$115.00 
1997,State and local governments,Onshore,North Dakota,"$3,893,545.00 "
1997,State and local governments,Onshore,Ohio,"$152,741.00 "
1997,State and local governments,Onshore,Oklahoma,"$2,143,607.00 "
1997,State and local governments,Onshore,Oregon,"$45,453.00 "
1997,State and local governments,Onshore,Pennsylvania,"$21,270.00 "
1997,State and local governments,Onshore,South Dakota,"$565,512.00 "
1997,State and local governments,Onshore,Tennessee,$26.00 
1997,State and local governments,Offshore,Texas,"$25,400,752.00 "
1997,State and local governments,Onshore,Texas,"$637,182.00 "
1997,State and local governments,Onshore,Utah,"$34,317,490.00 "
1997,State and local governments,Onshore,Virginia,"$85,133.00 "
1997,State and local governments,Onshore,Washington,"$817,904.00 "
1997,State and local governments,Onshore,West Virginia,"$326,535.00 "
1997,State and local governments,Onshore,Wisconsin,$532.00 
1997,State and local governments,Onshore,Wyoming,"$239,027,490.00 "
1997,U.S. Treasury & Other Government Agencies,,,"$3,867,865,000.00 "
1998,Historic Preservation Fund,Offshore,,"$150,000,000.00 "
1998,Land and Water Conservation Fund,Offshore,,"$896,978,000.00 "
1998,Native American tribes and individuals,Onshore,,"$191,484,000.00 "
1998,Reclamation Fund,Onshore,,"$421,149,000.00 "
1998,State and local governments,Offshore,Alabama,"$13,915,869.00 "
1998,State and local governments,Onshore,Alabama,"$988,271.00 "
1998,State and local governments,Offshore,Alaska,"$13,560,186.00 "
1998,State and local governments,Onshore,Alaska,"$4,444,523.00 "
1998,State and local governments,Onshore,Arizona,"$184,488.00 "
1998,State and local governments,Onshore,Arkansas,"$1,232,208.00 "
1998,State and local governments,Offshore,California,"$31,168,702.00 "
1998,State and local governments,Onshore,California,"$19,930,502.00 "
1998,State and local governments,Onshore,Colorado,"$43,297,268.00 "
1998,State and local governments,Offshore,Florida,"$1,775.00 "
1998,State and local governments,Onshore,Florida,"$4,958.00 "
1998,State and local governments,Onshore,Georgia,($3.00)
1998,State and local governments,Onshore,Idaho,"$2,466,078.00 "
1998,State and local governments,Onshore,Illinois,"$44,408.00 "
1998,State and local governments,Onshore,Kansas,"$1,243,520.00 "
1998,State and local governments,Onshore,Kentucky,"$168,851.00 "
1998,State and local governments,Offshore,Louisiana,"$20,179,017.00 "
1998,State and local governments,Onshore,Louisiana,"$996,007.00 "
1998,State and local governments,Onshore,Michigan,"$540,251.00 "
1998,State and local governments,Onshore,Minnesota,"$12,267.00 "
1998,State and local governments,Offshore,Mississippi,"$1,625,655.00 "
1998,State and local governments,Onshore,Mississippi,"$1,122,261.00 "
1998,State and local governments,Onshore,Missouri,"$861,495.00 "
1998,State and local governments,Onshore,Montana,"$21,959,956.00 "
1998,State and local governments,Onshore,Nebraska,"$9,938.00 "
1998,State and local governments,Onshore,Nevada,"$4,908,311.00 "
1998,State and local governments,Onshore,New Mexico,"$167,927,515.00 "
1998,State and local governments,Onshore,North Carolina,$116.00 
1998,State and local governments,Onshore,North Dakota,"$4,646,283.00 "
1998,State and local governments,Onshore,Ohio,"$156,583.00 "
1998,State and local governments,Onshore,Oklahoma,"$813,686.00 "
1998,State and local governments,Onshore,Oregon,"$97,653.00 "
1998,State and local governments,Onshore,Pennsylvania,"$17,882.00 "
1998,State and local governments,Onshore,South Dakota,"$353,006.00 "
1998,State and local governments,Offshore,Texas,"$26,074,572.00 "
1998,State and local governments,Onshore,Texas,"$442,234.00 "
1998,State and local governments,Onshore,Utah,"$32,620,809.00 "
1998,State and local governments,Onshore,Virginia,"$72,079.00 "
1998,State and local governments,Onshore,Washington,"$674,445.00 "
1998,State and local governments,Onshore,West Virginia,"$282,009.00 "
1998,State and local governments,Onshore,Wisconsin,$96.00 
1998,State and local governments,Onshore,Wyoming,"$237,179,528.00 "
1998,U.S. Treasury & Other Government Agencies,,,"$3,663,532,000.00 "
1999,Historic Preservation Fund,Offshore,,"($150,000,000.00)"
1999,Land and Water Conservation Fund,Offshore,,"$898,978,000.00 "
1999,Native American tribes and individuals,Onshore,,"$163,493,000.00 "
1999,Reclamation Fund,Onshore,,"$368,604,000.00 "
1999,State and local governments,Offshore,Alabama,"$10,718,835.00 "
1999,State and local governments,Onshore,Alabama,"$1,419,771.00 "
1999,State and local governments,Offshore,Alaska,"$14,714,847.00 "
1999,State and local governments,Onshore,Alaska,"$3,931,865.00 "
1999,State and local governments,Onshore,Arizona,"$85,965.00 "
1999,State and local governments,Onshore,Arkansas,"$819,631.00 "
1999,State and local governments,Offshore,California,"$30,137,237.00 "
1999,State and local governments,Onshore,California,"$12,036,847.00 "
1999,State and local governments,Onshore,Colorado,"$37,426,612.00 "
1999,State and local governments,Offshore,Florida,"$1,872.00 "
1999,State and local governments,Onshore,Florida,"$1,041.00 "
1999,State and local governments,Onshore,Georgia,$107.00 
1999,State and local governments,Onshore,Idaho,"$2,684,443.00 "
1999,State and local governments,Onshore,Illinois,"$107,048.00 "
1999,State and local governments,Onshore,Kansas,"$825,328.00 "
1999,State and local governments,Onshore,Kentucky,"$45,681.00 "
1999,State and local governments,Offshore,Louisiana,"$15,283,917.00 "
1999,State and local governments,Onshore,Louisiana,"$1,276,465.00 "
1999,State and local governments,Onshore,Michigan,"$418,200.00 "
1999,State and local governments,Onshore,Minnesota,"$12,444.00 "
1999,State and local governments,Offshore,Mississippi,"$578,136.00 "
1999,State and local governments,Onshore,Mississippi,"$413,287.00 "
1999,State and local governments,Onshore,Missouri,"$1,080,301.00 "
1999,State and local governments,Onshore,Montana,"$17,012,364.00 "
1999,State and local governments,Onshore,Nebraska,"$7,758.00 "
1999,State and local governments,Onshore,Nevada,"$2,189,578.00 "
1999,State and local governments,Onshore,New Mexico,"$135,007,854.00 "
1999,State and local governments,Onshore,North Carolina,$126.00 
1999,State and local governments,Onshore,North Dakota,"$2,387,084.00 "
1999,State and local governments,Onshore,Ohio,"$117,924.00 "
1999,State and local governments,Onshore,Oklahoma,"$518,191.00 "
1999,State and local governments,Onshore,Oregon,"$38,493.00 "
1999,State and local governments,Onshore,Pennsylvania,"$22,893.00 "
1999,State and local governments,Onshore,South Dakota,"$266,935.00 "
1999,State and local governments,Onshore,Tennessee,$7.00 
1999,State and local governments,Offshore,Texas,"$22,418,754.00 "
1999,State and local governments,Onshore,Texas,"$288,061.00 "
1999,State and local governments,Onshore,Utah,"$29,982,252.00 "
1999,State and local governments,Onshore,Virginia,"$48,830.00 "
1999,State and local governments,Onshore,Washington,"$922,948.00 "
1999,State and local governments,Onshore,West Virginia,"$174,164.00 "
1999,State and local governments,Onshore,Wisconsin,$45.00 
1999,State and local governments,Onshore,Wyoming,"$231,453,518.00 "
1999,U.S. Treasury & Other Government Agencies,,,"$2,504,053,000.00 "
2000,Historic Preservation Fund,Offshore,,"$150,000,000.00 "
2000,Land and Water Conservation Fund,Offshore,,"$892,021,000.00 "
2000,Native American tribes and individuals,Onshore,,"$235,646,000.00 "
2000,Reclamation Fund,Onshore,,"$537,710,000.00 "
2000,State and local governments,Offshore,Alabama,"$13,665,549.00 "
2000,State and local governments,Onshore,Alabama,"$661,124.00 "
2000,State and local governments,Offshore,Alaska,"$13,669,265.00 "
2000,State and local governments,Onshore,Alaska,"$44,934,750.00 "
2000,State and local governments,Onshore,Arizona,"$90,936.00 "
2000,State and local governments,Onshore,Arkansas,"$1,130,500.00 "
2000,State and local governments,Offshore,California,"$31,895,280.00 "
2000,State and local governments,Onshore,California,"$20,418,010.00 "
2000,State and local governments,Onshore,Colorado,"$42,320,322.00 "
2000,State and local governments,Offshore,Florida,$482.00 
2000,State and local governments,Onshore,Florida,"$4,568.00 "
2000,State and local governments,Onshore,Georgia,$55.00 
2000,State and local governments,Onshore,Idaho,"$2,387,962.00 "
2000,State and local governments,Onshore,Illinois,"$112,359.00 "
2000,State and local governments,Onshore,Kansas,"$1,232,893.00 "
2000,State and local governments,Onshore,Kentucky,"$44,049.00 "
2000,State and local governments,Offshore,Louisiana,"$22,680,876.00 "
2000,State and local governments,Onshore,Louisiana,"$1,024,730.00 "
2000,State and local governments,Onshore,Michigan,"$536,133.00 "
2000,State and local governments,Onshore,Minnesota,"$12,326.00 "
2000,State and local governments,Offshore,Mississippi,"$571,533.00 "
2000,State and local governments,Onshore,Mississippi,"$660,657.00 "
2000,State and local governments,Onshore,Missouri,"$868,247.00 "
2000,State and local governments,Onshore,Montana,"$20,401,472.00 "
2000,State and local governments,Onshore,Nebraska,"$13,737.00 "
2000,State and local governments,Onshore,Nevada,"$2,667,387.00 "
2000,State and local governments,Onshore,New Mexico,"$229,732,160.00 "
2000,State and local governments,Onshore,North Carolina,$119.00 
2000,State and local governments,Onshore,North Dakota,"$4,232,965.00 "
2000,State and local governments,Onshore,Ohio,"$141,399.00 "
2000,State and local governments,Onshore,Oklahoma,"$1,747,892.00 "
2000,State and local governments,Onshore,Oregon,"$47,620.00 "
2000,State and local governments,Onshore,Pennsylvania,"$19,542.00 "
2000,State and local governments,Onshore,South Dakota,"$545,847.00 "
2000,State and local governments,Onshore,Tennessee,"$6,582.00 "
2000,State and local governments,Offshore,Texas,"$25,985,716.00 "
2000,State and local governments,Onshore,Texas,"$717,886.00 "
2000,State and local governments,Onshore,Utah,"$36,624,615.00 "
2000,State and local governments,Onshore,Virginia,"$102,084.00 "
2000,State and local governments,Onshore,Washington,"$1,697,838.00 "
2000,State and local governments,Onshore,West Virginia,"$289,413.00 "
2000,State and local governments,Onshore,Wyoming,"$319,648,502.00 "
2000,U.S. Treasury & Other Government Agencies,,,"$5,147,394,000.00 "
2001,Historic Preservation Fund,Offshore,,"$150,000,000.00 "
2001,Land and Water Conservation Fund,Offshore,,"$896,493,000.00 "
2001,Native American tribes and individuals,Onshore,,"$325,102,000.00 "
2001,Reclamation Fund,Onshore,,"$822,315,000.00 "
2001,State and local governments,Offshore,Alabama,"$20,946,615.00 "
2001,State and local governments,Onshore,Alabama,"$428,108.00 "
2001,State and local governments,Offshore,Alaska,"$13,613,543.00 "
2001,State and local governments,Onshore,Alaska,"$8,171,170.00 "
2001,State and local governments,Onshore,Arizona,"$122,920.00 "
2001,State and local governments,Onshore,Arkansas,"$2,154,407.00 "
2001,State and local governments,Offshore,California,"$32,416,425.00 "
2001,State and local governments,Onshore,California,"$28,666,833.00 "
2001,State and local governments,Onshore,Colorado,"$68,253,029.00 "
2001,State and local governments,Offshore,Florida,"$1,870.00 "
2001,State and local governments,Onshore,Florida,"$2,562.00 "
2001,State and local governments,Onshore,Idaho,"$4,451,885.00 "
2001,State and local governments,Onshore,Illinois,"$126,666.00 "
2001,State and local governments,Onshore,Kansas,"$2,360,673.00 "
2001,State and local governments,Onshore,Kentucky,"$85,460.00 "
2001,State and local governments,Offshore,Louisiana,"$40,641,785.00 "
2001,State and local governments,Onshore,Louisiana,"$1,481,176.00 "
2001,State and local governments,Onshore,Michigan,"$562,505.00 "
2001,State and local governments,Onshore,Minnesota,"$13,030.00 "
2001,State and local governments,Offshore,Mississippi,"$1,156,430.00 "
2001,State and local governments,Onshore,Mississippi,"$710,452.00 "
2001,State and local governments,Onshore,Missouri,"$790,847.00 "
2001,State and local governments,Onshore,Montana,"$31,232,896.00 "
2001,State and local governments,Onshore,Nebraska,"$15,133.00 "
2001,State and local governments,Onshore,Nevada,"$3,502,534.00 "
2001,State and local governments,Onshore,New Mexico,"$385,050,441.00 "
2001,State and local governments,Onshore,North Dakota,"$6,556,305.00 "
2001,State and local governments,Onshore,Ohio,"$218,914.00 "
2001,State and local governments,Onshore,Oklahoma,"$3,549,370.00 "
2001,State and local governments,Onshore,Oregon,"$35,880.00 "
2001,State and local governments,Onshore,Pennsylvania,"$27,399.00 "
2001,State and local governments,Onshore,South Dakota,"$559,509.00 "
2001,State and local governments,Offshore,Texas,"$32,611,281.00 "
2001,State and local governments,Onshore,Texas,"$1,534,304.00 "
2001,State and local governments,Onshore,Utah,"$50,321,926.00 "
2001,State and local governments,Onshore,Virginia,"$208,472.00 "
2001,State and local governments,Onshore,Washington,"$2,610,285.00 "
2001,State and local governments,Onshore,West Virginia,"$327,093.00 "
2001,State and local governments,Onshore,Wyoming,"$448,774,537.00 "
2001,U.S. Treasury & Other Government Agencies,,,"$6,407,065,000.00 "
2002,Historic Preservation Fund,Offshore,,"$150,000,000.00 "
2002,Land and Water Conservation Fund,Offshore,,"$897,980,000.00 "
2002,Native American tribes and individuals,Onshore,,"$176,024,224.00 "
2002,Reclamation Fund,Onshore,,"$544,825,890.00 "
2002,State and local governments,Offshore,Alabama,"$7,743,159.56 "
2002,State and local governments,Onshore,Alabama,"$251,749.37 "
2002,State and local governments,Offshore,Alaska,"$1,068,091.09 "
2002,State and local governments,Onshore,Alaska,"$8,018,155.58 "
2002,State and local governments,Onshore,Arizona,"$96,588.23 "
2002,State and local governments,Onshore,Arkansas,"$895,464.88 "
2002,State and local governments,Offshore,California,"$2,186,034.93 "
2002,State and local governments,Onshore,California,"$12,289,080.81 "
2002,State and local governments,Onshore,Colorado,"$43,708,125.38 "
2002,State and local governments,Offshore,Florida,$95.21 
2002,State and local governments,Onshore,Idaho,"$1,891,671.94 "
2002,State and local governments,Onshore,Illinois,"$73,092.34 "
2002,State and local governments,Onshore,Kansas,"$1,033,728.04 "
2002,State and local governments,Onshore,Kentucky,"$31,472.06 "
2002,State and local governments,Offshore,Louisiana,"$11,863,223.95 "
2002,State and local governments,Onshore,Louisiana,"$730,155.89 "
2002,State and local governments,Onshore,Michigan,"$250,489.85 "
2002,State and local governments,Onshore,Minnesota,"$16,700.85 "
2002,State and local governments,Offshore,Mississippi,"$313,255.05 "
2002,State and local governments,Onshore,Mississippi,"$381,964.99 "
2002,State and local governments,Onshore,Missouri,"$601,979.44 "
2002,State and local governments,Onshore,Montana,"$22,328,619.35 "
2002,State and local governments,Onshore,Nebraska,"$8,821.22 "
2002,State and local governments,Onshore,Nevada,"$3,405,888.42 "
2002,State and local governments,Onshore,New Mexico,"$191,353,402.42 "
2002,State and local governments,Onshore,North Dakota,"$4,425,418.00 "
2002,State and local governments,Onshore,Ohio,"$260,928.40 "
2002,State and local governments,Onshore,Oklahoma,"$1,381,894.13 "
2002,State and local governments,Onshore,Oregon,"$10,932.51 "
2002,State and local governments,Onshore,Pennsylvania,"$17,318.77 "
2002,State and local governments,Onshore,South Dakota,"$404,865.82 "
2002,State and local governments,Offshore,Texas,"$7,268,979.68 "
2002,State and local governments,Onshore,Texas,"$1,689,137.24 "
2002,State and local governments,Onshore,Utah,"$31,627,940.95 "
2002,State and local governments,Onshore,Virginia,"$20,922.76 "
2002,State and local governments,Onshore,Washington,"$692,800.58 "
2002,State and local governments,Onshore,West Virginia,"$194,975.85 "
2002,State and local governments,Onshore,Wyoming,"$359,386,326.41 "
2002,U.S. Treasury & Other Government Agencies,,,"$2,934,486,111.00 "
