Calendar Year,Land Category,State,Offshore Region,Revenue Type,Commodity,Revenue
1993,Offshore,,Gulf,Royalty,Gas,"$1,574,978,026.00 "
1993,Offshore,,Gulf,Royalty,Oil,"$814,473,237.00 "
1993,Offshore,,Gulf,Royalty,Other,"$75,886,673.00 "
1993,Offshore,,Pacific,Other Revenues,,"$3,068,787.00 "
1993,Offshore,,Pacific,Rent,,"$54,144.00 "
1993,Offshore,,Pacific,Royalty,Gas,"$16,859,977.00 "
1993,Offshore,,Pacific,Royalty,Oil,"$70,532,436.00 "
1993,Offshore,,Pacific,Royalty,Other,"$202,481.00 "
1993,Onshore,Alabama,,Bonus,,"$46,082.00 "
1993,Onshore,Alabama,,Other Revenues,,"($26,494.00)"
1993,Onshore,Alabama,,Rent,,"$148,731.00 "
1993,Onshore,Alabama,,Royalty,Coal,"$984,015.00 "
1993,Onshore,Alabama,,Royalty,Gas,"$226,441.00 "
1993,Onshore,Alabama,,Royalty,Oil,"$150,122.00 "
1993,Onshore,Alabama,,Royalty,Other,"$5,599.00 "
1993,Onshore,Alaska,,Other Revenues,,"$4,565.00 "
1993,Onshore,Alaska,,Rent,,"$184,277.00 "
1993,Onshore,Alaska,,Royalty,Gas,"$4,949,452.00 "
1993,Onshore,Alaska,,Royalty,Oil,"$2,120,705.00 "
1993,Onshore,Alaska,,Royalty,Other,"$147,352.00 "
1993,Onshore,Arizona,,Bonus,,"$7,360.00 "
1993,Onshore,Arizona,,Rent,,"$128,538.00 "
1993,Onshore,Arizona,,Royalty,Coal,"$32,999,499.00 "
1993,Onshore,Arizona,,Royalty,Gas,"$4,866.00 "
1993,Onshore,Arizona,,Royalty,Oil,"$231,635.00 "
1993,Onshore,Arizona,,Royalty,Other,"$7,947,579.00 "
1993,Onshore,Arkansas,,Bonus,,"$65,290.00 "
1993,Onshore,Arkansas,,Other Revenues,,"$33,540.00 "
1993,Onshore,Arkansas,,Rent,,"$383,113.00 "
1993,Onshore,Arkansas,,Royalty,Gas,"$2,960,767.00 "
1993,Onshore,Arkansas,,Royalty,Oil,"$2,688.00 "
1993,Onshore,Arkansas,,Royalty,Other,"$1,665.00 "
1993,Onshore,California,,Bonus,,"$111,982.00 "
1993,Onshore,California,,Other Revenues,,"($2,674,052.00)"
1993,Onshore,California,,Rent,,"$564,605.00 "
1993,Onshore,California,,Royalty,Gas,"$3,180,890.00 "
1993,Onshore,California,,Royalty,Oil,"$23,816,735.00 "
1993,Onshore,California,,Royalty,Other,"$20,342,236.00 "
1993,Onshore,Colorado,,Bonus,,"$3,693,049.00 "
1993,Onshore,Colorado,,Other Revenues,,"$407,985.00 "
1993,Onshore,Colorado,,Rent,,"$3,288,528.00 "
1993,Onshore,Colorado,,Royalty,Coal,"$24,343,484.00 "
1993,Onshore,Colorado,,Royalty,Gas,"$34,205,280.00 "
1993,Onshore,Colorado,,Royalty,Oil,"$19,069,209.00 "
1993,Onshore,Colorado,,Royalty,Other,"$10,137,667.00 "
1993,Onshore,Florida,,Other Revenues,,"$4,718.00 "
1993,Onshore,Florida,,Rent,,"$68,496.00 "
1993,Onshore,Florida,,Royalty,Oil,"$54,259.00 "
1993,Onshore,Florida,,Royalty,Other,"$113,871.00 "
1993,Onshore,Georgia,,Other Revenues,,$218.00 
1993,Onshore,Idaho,,Other Revenues,,"$71,594.00 "
1993,Onshore,Idaho,,Rent,,"$59,346.00 "
1993,Onshore,Idaho,,Royalty,Other,"$6,432,715.00 "
1993,Onshore,Illinois,,Other Revenues,,"$1,729.00 "
1993,Onshore,Illinois,,Rent,,"$5,714.00 "
1993,Onshore,Illinois,,Royalty,Oil,"$300,844.00 "
1993,Onshore,Illinois,,Royalty,Other,"$49,313.00 "
1993,Onshore,Indiana,,Rent,,$15.00 
1993,Onshore,Kansas,,Bonus,,"$168,719.00 "
1993,Onshore,Kansas,,Other Revenues,,"$120,836.00 "
1993,Onshore,Kansas,,Rent,,"$10,575.00 "
1993,Onshore,Kansas,,Royalty,Gas,"$4,160,772.00 "
1993,Onshore,Kansas,,Royalty,Oil,"$1,667,757.00 "
1993,Onshore,Kansas,,Royalty,Other,"$108,474.00 "
1993,Onshore,Kentucky,,Bonus,,"$3,936.00 "
1993,Onshore,Kentucky,,Other Revenues,,"$50,762.00 "
1993,Onshore,Kentucky,,Rent,,"$43,962.00 "
1993,Onshore,Kentucky,,Royalty,Coal,"$178,379.00 "
1993,Onshore,Kentucky,,Royalty,Gas,"$80,740.00 "
1993,Onshore,Kentucky,,Royalty,Oil,"$1,822.00 "
1993,Onshore,Louisiana,,Bonus,,"$117,033.00 "
1993,Onshore,Louisiana,,Other Revenues,,"$6,733.00 "
1993,Onshore,Louisiana,,Rent,,"$346,610.00 "
1993,Onshore,Louisiana,,Royalty,Gas,"$4,475,720.00 "
1993,Onshore,Louisiana,,Royalty,Oil,"$1,926,938.00 "
1993,Onshore,Louisiana,,Royalty,Other,"$231,365.00 "
1993,Onshore,Maryland,,Other Revenues,,"$12,383.00 "
1993,Onshore,Maryland,,Rent,,"$2,443.00 "
1993,Onshore,Michigan,,Bonus,,"$16,346.00 "
1993,Onshore,Michigan,,Other Revenues,,($574.00)
1993,Onshore,Michigan,,Rent,,"$196,934.00 "
1993,Onshore,Michigan,,Royalty,Gas,"$1,623,795.00 "
1993,Onshore,Michigan,,Royalty,Oil,"$184,858.00 "
1993,Onshore,Michigan,,Royalty,Other,"$116,393.00 "
1993,Onshore,Minnesota,,Other Revenues,,"$30,476.00 "
1993,Onshore,Minnesota,,Rent,,"$6,880.00 "
1993,Onshore,Minnesota,,Royalty,Other,$471.00 
1993,Onshore,Mississippi,,Bonus,,"$90,049.00 "
1993,Onshore,Mississippi,,Other Revenues,,"$40,033.00 "
1993,Onshore,Mississippi,,Rent,,"$485,045.00 "
1993,Onshore,Mississippi,,Royalty,Gas,"$811,298.00 "
1993,Onshore,Mississippi,,Royalty,Oil,"$1,387,609.00 "
1993,Onshore,Missouri,,Other Revenues,,"$79,562.00 "
1993,Onshore,Missouri,,Rent,,"$5,582.00 "
1993,Onshore,Missouri,,Royalty,Other,"$1,815,236.00 "
1993,Onshore,Montana,,Bonus,,"$93,730.00 "
1993,Onshore,Montana,,Other Revenues,,"$1,892,348.00 "
1993,Onshore,Montana,,Rent,,"$1,140,873.00 "
1993,Onshore,Montana,,Royalty,Coal,"$40,450,557.00 "
1993,Onshore,Montana,,Royalty,Gas,"$3,620,128.00 "
1993,Onshore,Montana,,Royalty,Oil,"$7,217,649.00 "
1993,Onshore,Montana,,Royalty,Other,"$145,269.00 "
1993,Onshore,Nebraska,,Other Revenues,,"$17,459.00 "
1993,Onshore,Nebraska,,Rent,,"$22,736.00 "
1993,Onshore,Nebraska,,Royalty,Oil,"$158,141.00 "
1993,Onshore,Nevada,,Bonus,,"$1,903,802.00 "
1993,Onshore,Nevada,,Other Revenues,,"$6,845.00 "
1993,Onshore,Nevada,,Rent,,"$6,077,074.00 "
1993,Onshore,Nevada,,Royalty,Oil,"$3,318,416.00 "
1993,Onshore,Nevada,,Royalty,Other,"$3,953,859.00 "
1993,Onshore,New Mexico,,Bonus,,"$4,393,855.00 "
1993,Onshore,New Mexico,,Other Revenues,,"$5,011,395.00 "
1993,Onshore,New Mexico,,Rent,,"$2,813,487.00 "
1993,Onshore,New Mexico,,Royalty,Coal,"$46,791,826.00 "
1993,Onshore,New Mexico,,Royalty,Gas,"$208,653,171.00 "
1993,Onshore,New Mexico,,Royalty,Oil,"$54,771,591.00 "
1993,Onshore,New Mexico,,Royalty,Other,"$20,162,154.00 "
1993,Onshore,New York,,Bonus,,$204.00 
1993,Onshore,New York,,Royalty,Gas,"$21,900.00 "
1993,Onshore,North Carolina,,Other Revenues,,$474.00 
1993,Onshore,North Carolina,,Rent,,"$2,233.00 "
1993,Onshore,North Dakota,,Bonus,,"$1,523,052.00 "
1993,Onshore,North Dakota,,Other Revenues,,"($93,359.00)"
1993,Onshore,North Dakota,,Rent,,"$295,313.00 "
1993,Onshore,North Dakota,,Royalty,Coal,"$1,063,332.00 "
1993,Onshore,North Dakota,,Royalty,Gas,"$1,257,944.00 "
1993,Onshore,North Dakota,,Royalty,Oil,"$12,612,644.00 "
1993,Onshore,North Dakota,,Royalty,Other,"$207,697.00 "
1993,Onshore,Ohio,,Other Revenues,,"$2,340.00 "
1993,Onshore,Ohio,,Rent,,"$25,622.00 "
1993,Onshore,Ohio,,Royalty,Gas,"$313,703.00 "
1993,Onshore,Ohio,,Royalty,Oil,"$74,046.00 "
1993,Onshore,Oklahoma,,Bonus,,"$1,654,554.00 "
1993,Onshore,Oklahoma,,Other Revenues,,"$1,902,133.00 "
1993,Onshore,Oklahoma,,Rent,,"$240,475.00 "
1993,Onshore,Oklahoma,,Royalty,Coal,"$531,724.00 "
1993,Onshore,Oklahoma,,Royalty,Gas,"$13,231,610.00 "
1993,Onshore,Oklahoma,,Royalty,Oil,"$5,647,593.00 "
1993,Onshore,Oklahoma,,Royalty,Other,"$358,691.00 "
1993,Onshore,Oregon,,Rent,,"$103,696.00 "
1993,Onshore,Pennsylvania,,Other Revenues,,"$14,410.00 "
1993,Onshore,Pennsylvania,,Rent,,"$1,015.00 "
1993,Onshore,Pennsylvania,,Royalty,Gas,"$21,330.00 "
1993,Onshore,South Carolina,,Rent,,"$1,034.00 "
1993,Onshore,South Dakota,,Bonus,,"$1,144.00 "
1993,Onshore,South Dakota,,Other Revenues,,"$5,387.00 "
1993,Onshore,South Dakota,,Rent,,"$185,368.00 "
1993,Onshore,South Dakota,,Royalty,Gas,"$40,941.00 "
1993,Onshore,South Dakota,,Royalty,Oil,"$629,731.00 "
1993,Onshore,South Dakota,,Royalty,Other,$50.00 
1993,Onshore,Tennessee,,Other Revenues,,$620.00 
1993,Onshore,Tennessee,,Rent,,$253.00 
1993,Onshore,Tennessee,,Royalty,Gas,$179.00 
1993,Onshore,Texas,,Bonus,,"$444,228.00 "
1993,Onshore,Texas,,Other Revenues,,"$21,787.00 "
1993,Onshore,Texas,,Rent,,"$292,359.00 "
1993,Onshore,Texas,,Royalty,Gas,"$5,372,092.00 "
1993,Onshore,Texas,,Royalty,Oil,"$1,292,509.00 "
1993,Onshore,Texas,,Royalty,Other,"$64,473.00 "
1993,Onshore,Utah,,Bonus,,"$849,879.00 "
1993,Onshore,Utah,,Other Revenues,,"$1,136,537.00 "
1993,Onshore,Utah,,Rent,,"$4,973,504.00 "
1993,Onshore,Utah,,Royalty,Coal,"$31,024,952.00 "
1993,Onshore,Utah,,Royalty,Gas,"$18,456,679.00 "
1993,Onshore,Utah,,Royalty,Oil,"$31,321,455.00 "
1993,Onshore,Utah,,Royalty,Other,"$847,891.00 "
1993,Onshore,Virginia,,Other Revenues,,"$7,272.00 "
1993,Onshore,Virginia,,Rent,,"$150,828.00 "
1993,Onshore,Virginia,,Royalty,Gas,"$156,245.00 "
1993,Onshore,Virginia,,Royalty,Other,"$7,745.00 "
1993,Onshore,Washington,,Rent,,"$3,584.00 "
1993,Onshore,Washington,,Royalty,Coal,"$115,583.00 "
1993,Onshore,Washington,,Royalty,Other,"$284,272.00 "
1993,Onshore,West Virginia,,Bonus,,"$3,144.00 "
1993,Onshore,West Virginia,,Other Revenues,,"$193,046.00 "
1993,Onshore,West Virginia,,Rent,,"$138,888.00 "
1993,Onshore,West Virginia,,Royalty,Gas,"$322,991.00 "
1993,Onshore,West Virginia,,Royalty,Oil,"$45,820.00 "
1993,Onshore,Wisconsin,,Rent,,"$1,119.00 "
1993,Onshore,Wyoming,,Bonus,,"$204,246,949.00 "
1993,Onshore,Wyoming,,Other Revenues,,"$4,944,395.00 "
1993,Onshore,Wyoming,,Rent,,"$12,268,209.00 "
1993,Onshore,Wyoming,,Royalty,Coal,"$150,508,600.00 "
1993,Onshore,Wyoming,,Royalty,Gas,"$99,863,715.00 "
1993,Onshore,Wyoming,,Royalty,Oil,"$95,543,089.00 "
1993,Onshore,Wyoming,,Royalty,Other,"$14,541,683.00 "
1994,Offshore,,Alaska,Other Revenues,,"$86,000.00 "
1994,Offshore,,Alaska,Rent,,"$949,685.00 "
1994,Offshore,,Atlantic,Rent,,"$312,839.00 "
1994,Offshore,,Gulf,Bonus,,"$331,367,072.00 "
1994,Offshore,,Gulf,Other Revenues,,"$140,506,918.00 "
1994,Offshore,,Gulf,Rent,,"$38,553,082.00 "
1994,Offshore,,Gulf,Royalty,Gas,"$1,531,621,520.00 "
1994,Offshore,,Gulf,Royalty,Oil,"$720,268,751.00 "
1994,Offshore,,Gulf,Royalty,Other,"$58,510,660.00 "
1994,Offshore,,Pacific,Other Revenues,,"$343,906.00 "
1994,Offshore,,Pacific,Rent,,"$50,980.00 "
1994,Offshore,,Pacific,Royalty,Gas,"$13,375,225.00 "
1994,Offshore,,Pacific,Royalty,Oil,"$78,969,744.00 "
1994,Offshore,,Pacific,Royalty,Other,"$368,423.00 "
1994,Onshore,Alabama,,Bonus,,"$284,791.00 "
1994,Onshore,Alabama,,Other Revenues,,"$21,985.00 "
1994,Onshore,Alabama,,Rent,,"$144,721.00 "
1994,Onshore,Alabama,,Royalty,Coal,"$17,799.00 "
1994,Onshore,Alabama,,Royalty,Gas,"$269,561.00 "
1994,Onshore,Alabama,,Royalty,Oil,"$132,522.00 "
1994,Onshore,Alabama,,Royalty,Other,"$5,695.00 "
1994,Onshore,Alaska,,Other Revenues,,"$478,152.00 "
1994,Onshore,Alaska,,Rent,,"$75,555.00 "
1994,Onshore,Alaska,,Royalty,Gas,"$3,445,850.00 "
1994,Onshore,Alaska,,Royalty,Oil,"$2,048,039.00 "
1994,Onshore,Alaska,,Royalty,Other,"$136,209.00 "
1994,Onshore,Arizona,,Rent,,"$143,965.00 "
1994,Onshore,Arizona,,Royalty,Coal,"$32,838,562.00 "
1994,Onshore,Arizona,,Royalty,Gas,"$149,355.00 "
1994,Onshore,Arizona,,Royalty,Oil,"$195,098.00 "
1994,Onshore,Arizona,,Royalty,Other,"$6,740,749.00 "
1994,Onshore,Arkansas,,Bonus,,"$116,336.00 "
1994,Onshore,Arkansas,,Other Revenues,,"$133,281.00 "
1994,Onshore,Arkansas,,Rent,,"$222,377.00 "
1994,Onshore,Arkansas,,Royalty,Gas,"$2,585,619.00 "
1994,Onshore,Arkansas,,Royalty,Oil,"$2,054.00 "
1994,Onshore,Arkansas,,Royalty,Other,"$2,104.00 "
1994,Onshore,California,,Bonus,,"$1,868.00 "
1994,Onshore,California,,Other Revenues,,"$1,631,435.00 "
1994,Onshore,California,,Rent,,"$498,049.00 "
1994,Onshore,California,,Royalty,Gas,"$2,839,614.00 "
1994,Onshore,California,,Royalty,Oil,"$22,546,232.00 "
1994,Onshore,California,,Royalty,Other,"$25,909,317.00 "
1994,Onshore,Colorado,,Bonus,,"$5,454,252.00 "
1994,Onshore,Colorado,,Other Revenues,,"$1,161,621.00 "
1994,Onshore,Colorado,,Rent,,"$3,228,768.00 "
1994,Onshore,Colorado,,Royalty,Coal,"$30,730,514.00 "
1994,Onshore,Colorado,,Royalty,Gas,"$36,850,978.00 "
1994,Onshore,Colorado,,Royalty,Oil,"$16,310,345.00 "
1994,Onshore,Colorado,,Royalty,Other,"$3,761,217.00 "
1994,Onshore,Florida,,Bonus,,$84.00 
1994,Onshore,Florida,,Other Revenues,,"$4,933.00 "
1994,Onshore,Florida,,Rent,,"$56,473.00 "
1994,Onshore,Florida,,Royalty,Oil,"$37,756.00 "
1994,Onshore,Florida,,Royalty,Other,"$92,867.00 "
1994,Onshore,Georgia,,Other Revenues,,$217.00 
1994,Onshore,Idaho,,Other Revenues,,"$78,872.00 "
1994,Onshore,Idaho,,Rent,,"$61,136.00 "
1994,Onshore,Idaho,,Royalty,Other,"$5,232,243.00 "
1994,Onshore,Illinois,,Bonus,,"$57,984.00 "
1994,Onshore,Illinois,,Other Revenues,,"$1,795.00 "
1994,Onshore,Illinois,,Rent,,"$4,664.00 "
1994,Onshore,Illinois,,Royalty,Oil,"$201,828.00 "
1994,Onshore,Illinois,,Royalty,Other,"$25,701.00 "
1994,Onshore,Indiana,,Rent,,$15.00 
1994,Onshore,Kansas,,Bonus,,"$23,250.00 "
1994,Onshore,Kansas,,Other Revenues,,"$48,226.00 "
1994,Onshore,Kansas,,Rent,,"$20,002.00 "
1994,Onshore,Kansas,,Royalty,Gas,"$3,902,313.00 "
1994,Onshore,Kansas,,Royalty,Oil,"$810,916.00 "
1994,Onshore,Kansas,,Royalty,Other,"$72,765.00 "
1994,Onshore,Kentucky,,Bonus,,"$26,465.00 "
1994,Onshore,Kentucky,,Other Revenues,,"$23,169.00 "
1994,Onshore,Kentucky,,Rent,,"$29,487.00 "
1994,Onshore,Kentucky,,Royalty,Coal,"$176,527.00 "
1994,Onshore,Kentucky,,Royalty,Gas,"$72,927.00 "
1994,Onshore,Kentucky,,Royalty,Oil,"$8,828.00 "
1994,Onshore,Louisiana,,Bonus,,"$18,604.00 "
1994,Onshore,Louisiana,,Other Revenues,,"$1,008,978.00 "
1994,Onshore,Louisiana,,Rent,,"$335,101.00 "
1994,Onshore,Louisiana,,Royalty,Gas,"$5,025,546.00 "
1994,Onshore,Louisiana,,Royalty,Oil,"$1,810,540.00 "
1994,Onshore,Louisiana,,Royalty,Other,"$262,888.00 "
1994,Onshore,Maryland,,Other Revenues,,"$10,172.00 "
1994,Onshore,Maryland,,Rent,,$496.00 
1994,Onshore,Michigan,,Other Revenues,,"$18,271.00 "
1994,Onshore,Michigan,,Rent,,"$153,398.00 "
1994,Onshore,Michigan,,Royalty,Gas,"$1,601,135.00 "
1994,Onshore,Michigan,,Royalty,Oil,"$143,175.00 "
1994,Onshore,Michigan,,Royalty,Other,"($57,408.00)"
1994,Onshore,Minnesota,,Other Revenues,,"$54,066.00 "
1994,Onshore,Minnesota,,Rent,,$900.00 
1994,Onshore,Minnesota,,Royalty,Other,"$9,466.00 "
1994,Onshore,Mississippi,,Bonus,,"$142,412.00 "
1994,Onshore,Mississippi,,Other Revenues,,"($66,072.00)"
1994,Onshore,Mississippi,,Rent,,"$429,009.00 "
1994,Onshore,Mississippi,,Royalty,Gas,"$272,973.00 "
1994,Onshore,Mississippi,,Royalty,Oil,"$1,018,732.00 "
1994,Onshore,Missouri,,Other Revenues,,"($24,209.00)"
1994,Onshore,Missouri,,Rent,,"$16,316.00 "
1994,Onshore,Missouri,,Royalty,Other,"$3,134,229.00 "
1994,Onshore,Montana,,Bonus,,"$375,016.00 "
1994,Onshore,Montana,,Other Revenues,,"$6,321,938.00 "
1994,Onshore,Montana,,Rent,,"$766,029.00 "
1994,Onshore,Montana,,Royalty,Coal,"$43,938,852.00 "
1994,Onshore,Montana,,Royalty,Gas,"$2,994,678.00 "
1994,Onshore,Montana,,Royalty,Oil,"$5,832,598.00 "
1994,Onshore,Montana,,Royalty,Other,"$206,457.00 "
1994,Onshore,Nebraska,,Other Revenues,,"$17,460.00 "
1994,Onshore,Nebraska,,Rent,,"$17,652.00 "
1994,Onshore,Nebraska,,Royalty,Oil,"$127,923.00 "
1994,Onshore,Nevada,,Bonus,,"$836,288.00 "
1994,Onshore,Nevada,,Other Revenues,,"$4,341,874.00 "
1994,Onshore,Nevada,,Rent,,"$5,769,184.00 "
1994,Onshore,Nevada,,Royalty,Oil,"$2,337,731.00 "
1994,Onshore,Nevada,,Royalty,Other,"$5,478,698.00 "
1994,Onshore,New Mexico,,Bonus,,"$10,036,118.00 "
1994,Onshore,New Mexico,,Other Revenues,,"$2,208,365.00 "
1994,Onshore,New Mexico,,Rent,,"$2,606,661.00 "
1994,Onshore,New Mexico,,Royalty,Coal,"$56,996,818.00 "
1994,Onshore,New Mexico,,Royalty,Gas,"$193,826,782.00 "
1994,Onshore,New Mexico,,Royalty,Oil,"$47,360,650.00 "
1994,Onshore,New Mexico,,Royalty,Other,"$18,610,455.00 "
1994,Onshore,New York,,Royalty,Gas,"$8,660.00 "
1994,Onshore,North Carolina,,Other Revenues,,$474.00 
1994,Onshore,North Carolina,,Rent,,"$3,424.00 "
1994,Onshore,North Dakota,,Bonus,,"$96,977.00 "
1994,Onshore,North Dakota,,Other Revenues,,"$4,180,102.00 "
1994,Onshore,North Dakota,,Rent,,"$404,003.00 "
1994,Onshore,North Dakota,,Royalty,Coal,"$760,624.00 "
1994,Onshore,North Dakota,,Royalty,Gas,"$1,188,306.00 "
1994,Onshore,North Dakota,,Royalty,Oil,"$10,263,056.00 "
1994,Onshore,North Dakota,,Royalty,Other,"$128,260.00 "
1994,Onshore,Ohio,,Bonus,,"$2,980.00 "
1994,Onshore,Ohio,,Other Revenues,,"$1,892.00 "
1994,Onshore,Ohio,,Rent,,"$24,051.00 "
1994,Onshore,Ohio,,Royalty,Gas,"$265,530.00 "
1994,Onshore,Ohio,,Royalty,Oil,"$98,334.00 "
1994,Onshore,Oklahoma,,Bonus,,"$162,703.00 "
1994,Onshore,Oklahoma,,Other Revenues,,"$119,795.00 "
1994,Onshore,Oklahoma,,Rent,,"$184,616.00 "
1994,Onshore,Oklahoma,,Royalty,Coal,"$1,011,297.00 "
1994,Onshore,Oklahoma,,Royalty,Gas,"$12,537,460.00 "
1994,Onshore,Oklahoma,,Royalty,Oil,"$4,496,834.00 "
1994,Onshore,Oklahoma,,Royalty,Other,"$306,200.00 "
1994,Onshore,Oregon,,Bonus,,$300.00 
1994,Onshore,Oregon,,Rent,,"$107,749.00 "
1994,Onshore,Pennsylvania,,Other Revenues,,"$22,989.00 "
1994,Onshore,Pennsylvania,,Rent,,"$1,017.00 "
1994,Onshore,Pennsylvania,,Royalty,Gas,"$22,366.00 "
1994,Onshore,South Carolina,,Rent,,"$2,373.00 "
1994,Onshore,South Dakota,,Bonus,,"$29,371.00 "
1994,Onshore,South Dakota,,Other Revenues,,"$3,973.00 "
1994,Onshore,South Dakota,,Rent,,"$185,604.00 "
1994,Onshore,South Dakota,,Royalty,Gas,"$51,580.00 "
1994,Onshore,South Dakota,,Royalty,Oil,"$551,795.00 "
1994,Onshore,Tennessee,,Rent,,$253.00 
1994,Onshore,Tennessee,,Royalty,Gas,$14.00 
1994,Onshore,Texas,,Bonus,,"$525,971.00 "
1994,Onshore,Texas,,Other Revenues,,($573.00)
1994,Onshore,Texas,,Rent,,"$282,450.00 "
1994,Onshore,Texas,,Royalty,Gas,"$11,225,039.00 "
1994,Onshore,Texas,,Royalty,Oil,"$1,255,775.00 "
1994,Onshore,Texas,,Royalty,Other,"$74,986.00 "
1994,Onshore,Utah,,Bonus,,"$5,461,824.00 "
1994,Onshore,Utah,,Other Revenues,,"$5,740,981.00 "
1994,Onshore,Utah,,Rent,,"$4,335,627.00 "
1994,Onshore,Utah,,Royalty,Coal,"$33,993,292.00 "
1994,Onshore,Utah,,Royalty,Gas,"$16,239,099.00 "
1994,Onshore,Utah,,Royalty,Oil,"$23,644,302.00 "
1994,Onshore,Utah,,Royalty,Other,"$845,471.00 "
1994,Onshore,Virginia,,Other Revenues,,"$2,943.00 "
1994,Onshore,Virginia,,Rent,,"$90,361.00 "
1994,Onshore,Virginia,,Royalty,Gas,"$156,245.00 "
1994,Onshore,Virginia,,Royalty,Other,"$5,370.00 "
1994,Onshore,Washington,,Rent,,"$2,448.00 "
1994,Onshore,Washington,,Royalty,Coal,"$502,197.00 "
1994,Onshore,Washington,,Royalty,Other,"$128,150.00 "
1994,Onshore,West Virginia,,Other Revenues,,"$133,450.00 "
1994,Onshore,West Virginia,,Rent,,"$78,586.00 "
1994,Onshore,West Virginia,,Royalty,Gas,"$162,042.00 "
1994,Onshore,West Virginia,,Royalty,Oil,"$32,092.00 "
1994,Onshore,Wisconsin,,Rent,,"$1,638.00 "
1994,Onshore,Wyoming,,Bonus,,"$22,731,218.00 "
1994,Onshore,Wyoming,,Other Revenues,,"$94,120,369.00 "
1994,Onshore,Wyoming,,Rent,,"$12,606,631.00 "
1994,Onshore,Wyoming,,Royalty,Coal,"$159,208,542.00 "
1994,Onshore,Wyoming,,Royalty,Gas,"$94,175,717.00 "
1994,Onshore,Wyoming,,Royalty,Oil,"$74,048,080.00 "
1994,Onshore,Wyoming,,Royalty,Other,"$16,503,750.00 "
1995,Offshore,,Alaska,Other Revenues,,"$86,000.00 "
1995,Offshore,,Alaska,Rent,,"$1,028,693.00 "
1995,Offshore,,Atlantic,Rent,,"$432,521.00 "
1995,Offshore,,Gulf,Bonus,,"$414,007,620.00 "
1995,Offshore,,Gulf,Other Revenues,,"$16,773,379.00 "
1995,Offshore,,Gulf,Rent,,"$85,926,794.00 "
1995,Offshore,,Gulf,Royalty,Gas,"$1,168,636,888.00 "
1995,Offshore,,Gulf,Royalty,Oil,"$830,189,139.00 "
1995,Offshore,,Gulf,Royalty,Other,"$80,661,243.00 "
1995,Offshore,,Pacific,Other Revenues,,"($1,176,725.00)"
1995,Offshore,,Pacific,Rent,,"($64,148.00)"
1995,Offshore,,Pacific,Royalty,Gas,"$9,205,331.00 "
1995,Offshore,,Pacific,Royalty,Oil,"$117,443,113.00 "
1995,Offshore,,Pacific,Royalty,Other,"$604,101.00 "
1995,Onshore,Alabama,,Bonus,,"$8,630.00 "
1995,Onshore,Alabama,,Other Revenues,,"$25,797.00 "
1995,Onshore,Alabama,,Rent,,"$119,194.00 "
1995,Onshore,Alabama,,Royalty,Coal,"$144,547.00 "
1995,Onshore,Alabama,,Royalty,Gas,"$218,022.00 "
1995,Onshore,Alabama,,Royalty,Oil,"$294,941.00 "
1995,Onshore,Alabama,,Royalty,Other,"$5,550.00 "
1995,Onshore,Alaska,,Other Revenues,,"($196,652.00)"
1995,Onshore,Alaska,,Rent,,"$79,005.00 "
1995,Onshore,Alaska,,Royalty,Gas,"$2,647,927.00 "
1995,Onshore,Alaska,,Royalty,Oil,"$1,804,069.00 "
1995,Onshore,Alaska,,Royalty,Other,"$68,579.00 "
1995,Onshore,Arizona,,Bonus,,$320.00 
1995,Onshore,Arizona,,Rent,,"$104,142.00 "
1995,Onshore,Arizona,,Royalty,Coal,"$32,301,238.00 "
1995,Onshore,Arizona,,Royalty,Gas,"$253,614.00 "
1995,Onshore,Arizona,,Royalty,Oil,"$152,170.00 "
1995,Onshore,Arizona,,Royalty,Other,"$6,743,051.00 "
1995,Onshore,Arkansas,,Bonus,,"$134,160.00 "
1995,Onshore,Arkansas,,Other Revenues,,"$10,145.00 "
1995,Onshore,Arkansas,,Rent,,"$186,098.00 "
1995,Onshore,Arkansas,,Royalty,Gas,"$2,121,178.00 "
1995,Onshore,Arkansas,,Royalty,Oil,"$6,947.00 "
1995,Onshore,Arkansas,,Royalty,Other,"$3,038.00 "
1995,Onshore,California,,Bonus,,"$125,194.00 "
1995,Onshore,California,,Other Revenues,,"$1,314,934.00 "
1995,Onshore,California,,Rent,,"$384,526.00 "
1995,Onshore,California,,Royalty,Gas,"$2,836,489.00 "
1995,Onshore,California,,Royalty,Oil,"$26,882,626.00 "
1995,Onshore,California,,Royalty,Other,"$22,890,883.00 "
1995,Onshore,Colorado,,Bonus,,"$11,722,457.00 "
1995,Onshore,Colorado,,Other Revenues,,"$1,775,766.00 "
1995,Onshore,Colorado,,Rent,,"$3,117,022.00 "
1995,Onshore,Colorado,,Royalty,Coal,"$24,612,602.00 "
1995,Onshore,Colorado,,Royalty,Gas,"$24,966,795.00 "
1995,Onshore,Colorado,,Royalty,Oil,"$16,668,332.00 "
1995,Onshore,Colorado,,Royalty,Other,"$9,686,227.00 "
1995,Onshore,Florida,,Other Revenues,,"$5,946.00 "
1995,Onshore,Florida,,Rent,,"$43,354.00 "
1995,Onshore,Florida,,Royalty,Oil,"$24,411.00 "
1995,Onshore,Florida,,Royalty,Other,"$139,635.00 "
1995,Onshore,Idaho,,Other Revenues,,"$110,797.00 "
1995,Onshore,Idaho,,Rent,,"$5,699.00 "
