Date,Land Class,Land Category,Commodity,Volume
08/01/2011,Native American,Onshore,Coal Prod Vol (tons),1454592
08/01/2011,Native American,Onshore,Oil Prod Vol (bbl),2174652
08/01/2011,Native American,Onshore,Gas Prod Vol (mcf),26254896
08/01/2011,Federal,Onshore,Coal Prod Vol (tons),37915804
08/01/2011,Federal,Onshore,Oil Prod Vol (bbl),9830311
09/01/2011,Federal,Onshore,Gas Prod Vol (mcf),314860021
09/01/2011,Native American,Onshore,Coal Prod Vol (tons),1698967
09/01/2011,Native American,Onshore,Oil Prod Vol (bbl),2084000
09/01/2011,Native American,Onshore,Gas Prod Vol (mcf),25058855
09/01/2011,Federal,Offshore,Gas Prod Vol (mcf),130107201
09/01/2011,Federal,Offshore,Oil Prod Vol (bbl),34587957
09/01/2011,Federal,Onshore,Coal Prod Vol (tons),37324003
09/01/2011,Federal,Onshore,Oil Prod Vol (bbl),9552162
10/01/2011,Federal,Offshore,Gas Prod Vol (mcf),148435373
10/01/2011,Native American,Onshore,Oil Prod Vol (bbl),2388153
10/01/2011,Native American,Onshore,Coal Prod Vol (tons),2034208
10/01/2011,Federal,Onshore,Oil Prod Vol (bbl),10031607
10/01/2011,Federal,Onshore,Gas Prod Vol (mcf),332936249
10/01/2011,Federal,Onshore,Coal Prod Vol (tons),40660412
10/01/2011,Native American,Onshore,Gas Prod Vol (mcf),26155751
10/01/2011,Federal,Offshore,Oil Prod Vol (bbl),41942961
11/01/2011,Federal,Offshore,Gas Prod Vol (mcf),144154179
11/01/2011,Native American,Onshore,Gas Prod Vol (mcf),25581136
11/01/2011,Native American,Onshore,Oil Prod Vol (bbl),2479075
11/01/2011,Federal,Onshore,Gas Prod Vol (mcf),323944932
11/01/2011,Federal,Onshore,Oil Prod Vol (bbl),9926136
11/01/2011,Federal,Onshore,Coal Prod Vol (tons),40681394
11/01/2011,Native American,Onshore,Coal Prod Vol (tons),1886110
11/01/2011,Federal,Offshore,Oil Prod Vol (bbl),40078448
12/01/2011,Federal,Onshore,Oil Prod Vol (bbl),10167545
12/01/2011,Native American,Onshore,Coal Prod Vol (tons),1235289
12/01/2011,Native American,Onshore,Oil Prod Vol (bbl),2539403
12/01/2011,Native American,Onshore,Gas Prod Vol (mcf),26076666
12/01/2011,Federal,Offshore,Oil Prod Vol (bbl),40799822
12/01/2011,Federal,Offshore,Gas Prod Vol (mcf),149275347
12/01/2011,Federal,Onshore,Coal Prod Vol (tons),41213622
12/01/2011,Federal,Onshore,Gas Prod Vol (mcf),329470060
01/01/2012,Native American,Onshore,Gas Prod Vol (mcf),26586846
01/01/2012,Federal,Offshore,Gas Prod Vol (mcf),146861324
01/01/2012,Federal,Offshore,Oil Prod Vol (bbl),42371736
01/01/2012,Federal,Onshore,Coal Prod Vol (tons),39621589
01/01/2012,Native American,Onshore,Coal Prod Vol (tons),1981835
01/01/2012,Native American,Onshore,Oil Prod Vol (bbl),2680804
01/01/2012,Federal,Onshore,Gas Prod Vol (mcf),332746879
01/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10285436
02/01/2012,Native American,Onshore,Gas Prod Vol (mcf),24912545
02/01/2012,Native American,Onshore,Coal Prod Vol (tons),1848570
02/01/2012,Native American,Onshore,Oil Prod Vol (bbl),2546756
02/01/2012,Federal,Offshore,Oil Prod Vol (bbl),40147713
02/01/2012,Federal,Offshore,Gas Prod Vol (mcf),135190043
02/01/2012,Federal,Onshore,Coal Prod Vol (tons),36249605
02/01/2012,Federal,Onshore,Oil Prod Vol (bbl),9751285
02/01/2012,Federal,Onshore,Gas Prod Vol (mcf),309189466
03/01/2012,Federal,Offshore,Oil Prod Vol (bbl),43613539
03/01/2012,Federal,Offshore,Gas Prod Vol (mcf),145920326
03/01/2012,Federal,Onshore,Gas Prod Vol (mcf),328747441
03/01/2012,Federal,Onshore,Coal Prod Vol (tons),32908329
03/01/2012,Native American,Onshore,Gas Prod Vol (mcf),26484214
03/01/2012,Native American,Onshore,Oil Prod Vol (bbl),2786637
03/01/2012,Native American,Onshore,Coal Prod Vol (tons),1930970
03/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10542127
04/01/2012,Native American,Onshore,Oil Prod Vol (bbl),2793755
04/01/2012,Federal,Offshore,Oil Prod Vol (bbl),39320652
04/01/2012,Federal,Offshore,Gas Prod Vol (mcf),137363217
04/01/2012,Native American,Onshore,Gas Prod Vol (mcf),25584464
04/01/2012,Federal,Onshore,Gas Prod Vol (mcf),313896613
04/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10063308
04/01/2012,Federal,Onshore,Coal Prod Vol (tons),29041032
04/01/2012,Native American,Onshore,Coal Prod Vol (tons),1386877
05/01/2012,Federal,Onshore,Coal Prod Vol (tons),31329856
05/01/2012,Federal,Onshore,Gas Prod Vol (mcf),320238172
05/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10445355
05/01/2012,Federal,Offshore,Oil Prod Vol (bbl),38822550
05/01/2012,Federal,Offshore,Gas Prod Vol (mcf),135941669
05/01/2012,Native American,Onshore,Gas Prod Vol (mcf),26424724
05/01/2012,Native American,Onshore,Oil Prod Vol (bbl),2815948
05/01/2012,Native American,Onshore,Coal Prod Vol (tons),1625737
06/01/2012,Federal,Offshore,Oil Prod Vol (bbl),35147763
06/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10142115
06/01/2012,Federal,Onshore,Coal Prod Vol (tons),32317862
06/01/2012,Native American,Onshore,Coal Prod Vol (tons),1568194
06/01/2012,Federal,Onshore,Gas Prod Vol (mcf),308149943
06/01/2012,Native American,Onshore,Gas Prod Vol (mcf),25315532
06/01/2012,Native American,Onshore,Oil Prod Vol (bbl),2854664
06/01/2012,Federal,Offshore,Gas Prod Vol (mcf),123805587
07/01/2012,Native American,Onshore,Gas Prod Vol (mcf),26141673
07/01/2012,Federal,Offshore,Gas Prod Vol (mcf),133566112
07/01/2012,Federal,Offshore,Oil Prod Vol (bbl),40555621
07/01/2012,Federal,Onshore,Coal Prod Vol (tons),39360710
07/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10690353
07/01/2012,Federal,Onshore,Gas Prod Vol (mcf),317548142
07/01/2012,Native American,Onshore,Coal Prod Vol (tons),1447117
07/01/2012,Native American,Onshore,Oil Prod Vol (bbl),3072123
08/01/2012,Federal,Offshore,Oil Prod Vol (bbl),35705207
08/01/2012,Federal,Offshore,Gas Prod Vol (mcf),114346842
08/01/2012,Native American,Onshore,Oil Prod Vol (bbl),3155304
08/01/2012,Federal,Onshore,Coal Prod Vol (tons),40126533
08/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10785476
08/01/2012,Federal,Onshore,Gas Prod Vol (mcf),311387507
08/01/2012,Native American,Onshore,Coal Prod Vol (tons),1468942
08/01/2012,Native American,Onshore,Gas Prod Vol (mcf),26327173
09/01/2012,Native American,Onshore,Oil Prod Vol (bbl),3269467
09/01/2012,Federal,Offshore,Gas Prod Vol (mcf),116053324
09/01/2012,Federal,Offshore,Oil Prod Vol (bbl),37032672
09/01/2012,Native American,Onshore,Gas Prod Vol (mcf),25716376
09/01/2012,Native American,Onshore,Coal Prod Vol (tons),1427953
09/01/2012,Federal,Onshore,Coal Prod Vol (tons),37476124
09/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10600836
09/01/2012,Federal,Onshore,Gas Prod Vol (mcf),300279579
10/01/2012,Native American,Onshore,Gas Prod Vol (mcf),27022934
10/01/2012,Federal,Onshore,Coal Prod Vol (tons),35275148
10/01/2012,Federal,Onshore,Oil Prod Vol (bbl),11215081
10/01/2012,Federal,Onshore,Gas Prod Vol (mcf),311262779
10/01/2012,Federal,Offshore,Gas Prod Vol (mcf),132738479
10/01/2012,Federal,Offshore,Oil Prod Vol (bbl),42876250
10/01/2012,Native American,Onshore,Coal Prod Vol (tons),1746130
10/01/2012,Native American,Onshore,Oil Prod Vol (bbl),3739479
11/01/2012,Federal,Onshore,Oil Prod Vol (bbl),10890527
11/01/2012,Native American,Onshore,Coal Prod Vol (tons),1340397
11/01/2012,Native American,Onshore,Oil Prod Vol (bbl),3697349
11/01/2012,Federal,Onshore,Gas Prod Vol (mcf),301204625
11/01/2012,Federal,Offshore,Gas Prod Vol (mcf),130674717
11/01/2012,Federal,Onshore,Coal Prod Vol (tons),36099698
11/01/2012,Native American,Onshore,Gas Prod Vol (mcf),25910645
11/01/2012,Federal,Offshore,Oil Prod Vol (bbl),42989707
12/01/2012,Federal,Offshore,Gas Prod Vol (mcf),132157661
12/01/2012,Federal,Offshore,Oil Prod Vol (bbl),44284810
12/01/2012,Federal,Onshore,Coal Prod Vol (tons),32703305
12/01/2012,Federal,Onshore,Oil Prod Vol (bbl),11232811
12/01/2012,Federal,Onshore,Gas Prod Vol (mcf),304802273
12/01/2012,Native American,Onshore,Gas Prod Vol (mcf),26213277
12/01/2012,Native American,Onshore,Oil Prod Vol (bbl),3831381
12/01/2012,Native American,Onshore,Coal Prod Vol (tons),1058533
01/01/2013,Native American,Onshore,Coal Prod Vol (tons),1414729
01/01/2013,Federal,Offshore,Gas Prod Vol (mcf),128828876
01/01/2013,Federal,Offshore,Oil Prod Vol (bbl),43030409
01/01/2013,Federal,Onshore,Gas Prod Vol (mcf),296421961
01/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11020142
01/01/2013,Federal,Onshore,Coal Prod Vol (tons),33492410
01/01/2013,Native American,Onshore,Gas Prod Vol (mcf),24744840
01/01/2013,Native American,Onshore,Oil Prod Vol (bbl),3563031
02/01/2013,Federal,Onshore,Gas Prod Vol (mcf),273388937
02/01/2013,Native American,Onshore,Oil Prod Vol (bbl),3508457
02/01/2013,Native American,Onshore,Gas Prod Vol (mcf),23505282
02/01/2013,Federal,Offshore,Oil Prod Vol (bbl),38447937
02/01/2013,Federal,Offshore,Gas Prod Vol (mcf),113767780
02/01/2013,Federal,Onshore,Oil Prod Vol (bbl),10172269
02/01/2013,Federal,Onshore,Coal Prod Vol (tons),30481388
02/01/2013,Native American,Onshore,Coal Prod Vol (tons),1722483
03/01/2013,Federal,Onshore,Gas Prod Vol (mcf),302812735
03/01/2013,Federal,Offshore,Oil Prod Vol (bbl),40558691
03/01/2013,Federal,Offshore,Gas Prod Vol (mcf),123165415
03/01/2013,Native American,Onshore,Gas Prod Vol (mcf),26521627
03/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4194771
03/01/2013,Native American,Onshore,Coal Prod Vol (tons),1601392
03/01/2013,Federal,Onshore,Coal Prod Vol (tons),31554258
03/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11519523
04/01/2013,Native American,Onshore,Coal Prod Vol (tons),1775937
04/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4036146
04/01/2013,Native American,Onshore,Gas Prod Vol (mcf),25988168
04/01/2013,Federal,Onshore,Gas Prod Vol (mcf),294607253
04/01/2013,Federal,Offshore,Oil Prod Vol (bbl),41774973
04/01/2013,Federal,Offshore,Gas Prod Vol (mcf),120833683
04/01/2013,Federal,Onshore,Coal Prod Vol (tons),30641951
04/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11288046
05/01/2013,Federal,Offshore,Oil Prod Vol (bbl),38906640
05/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4243352
05/01/2013,Federal,Onshore,Gas Prod Vol (mcf),297745971
05/01/2013,Native American,Onshore,Coal Prod Vol (tons),1231695
05/01/2013,Federal,Offshore,Gas Prod Vol (mcf),118972888
05/01/2013,Native American,Onshore,Gas Prod Vol (mcf),26666594
05/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11533078
05/01/2013,Federal,Onshore,Coal Prod Vol (tons),32892522
06/01/2013,Federal,Onshore,Gas Prod Vol (mcf),289827155
06/01/2013,Native American,Onshore,Gas Prod Vol (mcf),26193725
06/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4177312
06/01/2013,Federal,Offshore,Oil Prod Vol (bbl),35322157
06/01/2013,Native American,Onshore,Coal Prod Vol (tons),1464335
06/01/2013,Federal,Onshore,Coal Prod Vol (tons),32945999
06/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11275258
06/01/2013,Federal,Offshore,Gas Prod Vol (mcf),109160368
07/01/2013,Native American,Onshore,Coal Prod Vol (tons),1548969
07/01/2013,Federal,Onshore,Coal Prod Vol (tons),35878382
07/01/2013,Native American,Onshore,Gas Prod Vol (mcf),27447346
07/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4623613
07/01/2013,Federal,Offshore,Gas Prod Vol (mcf),114719709
07/01/2013,Federal,Onshore,Gas Prod Vol (mcf),298330525
07/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11784964
07/01/2013,Federal,Offshore,Oil Prod Vol (bbl),40238092
08/01/2013,Native American,Onshore,Gas Prod Vol (mcf),27245011
08/01/2013,Native American,Onshore,Coal Prod Vol (tons),1719610
08/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4909448
08/01/2013,Federal,Onshore,Coal Prod Vol (tons),36459087
08/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11831040
08/01/2013,Federal,Onshore,Gas Prod Vol (mcf),298492241
08/01/2013,Federal,Offshore,Gas Prod Vol (mcf),109136463
08/01/2013,Federal,Offshore,Oil Prod Vol (bbl),38444685
09/01/2013,Native American,Onshore,Coal Prod Vol (tons),1632862
09/01/2013,Federal,Offshore,Gas Prod Vol (mcf),113630808
09/01/2013,Federal,Offshore,Oil Prod Vol (bbl),41195227
09/01/2013,Native American,Onshore,Gas Prod Vol (mcf),26365528
09/01/2013,Federal,Onshore,Coal Prod Vol (tons),35116078
09/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11554391
09/01/2013,Federal,Onshore,Gas Prod Vol (mcf),276693128
09/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4739890
10/01/2013,Federal,Onshore,Oil Prod Vol (bbl),12020291
10/01/2013,Federal,Onshore,Gas Prod Vol (mcf),304070251
10/01/2013,Federal,Offshore,Oil Prod Vol (bbl),38063826
10/01/2013,Federal,Offshore,Gas Prod Vol (mcf),107193889
10/01/2013,Native American,Onshore,Gas Prod Vol (mcf),27552705
10/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4964789
10/01/2013,Native American,Onshore,Coal Prod Vol (tons),1750278
10/01/2013,Federal,Onshore,Coal Prod Vol (tons),32376034
11/01/2013,Native American,Onshore,Coal Prod Vol (tons),1970620
11/01/2013,Federal,Onshore,Coal Prod Vol (tons),33665424
11/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11566374
11/01/2013,Federal,Onshore,Gas Prod Vol (mcf),293215458
11/01/2013,Native American,Onshore,Gas Prod Vol (mcf),26389844
11/01/2013,Federal,Offshore,Gas Prod Vol (mcf),113186953
11/01/2013,Federal,Offshore,Oil Prod Vol (bbl),40705178
11/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4755913
12/01/2013,Native American,Onshore,Coal Prod Vol (tons),1894694
12/01/2013,Native American,Onshore,Oil Prod Vol (bbl),4690027
12/01/2013,Federal,Onshore,Gas Prod Vol (mcf),293394177
12/01/2013,Federal,Onshore,Oil Prod Vol (bbl),11848178
12/01/2013,Federal,Onshore,Coal Prod Vol (tons),32510561
12/01/2013,Native American,Onshore,Gas Prod Vol (mcf),26045569
12/01/2013,Federal,Offshore,Gas Prod Vol (mcf),112085673
12/01/2013,Federal,Offshore,Oil Prod Vol (bbl),41536255
01/01/2014,Native American,Onshore,Oil Prod Vol (bbl),4684164
01/01/2014,Native American,Onshore,Gas Prod Vol (mcf),26627802
01/01/2014,Federal,Offshore,Gas Prod Vol (mcf),107846209
01/01/2014,Federal,Onshore,Coal Prod Vol (tons),34790955
01/01/2014,Federal,Onshore,Oil Prod Vol (bbl),12251289
01/01/2014,Federal,Onshore,Gas Prod Vol (mcf),296102494
01/01/2014,Native American,Onshore,Coal Prod Vol (tons),1757529
01/01/2014,Federal,Offshore,Oil Prod Vol (bbl),42113286
02/01/2014,Federal,Onshore,Coal Prod Vol (tons),29682030
02/01/2014,Federal,Onshore,Gas Prod Vol (mcf),269026838
02/01/2014,Federal,Offshore,Oil Prod Vol (bbl),38741289
02/01/2014,Federal,Offshore,Gas Prod Vol (mcf),100353787
02/01/2014,Native American,Onshore,Gas Prod Vol (mcf),24634336
02/01/2014,Native American,Onshore,Oil Prod Vol (bbl),4402892
02/01/2014,Native American,Onshore,Coal Prod Vol (tons),1485922
02/01/2014,Federal,Onshore,Oil Prod Vol (bbl),11341377
03/01/2014,Federal,Onshore,Gas Prod Vol (mcf),300072528
03/01/2014,Native American,Onshore,Coal Prod Vol (tons),1998634
03/01/2014,Native American,Onshore,Oil Prod Vol (bbl),4866781
03/01/2014,Native American,Onshore,Gas Prod Vol (mcf),27402852
03/01/2014,Federal,Onshore,Coal Prod Vol (tons),34623327
03/01/2014,Federal,Onshore,Oil Prod Vol (bbl),12936786
03/01/2014,Federal,Offshore,Oil Prod Vol (bbl),42350146
03/01/2014,Federal,Offshore,Gas Prod Vol (mcf),110288974
04/01/2014,Native American,Onshore,Coal Prod Vol (tons),1820690
04/01/2014,Native American,Onshore,Oil Prod Vol (bbl),4880891
04/01/2014,Federal,Onshore,Coal Prod Vol (tons),32988348
04/01/2014,Native American,Onshore,Gas Prod Vol (mcf),27074408
04/01/2014,Federal,Offshore,Gas Prod Vol (mcf),110515333
04/01/2014,Federal,Onshore,Oil Prod Vol (bbl),12689259
04/01/2014,Federal,Onshore,Gas Prod Vol (mcf),288699975
04/01/2014,Federal,Offshore,Oil Prod Vol (bbl),44227660
05/01/2014,Federal,Offshore,Gas Prod Vol (mcf),116214820
05/01/2014,Federal,Onshore,Gas Prod Vol (mcf),295200249
05/01/2014,Federal,Onshore,Oil Prod Vol (bbl),13241495
05/01/2014,Federal,Onshore,Coal Prod Vol (tons),34429428
05/01/2014,Native American,Onshore,Coal Prod Vol (tons),1935957
05/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5156140
05/01/2014,Native American,Onshore,Gas Prod Vol (mcf),27622266
05/01/2014,Federal,Offshore,Oil Prod Vol (bbl),45565727
06/01/2014,Federal,Onshore,Oil Prod Vol (bbl),12988938
06/01/2014,Federal,Offshore,Gas Prod Vol (mcf),112392505
06/01/2014,Federal,Offshore,Oil Prod Vol (bbl),44049248
06/01/2014,Federal,Onshore,Coal Prod Vol (tons),33330150
06/01/2014,Native American,Onshore,Coal Prod Vol (tons),1138596
06/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5237677
06/01/2014,Native American,Onshore,Gas Prod Vol (mcf),26759917
06/01/2014,Federal,Onshore,Gas Prod Vol (mcf),286342973
07/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5257551
07/01/2014,Native American,Onshore,Gas Prod Vol (mcf),27685715
07/01/2014,Federal,Onshore,Coal Prod Vol (tons),35490509
07/01/2014,Federal,Onshore,Oil Prod Vol (bbl),13718992
07/01/2014,Federal,Onshore,Gas Prod Vol (mcf),293699980
07/01/2014,Federal,Offshore,Oil Prod Vol (bbl),45970675
07/01/2014,Federal,Offshore,Gas Prod Vol (mcf),115128990
07/01/2014,Native American,Onshore,Coal Prod Vol (tons),1683686
08/01/2014,Native American,Onshore,Gas Prod Vol (mcf),28360469
08/01/2014,Federal,Onshore,Gas Prod Vol (mcf),288777219
08/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5539667
08/01/2014,Native American,Onshore,Coal Prod Vol (tons),1750222
08/01/2014,Federal,Offshore,Gas Prod Vol (mcf),116133159
08/01/2014,Federal,Offshore,Oil Prod Vol (bbl),46294944
08/01/2014,Federal,Onshore,Coal Prod Vol (tons),36037153
08/01/2014,Federal,Onshore,Oil Prod Vol (bbl),13584729
09/01/2014,Federal,Offshore,Gas Prod Vol (mcf),111796204
09/01/2014,Federal,Onshore,Gas Prod Vol (mcf),284154809
09/01/2014,Native American,Onshore,Coal Prod Vol (tons),1690498
09/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5382068
09/01/2014,Native American,Onshore,Gas Prod Vol (mcf),26981309
09/01/2014,Federal,Onshore,Oil Prod Vol (bbl),13201462
09/01/2014,Federal,Onshore,Coal Prod Vol (tons),32763629
09/01/2014,Federal,Offshore,Oil Prod Vol (bbl),44313716
10/01/2014,Federal,Offshore,Oil Prod Vol (bbl),45952555
10/01/2014,Federal,Offshore,Gas Prod Vol (mcf),116050796
10/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5434904
10/01/2014,Native American,Onshore,Gas Prod Vol (mcf),27178264
10/01/2014,Native American,Onshore,Coal Prod Vol (tons),1618495
10/01/2014,Federal,Onshore,Coal Prod Vol (tons),35706815
10/01/2014,Federal,Onshore,Oil Prod Vol (bbl),14398475
10/01/2014,Federal,Onshore,Gas Prod Vol (mcf),293269619
11/01/2014,Federal,Onshore,Gas Prod Vol (mcf),286416649
11/01/2014,Federal,Offshore,Gas Prod Vol (mcf),106704552
11/01/2014,Federal,Offshore,Oil Prod Vol (bbl),43283389
11/01/2014,Federal,Onshore,Coal Prod Vol (tons),34749343
11/01/2014,Federal,Onshore,Oil Prod Vol (bbl),14006854
11/01/2014,Native American,Onshore,Coal Prod Vol (tons),1438145
11/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5315076
11/01/2014,Native American,Onshore,Gas Prod Vol (mcf),26297876
12/01/2014,Federal,Onshore,Gas Prod Vol (mcf),293714892
12/01/2014,Native American,Onshore,Gas Prod Vol (mcf),27046245
12/01/2014,Federal,Onshore,Coal Prod Vol (tons),34896430
12/01/2014,Native American,Onshore,Coal Prod Vol (tons),1610645
12/01/2014,Native American,Onshore,Oil Prod Vol (bbl),5374411
12/01/2014,Federal,Offshore,Gas Prod Vol (mcf),113023884
12/01/2014,Federal,Offshore,Oil Prod Vol (bbl),46728295
12/01/2014,Federal,Onshore,Oil Prod Vol (bbl),14964023
01/01/2015,Native American,Onshore,Coal Prod Vol (tons),1534367
01/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5420415
01/01/2015,Federal,Onshore,Coal Prod Vol (tons),35837786
01/01/2015,Federal,Onshore,Gas Prod Vol (mcf),289177881
01/01/2015,Federal,Onshore,Oil Prod Vol (bbl),14922897
01/01/2015,Native American,Onshore,Gas Prod Vol (mcf),26705158
01/01/2015,Federal,Offshore,Oil Prod Vol (bbl),46704328
01/01/2015,Federal,Offshore,Gas Prod Vol (mcf),113368533
02/01/2015,Native American,Onshore,Gas Prod Vol (mcf),24062774
02/01/2015,Federal,Onshore,Gas Prod Vol (mcf),263517266
02/01/2015,Federal,Onshore,Coal Prod Vol (tons),30718492
02/01/2015,Federal,Offshore,Gas Prod Vol (mcf),100575793
02/01/2015,Federal,Offshore,Oil Prod Vol (bbl),42328032
02/01/2015,Federal,Onshore,Oil Prod Vol (bbl),13885782
02/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5050637
02/01/2015,Native American,Onshore,Coal Prod Vol (tons),1558406
03/01/2015,Native American,Onshore,Coal Prod Vol (tons),1441836
03/01/2015,Federal,Onshore,Coal Prod Vol (tons),32855558
03/01/2015,Federal,Onshore,Oil Prod Vol (bbl),16033914
03/01/2015,Federal,Onshore,Gas Prod Vol (mcf),295298694
03/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5593221
03/01/2015,Native American,Onshore,Gas Prod Vol (mcf),27018689
03/01/2015,Federal,Offshore,Oil Prod Vol (bbl),44235889
03/01/2015,Federal,Offshore,Gas Prod Vol (mcf),101933459
04/01/2015,Native American,Onshore,Coal Prod Vol (tons),1541307
04/01/2015,Federal,Offshore,Oil Prod Vol (bbl),46465744
04/01/2015,Federal,Offshore,Gas Prod Vol (mcf),113011179
04/01/2015,Native American,Onshore,Gas Prod Vol (mcf),25733520
04/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5041764
04/01/2015,Federal,Onshore,Oil Prod Vol (bbl),15670667
04/01/2015,Federal,Onshore,Coal Prod Vol (tons),28846112
04/01/2015,Federal,Onshore,Gas Prod Vol (mcf),288236485
05/01/2015,Federal,Onshore,Coal Prod Vol (tons),27400394
05/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5092636
05/01/2015,Native American,Onshore,Gas Prod Vol (mcf),26391750
05/01/2015,Native American,Onshore,Coal Prod Vol (tons),1799151
05/01/2015,Federal,Offshore,Oil Prod Vol (bbl),45003421
05/01/2015,Federal,Offshore,Gas Prod Vol (mcf),117142653
05/01/2015,Federal,Onshore,Gas Prod Vol (mcf),292909673
05/01/2015,Federal,Onshore,Oil Prod Vol (bbl),15827743
06/01/2015,Federal,Offshore,Oil Prod Vol (bbl),43143702
06/01/2015,Native American,Onshore,Coal Prod Vol (tons),1698264
06/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5122244
06/01/2015,Native American,Onshore,Gas Prod Vol (mcf),25207566
06/01/2015,Federal,Onshore,Coal Prod Vol (tons),28418282
06/01/2015,Federal,Onshore,Oil Prod Vol (bbl),15372448
06/01/2015,Federal,Onshore,Gas Prod Vol (mcf),283822668
06/01/2015,Federal,Offshore,Gas Prod Vol (mcf),109720005
07/01/2015,Federal,Onshore,Coal Prod Vol (tons),32434763
07/01/2015,Federal,Offshore,Oil Prod Vol (bbl),49229007
07/01/2015,Federal,Offshore,Gas Prod Vol (mcf),121188044
07/01/2015,Native American,Onshore,Coal Prod Vol (tons),1528851
07/01/2015,Federal,Onshore,Gas Prod Vol (mcf),290110657
07/01/2015,Native American,Onshore,Gas Prod Vol (mcf),27167750
07/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5558865
07/01/2015,Federal,Onshore,Oil Prod Vol (bbl),15375764
08/01/2015,Native American,Onshore,Gas Prod Vol (mcf),27160159
08/01/2015,Federal,Offshore,Gas Prod Vol (mcf),123314265
08/01/2015,Federal,Offshore,Oil Prod Vol (bbl),51147491
08/01/2015,Federal,Onshore,Coal Prod Vol (tons),35097309
08/01/2015,Federal,Onshore,Oil Prod Vol (bbl),15347730
08/01/2015,Federal,Onshore,Gas Prod Vol (mcf),290133464
08/01/2015,Native American,Onshore,Coal Prod Vol (tons),1671527
08/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5532299
09/01/2015,Federal,Onshore,Gas Prod Vol (mcf),282042924
09/01/2015,Federal,Onshore,Oil Prod Vol (bbl),14703530
09/01/2015,Federal,Offshore,Oil Prod Vol (bbl),50452516
09/01/2015,Federal,Offshore,Gas Prod Vol (mcf),120441529
09/01/2015,Native American,Onshore,Gas Prod Vol (mcf),26171011
09/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5228918
09/01/2015,Native American,Onshore,Coal Prod Vol (tons),1660818
09/01/2015,Federal,Onshore,Coal Prod Vol (tons),32645633
10/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5421588
10/01/2015,Native American,Onshore,Coal Prod Vol (tons),1590550
10/01/2015,Native American,Onshore,Gas Prod Vol (mcf),27767554
10/01/2015,Federal,Onshore,Gas Prod Vol (mcf),290185331
10/01/2015,Federal,Onshore,Oil Prod Vol (bbl),14944502
10/01/2015,Federal,Onshore,Coal Prod Vol (tons),34933375
10/01/2015,Federal,Offshore,Oil Prod Vol (bbl),49586305
10/01/2015,Federal,Offshore,Gas Prod Vol (mcf),115302180
11/01/2015,Federal,Onshore,Oil Prod Vol (bbl),14648648
11/01/2015,Federal,Onshore,Coal Prod Vol (tons),31907688
11/01/2015,Federal,Offshore,Gas Prod Vol (mcf),105588645
11/01/2015,Native American,Onshore,Gas Prod Vol (mcf),27110605
11/01/2015,Federal,Onshore,Gas Prod Vol (mcf),282226093
11/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5342504
11/01/2015,Native American,Onshore,Coal Prod Vol (tons),1236781
11/01/2015,Federal,Offshore,Oil Prod Vol (bbl),46341443
12/01/2015,Federal,Onshore,Coal Prod Vol (tons),24654378
