Production Date,Land Class,Land Category,Commodity,Volume
09/01/2020,Federal,Onshore,Coal Prod Vol (ton),"20,929,316"
09/01/2020,Federal,Onshore,Gas Prod Vol (mcf),"257,801,266"
09/01/2020,Federal,Onshore,Oil Prod Vol (bbl),"26,422,303"
09/01/2020,Native American,Onshore,Coal Prod Vol (ton),"486,541"
09/01/2020,Native American,Onshore,Gas Prod Vol (mcf),"30,681,400"
09/01/2020,Native American,Onshore,Oil Prod Vol (bbl),"7,649,694"
10/01/2020,Federal,Offshore,Gas Prod Vol (mcf),"42,646,715"
10/01/2020,Federal,Offshore,Oil Prod Vol (bbl),"33,409,074"
10/01/2020,Federal,Onshore,Coal Prod Vol (ton),"19,441,593"
10/01/2020,Federal,Onshore,Gas Prod Vol (mcf),"269,021,203"
10/01/2020,Federal,Onshore,Oil Prod Vol (bbl),"29,329,700"
10/01/2020,Native American,Onshore,Coal Prod Vol (ton),"681,669"
10/01/2020,Native American,Onshore,Gas Prod Vol (mcf),"31,511,956"
10/01/2020,Native American,Onshore,Oil Prod Vol (bbl),"8,136,451"
11/01/2020,Federal,Offshore,Gas Prod Vol (mcf),"64,351,065"
11/01/2020,Federal,Offshore,Oil Prod Vol (bbl),"52,058,836"
11/01/2020,Federal,Onshore,Coal Prod Vol (ton),"21,158,487"
11/01/2020,Federal,Onshore,Gas Prod Vol (mcf),"265,308,390"
11/01/2020,Federal,Onshore,Oil Prod Vol (bbl),"28,450,705"
11/01/2020,Native American,Onshore,Coal Prod Vol (ton),"506,081"
11/01/2020,Native American,Onshore,Gas Prod Vol (mcf),"30,908,238"
11/01/2020,Native American,Onshore,Oil Prod Vol (bbl),"8,252,933"
12/01/2020,Federal,Offshore,Gas Prod Vol (mcf),"71,365,318"
12/01/2020,Federal,Offshore,Oil Prod Vol (bbl),"56,636,978"
12/01/2020,Federal,Onshore,Coal Prod Vol (ton),"20,593,483"
12/01/2020,Federal,Onshore,Gas Prod Vol (mcf),"270,162,597"
12/01/2020,Federal,Onshore,Oil Prod Vol (bbl),"28,868,012"
12/01/2020,Native American,Onshore,Coal Prod Vol (ton),"420,167"
12/01/2020,Native American,Onshore,Gas Prod Vol (mcf),"31,327,860"
12/01/2020,Native American,Onshore,Oil Prod Vol (bbl),"8,122,668"
01/01/2021,Federal,Offshore,Gas Prod Vol (mcf),"75,585,940"
01/01/2021,Federal,Offshore,Oil Prod Vol (bbl),"56,461,495"
01/01/2021,Federal,Onshore,Coal Prod Vol (ton),"20,200,911"
01/01/2021,Federal,Onshore,Gas Prod Vol (mcf),"272,163,261"
01/01/2021,Federal,Onshore,Oil Prod Vol (bbl),"29,864,689"
01/01/2021,Native American,Onshore,Coal Prod Vol (ton),"608,236"
01/01/2021,Native American,Onshore,Gas Prod Vol (mcf),"31,367,880"
01/01/2021,Native American,Onshore,Oil Prod Vol (bbl),"8,005,462"
02/01/2021,Federal,Offshore,Gas Prod Vol (mcf),"67,664,868"
02/01/2021,Federal,Offshore,Oil Prod Vol (bbl),"50,574,673"
02/01/2021,Federal,Onshore,Coal Prod Vol (ton),"16,788,034"
02/01/2021,Federal,Onshore,Gas Prod Vol (mcf),"239,688,166"
02/01/2021,Federal,Onshore,Oil Prod Vol (bbl),"25,568,194"
02/01/2021,Native American,Onshore,Coal Prod Vol (ton),"248,471"
02/01/2021,Native American,Onshore,Gas Prod Vol (mcf),"26,240,452"
02/01/2021,Native American,Onshore,Oil Prod Vol (bbl),"6,324,407"
03/01/2021,Federal,Offshore,Gas Prod Vol (mcf),"77,983,005"
03/01/2021,Federal,Offshore,Oil Prod Vol (bbl),"58,668,184"
03/01/2021,Federal,Onshore,Coal Prod Vol (ton),"21,175,115"
03/01/2021,Federal,Onshore,Gas Prod Vol (mcf),"276,727,771"
03/01/2021,Federal,Onshore,Oil Prod Vol (bbl),"31,974,438"
03/01/2021,Native American,Onshore,Coal Prod Vol (ton),"445,654"
03/01/2021,Native American,Onshore,Gas Prod Vol (mcf),"31,077,968"
03/01/2021,Native American,Onshore,Oil Prod Vol (bbl),"6,998,712"
04/01/2021,Federal,Offshore,Gas Prod Vol (mcf),"73,302,918"
04/01/2021,Federal,Offshore,Oil Prod Vol (bbl),"54,233,962"
04/01/2021,Federal,Onshore,Coal Prod Vol (ton),"19,646,932"
04/01/2021,Federal,Onshore,Gas Prod Vol (mcf),"273,450,922"
04/01/2021,Federal,Onshore,Oil Prod Vol (bbl),"32,416,879"
04/01/2021,Native American,Onshore,Coal Prod Vol (ton),"443,191"
04/01/2021,Native American,Onshore,Gas Prod Vol (mcf),"30,222,635"
04/01/2021,Native American,Onshore,Oil Prod Vol (bbl),"6,712,966"
05/01/2021,Federal,Offshore,Gas Prod Vol (mcf),"75,336,657"
05/01/2021,Federal,Offshore,Oil Prod Vol (bbl),"56,724,203"
05/01/2021,Federal,Onshore,Coal Prod Vol (ton),"23,369,615"
05/01/2021,Federal,Onshore,Gas Prod Vol (mcf),"283,221,101"
05/01/2021,Federal,Onshore,Oil Prod Vol (bbl),"33,909,459"
05/01/2021,Native American,Onshore,Coal Prod Vol (ton),"217,087"
05/01/2021,Native American,Onshore,Gas Prod Vol (mcf),"31,462,954"
05/01/2021,Native American,Onshore,Oil Prod Vol (bbl),"7,184,220"
06/01/2021,Federal,Offshore,Gas Prod Vol (mcf),"70,727,540"
06/01/2021,Federal,Offshore,Oil Prod Vol (bbl),"53,947,179"
06/01/2021,Federal,Onshore,Coal Prod Vol (ton),"22,685,365"
06/01/2021,Federal,Onshore,Gas Prod Vol (mcf),"271,806,683"
06/01/2021,Federal,Onshore,Oil Prod Vol (bbl),"33,474,764"
06/01/2021,Native American,Onshore,Coal Prod Vol (ton),"636,423"
06/01/2021,Native American,Onshore,Gas Prod Vol (mcf),"30,642,254"
06/01/2021,Native American,Onshore,Oil Prod Vol (bbl),"7,450,015"
07/01/2021,Federal,Offshore,Gas Prod Vol (mcf),"74,726,752"
07/01/2021,Federal,Offshore,Oil Prod Vol (bbl),"57,713,704"
07/01/2021,Federal,Onshore,Coal Prod Vol (ton),"20,460,271"
07/01/2021,Federal,Onshore,Gas Prod Vol (mcf),"284,564,718"
07/01/2021,Federal,Onshore,Oil Prod Vol (bbl),"34,578,548"
07/01/2021,Native American,Onshore,Coal Prod Vol (ton),"637,267"
07/01/2021,Native American,Onshore,Gas Prod Vol (mcf),"30,381,296"
07/01/2021,Native American,Onshore,Oil Prod Vol (bbl),"7,007,405"
08/01/2021,Federal,Offshore,Gas Prod Vol (mcf),"64,636,510"
08/01/2021,Federal,Offshore,Oil Prod Vol (bbl),"48,408,284"
08/01/2021,Federal,Onshore,Coal Prod Vol (ton),"23,674,527"
08/01/2021,Federal,Onshore,Gas Prod Vol (mcf),"284,655,431"
08/01/2021,Federal,Onshore,Oil Prod Vol (bbl),"36,043,018"
08/01/2021,Native American,Onshore,Coal Prod Vol (ton),"329,302"
08/01/2021,Native American,Onshore,Gas Prod Vol (mcf),"31,148,920"
08/01/2021,Native American,Onshore,Oil Prod Vol (bbl),"7,657,632"
09/01/2021,Federal,Offshore,Gas Prod Vol (mcf),"37,736,023"
09/01/2021,Federal,Offshore,Oil Prod Vol (bbl),"32,236,285"
09/01/2021,Federal,Onshore,Coal Prod Vol (ton),"23,389,963"
09/01/2021,Federal,Onshore,Gas Prod Vol (mcf),"279,850,421"
09/01/2021,Federal,Onshore,Oil Prod Vol (bbl),"35,093,408"
09/01/2021,Native American,Onshore,Coal Prod Vol (ton),"516,764"
09/01/2021,Native American,Onshore,Gas Prod Vol (mcf),"31,068,218"
09/01/2021,Native American,Onshore,Oil Prod Vol (bbl),"7,809,657"
10/01/2021,Federal,Offshore,Gas Prod Vol (mcf),"63,309,313"
10/01/2021,Federal,Offshore,Oil Prod Vol (bbl),"52,277,625"
10/01/2021,Federal,Onshore,Coal Prod Vol (ton),"23,755,832"
10/01/2021,Federal,Onshore,Gas Prod Vol (mcf),"290,534,867"
10/01/2021,Federal,Onshore,Oil Prod Vol (bbl),"37,103,798"
10/01/2021,Native American,Onshore,Coal Prod Vol (ton),"528,526"
10/01/2021,Native American,Onshore,Gas Prod Vol (mcf),"32,104,188"
10/01/2021,Native American,Onshore,Oil Prod Vol (bbl),"8,156,914"
11/01/2021,Federal,Offshore,Gas Prod Vol (mcf),"69,853,316"
11/01/2021,Federal,Offshore,Oil Prod Vol (bbl),"53,454,061"
11/01/2021,Federal,Onshore,Coal Prod Vol (ton),"23,845,757"
11/01/2021,Federal,Onshore,Gas Prod Vol (mcf),"281,163,073"
11/01/2021,Federal,Onshore,Oil Prod Vol (bbl),"35,929,738"
11/01/2021,Native American,Onshore,Coal Prod Vol (ton),"400,951"
11/01/2021,Native American,Onshore,Gas Prod Vol (mcf),"31,286,685"
11/01/2021,Native American,Onshore,Oil Prod Vol (bbl),"7,821,029"
12/01/2021,Federal,Offshore,Gas Prod Vol (mcf),"73,055,947"
12/01/2021,Federal,Offshore,Oil Prod Vol (bbl),"53,180,526"
12/01/2021,Federal,Onshore,Coal Prod Vol (ton),"22,398,856"
12/01/2021,Federal,Onshore,Gas Prod Vol (mcf),"289,983,360"
12/01/2021,Federal,Onshore,Oil Prod Vol (bbl),"36,228,787"
12/01/2021,Native American,Onshore,Coal Prod Vol (ton),"513,215"
12/01/2021,Native American,Onshore,Gas Prod Vol (mcf),"30,879,476"
12/01/2021,Native American,Onshore,Oil Prod Vol (bbl),"7,501,972"
01/01/2022,Federal,Offshore,Gas Prod Vol (mcf),"70,008,664"
01/01/2022,Federal,Offshore,Oil Prod Vol (bbl),"53,093,912"
01/01/2022,Federal,Onshore,Coal Prod Vol (ton),"22,396,201"
01/01/2022,Federal,Onshore,Gas Prod Vol (mcf),"285,941,192"
01/01/2022,Federal,Onshore,Oil Prod Vol (bbl),"35,974,009"
01/01/2022,Native American,Onshore,Coal Prod Vol (ton),"568,958"
01/01/2022,Native American,Onshore,Gas Prod Vol (mcf),"29,675,384"
01/01/2022,Native American,Onshore,Oil Prod Vol (bbl),"7,085,070"
02/01/2022,Federal,Offshore,Gas Prod Vol (mcf),"60,436,748"
02/01/2022,Federal,Offshore,Oil Prod Vol (bbl),"45,434,398"
02/01/2022,Federal,Onshore,Coal Prod Vol (ton),"21,054,171"
02/01/2022,Federal,Onshore,Gas Prod Vol (mcf),"260,580,875"
02/01/2022,Federal,Onshore,Oil Prod Vol (bbl),"33,392,477"
02/01/2022,Native American,Onshore,Coal Prod Vol (ton),"491,451"
02/01/2022,Native American,Onshore,Gas Prod Vol (mcf),"26,625,967"
02/01/2022,Native American,Onshore,Oil Prod Vol (bbl),"6,334,716"
03/01/2022,Federal,Offshore,Gas Prod Vol (mcf),"68,247,663"
03/01/2022,Federal,Offshore,Oil Prod Vol (bbl),"52,506,763"
03/01/2022,Federal,Onshore,Coal Prod Vol (ton),"22,686,365"
03/01/2022,Federal,Onshore,Gas Prod Vol (mcf),"297,418,372"
03/01/2022,Federal,Onshore,Oil Prod Vol (bbl),"38,820,463"
03/01/2022,Native American,Onshore,Coal Prod Vol (ton),"649,954"
03/01/2022,Native American,Onshore,Gas Prod Vol (mcf),"29,678,186"
03/01/2022,Native American,Onshore,Oil Prod Vol (bbl),"6,740,000"
04/01/2022,Federal,Offshore,Gas Prod Vol (mcf),"68,824,714"
04/01/2022,Federal,Offshore,Oil Prod Vol (bbl),"52,885,128"
04/01/2022,Federal,Onshore,Coal Prod Vol (ton),"19,369,505"
04/01/2022,Federal,Onshore,Gas Prod Vol (mcf),"294,835,626"
04/01/2022,Federal,Onshore,Oil Prod Vol (bbl),"38,339,802"
04/01/2022,Native American,Onshore,Coal Prod Vol (ton),"530,553"
04/01/2022,Native American,Onshore,Gas Prod Vol (mcf),"26,575,000"
04/01/2022,Native American,Onshore,Oil Prod Vol (bbl),"5,597,509"
05/01/2022,Federal,Offshore,Gas Prod Vol (mcf),"65,394,618"
05/01/2022,Federal,Offshore,Oil Prod Vol (bbl),"50,093,136"
05/01/2022,Federal,Onshore,Coal Prod Vol (ton),"21,055,426"
05/01/2022,Federal,Onshore,Gas Prod Vol (mcf),"303,125,050"
05/01/2022,Federal,Onshore,Oil Prod Vol (bbl),"40,516,924"
05/01/2022,Native American,Onshore,Coal Prod Vol (ton),"598,744"
05/01/2022,Native American,Onshore,Gas Prod Vol (mcf),"29,148,562"
05/01/2022,Native American,Onshore,Oil Prod Vol (bbl),"6,857,886"
06/01/2022,Federal,Offshore,Gas Prod Vol (mcf),"67,589,745"
06/01/2022,Federal,Offshore,Oil Prod Vol (bbl),"52,384,817"
06/01/2022,Federal,Onshore,Coal Prod Vol (ton),"20,567,998"
06/01/2022,Federal,Onshore,Gas Prod Vol (mcf),"292,444,785"
06/01/2022,Federal,Onshore,Oil Prod Vol (bbl),"39,335,390"
06/01/2022,Native American,Onshore,Coal Prod Vol (ton),"737,064"
06/01/2022,Native American,Onshore,Gas Prod Vol (mcf),"28,740,585"
06/01/2022,Native American,Onshore,Oil Prod Vol (bbl),"6,904,558"
07/01/2022,Federal,Offshore,Gas Prod Vol (mcf),"69,768,717"
07/01/2022,Federal,Offshore,Oil Prod Vol (bbl),"53,780,274"
07/01/2022,Federal,Onshore,Coal Prod Vol (ton),"23,884,217"
07/01/2022,Federal,Onshore,Gas Prod Vol (mcf),"307,895,773"
07/01/2022,Federal,Onshore,Oil Prod Vol (bbl),"40,614,585"
07/01/2022,Native American,Onshore,Coal Prod Vol (ton),"656,987"
07/01/2022,Native American,Onshore,Gas Prod Vol (mcf),"29,485,874"
07/01/2022,Native American,Onshore,Oil Prod Vol (bbl),"6,893,336"
08/01/2022,Federal,Offshore,Gas Prod Vol (mcf),"70,940,018"
08/01/2022,Federal,Offshore,Oil Prod Vol (bbl),"54,848,340"
08/01/2022,Federal,Onshore,Coal Prod Vol (ton),"25,685,228"
08/01/2022,Federal,Onshore,Gas Prod Vol (mcf),"303,204,337"
08/01/2022,Federal,Onshore,Oil Prod Vol (bbl),"41,036,931"
08/01/2022,Native American,Onshore,Coal Prod Vol (ton),"804,520"
08/01/2022,Native American,Onshore,Gas Prod Vol (mcf),"29,772,471"
08/01/2022,Native American,Onshore,Oil Prod Vol (bbl),"6,905,668"
09/01/2022,Federal,Offshore,Gas Prod Vol (mcf),"68,537,694"
09/01/2022,Federal,Offshore,Oil Prod Vol (bbl),"54,982,483"
09/01/2022,Federal,Onshore,Coal Prod Vol (ton),"23,552,971"
09/01/2022,Federal,Onshore,Gas Prod Vol (mcf),"301,765,244"
09/01/2022,Federal,Onshore,Oil Prod Vol (bbl),"41,217,877"
09/01/2022,Native American,Onshore,Coal Prod Vol (ton),"576,935"
09/01/2022,Native American,Onshore,Gas Prod Vol (mcf),"28,446,025"
09/01/2022,Native American,Onshore,Oil Prod Vol (bbl),"6,678,444"
10/01/2022,Federal,Offshore,Gas Prod Vol (mcf),"70,192,243"
10/01/2022,Federal,Offshore,Oil Prod Vol (bbl),"55,810,734"
10/01/2022,Federal,Onshore,Coal Prod Vol (ton),"23,488,370"
10/01/2022,Federal,Onshore,Gas Prod Vol (mcf),"321,050,938"
10/01/2022,Federal,Onshore,Oil Prod Vol (bbl),"44,019,943"
10/01/2022,Native American,Onshore,Coal Prod Vol (ton),"569,432"
10/01/2022,Native American,Onshore,Gas Prod Vol (mcf),"29,451,901"
10/01/2022,Native American,Onshore,Oil Prod Vol (bbl),"6,939,877"
11/01/2022,Federal,Offshore,Gas Prod Vol (mcf),"68,287,139"
11/01/2022,Federal,Offshore,Oil Prod Vol (bbl),"54,175,948"
11/01/2022,Federal,Onshore,Coal Prod Vol (ton),"20,495,422"
11/01/2022,Federal,Onshore,Gas Prod Vol (mcf),"306,949,920"
11/01/2022,Federal,Onshore,Oil Prod Vol (bbl),"42,141,810"
11/01/2022,Native American,Onshore,Coal Prod Vol (ton),"607,974"
11/01/2022,Native American,Onshore,Gas Prod Vol (mcf),"27,748,457"
11/01/2022,Native American,Onshore,Oil Prod Vol (bbl),"6,338,078"
12/01/2022,Federal,Offshore,Gas Prod Vol (mcf),"69,046,480"
12/01/2022,Federal,Offshore,Oil Prod Vol (bbl),"55,709,382"
12/01/2022,Federal,Onshore,Coal Prod Vol (ton),"18,570,175"
12/01/2022,Federal,Onshore,Gas Prod Vol (mcf),"314,114,166"
12/01/2022,Federal,Onshore,Oil Prod Vol (bbl),"43,064,503"
12/01/2022,Native American,Onshore,Coal Prod Vol (ton),"641,217"
12/01/2022,Native American,Onshore,Gas Prod Vol (mcf),"26,809,906"
12/01/2022,Native American,Onshore,Oil Prod Vol (bbl),"5,564,015"
01/01/2023,Federal,Offshore,Gas Prod Vol (mcf),"73,714,724"
01/01/2023,Federal,Offshore,Oil Prod Vol (bbl),"59,508,160"
01/01/2023,Federal,Onshore,Coal Prod Vol (ton),"21,591,735"
01/01/2023,Federal,Onshore,Gas Prod Vol (mcf),"315,746,465"
01/01/2023,Federal,Onshore,Oil Prod Vol (bbl),"44,223,250"
01/01/2023,Native American,Onshore,Coal Prod Vol (ton),"706,656"
01/01/2023,Native American,Onshore,Gas Prod Vol (mcf),"28,317,445"
01/01/2023,Native American,Onshore,Oil Prod Vol (bbl),"6,056,613"
02/01/2023,Federal,Offshore,Gas Prod Vol (mcf),"64,776,773"
02/01/2023,Federal,Offshore,Oil Prod Vol (bbl),"52,083,873"
02/01/2023,Federal,Onshore,Coal Prod Vol (ton),"19,290,111"
02/01/2023,Federal,Onshore,Gas Prod Vol (mcf),"282,546,783"
02/01/2023,Federal,Onshore,Oil Prod Vol (bbl),"39,917,811"
02/01/2023,Native American,Onshore,Coal Prod Vol (ton),"565,500"
02/01/2023,Native American,Onshore,Gas Prod Vol (mcf),"25,875,167"
02/01/2023,Native American,Onshore,Oil Prod Vol (bbl),"5,661,298"
03/01/2023,Federal,Offshore,Gas Prod Vol (mcf),"70,146,459"
03/01/2023,Federal,Offshore,Oil Prod Vol (bbl),"58,414,875"
03/01/2023,Federal,Onshore,Coal Prod Vol (ton),"20,519,713"
03/01/2023,Federal,Onshore,Gas Prod Vol (mcf),"318,772,150"
03/01/2023,Federal,Onshore,Oil Prod Vol (bbl),"44,604,108"
03/01/2023,Native American,Onshore,Coal Prod Vol (ton),"512,160"
03/01/2023,Native American,Onshore,Gas Prod Vol (mcf),"28,248,633"
03/01/2023,Native American,Onshore,Oil Prod Vol (bbl),"5,959,053"
04/01/2023,Federal,Offshore,Gas Prod Vol (mcf),"64,240,756"
04/01/2023,Federal,Offshore,Oil Prod Vol (bbl),"52,672,477"
04/01/2023,Federal,Onshore,Coal Prod Vol (ton),"19,738,154"
04/01/2023,Federal,Onshore,Gas Prod Vol (mcf),"308,284,868"
04/01/2023,Federal,Onshore,Oil Prod Vol (bbl),"43,806,524"
04/01/2023,Native American,Onshore,Coal Prod Vol (ton),"660,004"
04/01/2023,Native American,Onshore,Gas Prod Vol (mcf),"28,262,881"
04/01/2023,Native American,Onshore,Oil Prod Vol (bbl),"5,630,304"
05/01/2023,Federal,Offshore,Gas Prod Vol (mcf),"62,062,500"
05/01/2023,Federal,Offshore,Oil Prod Vol (bbl),"53,677,776"
05/01/2023,Federal,Onshore,Coal Prod Vol (ton),"18,159,925"
05/01/2023,Federal,Onshore,Gas Prod Vol (mcf),"324,440,506"
05/01/2023,Federal,Onshore,Oil Prod Vol (bbl),"44,810,591"
05/01/2023,Native American,Onshore,Coal Prod Vol (ton),"447,970"
05/01/2023,Native American,Onshore,Gas Prod Vol (mcf),"36,300,721"
05/01/2023,Native American,Onshore,Oil Prod Vol (bbl),"6,113,563"
06/01/2023,Federal,Offshore,Gas Prod Vol (mcf),"61,985,675"
06/01/2023,Federal,Offshore,Oil Prod Vol (bbl),"55,658,339"
06/01/2023,Federal,Onshore,Coal Prod Vol (ton),"17,903,596"
06/01/2023,Federal,Onshore,Gas Prod Vol (mcf),"308,082,334"
06/01/2023,Federal,Onshore,Oil Prod Vol (bbl),"43,012,347"
06/01/2023,Native American,Onshore,Coal Prod Vol (ton),"694,492"
06/01/2023,Native American,Onshore,Gas Prod Vol (mcf),"28,422,247"
06/01/2023,Native American,Onshore,Oil Prod Vol (bbl),"5,769,157"
07/01/2023,Federal,Offshore,Gas Prod Vol (mcf),"64,334,843"
07/01/2023,Federal,Offshore,Oil Prod Vol (bbl),"59,830,961"
07/01/2023,Federal,Onshore,Coal Prod Vol (ton),"20,866,921"
07/01/2023,Federal,Onshore,Gas Prod Vol (mcf),"298,858,424"
07/01/2023,Federal,Onshore,Oil Prod Vol (bbl),"42,771,923"
07/01/2023,Native American,Onshore,Coal Prod Vol (ton),"690,350"
07/01/2023,Native American,Onshore,Gas Prod Vol (mcf),"29,291,749"
07/01/2023,Native American,Onshore,Oil Prod Vol (bbl),"5,822,934"
08/01/2023,Federal,Offshore,Gas Prod Vol (mcf),"63,069,827"
08/01/2023,Federal,Offshore,Oil Prod Vol (bbl),"57,954,703"
08/01/2023,Federal,Onshore,Coal Prod Vol (ton),"22,168,388"
08/01/2023,Federal,Onshore,Gas Prod Vol (mcf),"307,041,794"
08/01/2023,Federal,Onshore,Oil Prod Vol (bbl),"42,720,632"
08/01/2023,Native American,Onshore,Coal Prod Vol (ton),"752,954"
08/01/2023,Native American,Onshore,Gas Prod Vol (mcf),"28,827,401"
08/01/2023,Native American,Onshore,Oil Prod Vol (bbl),"5,981,014"
09/01/2023,Federal,Offshore,Gas Prod Vol (mcf),"64,004,940"
09/01/2023,Federal,Offshore,Oil Prod Vol (bbl),"58,937,002"
09/01/2023,Federal,Onshore,Coal Prod Vol (ton),"19,202,334"
09/01/2023,Federal,Onshore,Gas Prod Vol (mcf),"296,038,663"
09/01/2023,Federal,Onshore,Oil Prod Vol (bbl),"40,891,040"
09/01/2023,Native American,Onshore,Coal Prod Vol (ton),"476,298"
09/01/2023,Native American,Onshore,Gas Prod Vol (mcf),"27,962,866"
09/01/2023,Native American,Onshore,Oil Prod Vol (bbl),"5,985,386"
